"VanillaC4_019 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_019.tcf]","Time (h)","Q 2 [VanillaC4_019]","Q 3 [VanillaC4_019]","Q 4 [VanillaC4_019]","Q 5 [VanillaC4_019]","Q 6 [VanillaC4_019]","Q 7 [VanillaC4_019]","Q 1 [VanillaC4_019]","Q  8 [VanillaC4_019]"
         100,        0.825000,        -80.0000,        -80.0001,        -80.0003,        -79.9998,        -79.9999,        -79.9997,        -79.9987,        -80.0003
         101,        0.833333,        -79.9996,        -80.0002,        -79.9995,        -80.0001,        -80.0001,        -79.9991,        -80.0005,        -79.9999
         102,        0.841667,        -80.0000,        -80.0000,        -80.0000,        -80.0000,        -80.0001,        -79.9994,        -80.0010,        -80.0003
         103,        0.850000,        -79.9998,        -80.0006,        -80.0001,        -79.9997,        -79.9999,        -79.9983,        -79.9995,        -79.9996
         104,        0.858333,        -79.9996,        -79.9997,        -80.0001,        -80.0001,        -80.0002,        -79.9987,        -79.9994,        -80.0001
         105,        0.866667,        -80.0001,        -80.0005,        -79.9998,        -79.9999,        -80.0001,        -79.9995,        -79.9999,        -80.0002
         106,        0.875000,        -80.0004,        -80.0000,        -80.0002,        -79.9998,        -79.9996,        -80.0006,        -80.0008,        -80.0001
         107,        0.883333,        -80.0000,        -79.9996,        -80.0002,        -80.0003,        -80.0002,        -79.9998,        -79.9998,        -80.0002
         108,        0.891667,        -79.9997,        -79.9996,        -80.0000,        -80.0004,        -79.9999,        -79.9992,        -79.9990,        -80.0007
         109,        0.900000,        -80.0002,        -79.9997,        -79.9997,        -79.9996,        -80.0001,        -79.9991,        -79.9994,        -79.9997
         110,        0.908333,        -80.0002,        -80.0002,        -80.0002,        -79.9999,        -80.0002,        -80.0001,        -80.0002,        -80.0001
         111,        0.916667,        -79.9995,        -79.9998,        -79.9999,        -80.0004,        -80.0002,        -79.9992,        -80.0006,        -80.0002
         112,        0.925000,        -79.9993,        -79.9999,        -80.0002,        -80.0005,        -79.9998,        -80.0003,        -80.0003,        -80.0000
         113,        0.933333,        -79.9999,        -80.0001,        -80.0005,        -80.0000,        -80.0001,        -79.9990,        -79.9987,        -79.9991
         114,        0.941667,        -79.9994,        -80.0000,        -79.9998,        -80.0000,        -80.0004,        -79.9997,        -79.9999,        -80.0004
         115,        0.950000,        -80.0002,        -79.9998,        -79.9998,        -80.0000,        -80.0002,        -80.0004,        -79.9995,        -80.0009
         116,        0.958333,        -80.0000,        -80.0002,        -79.9996,        -80.0005,        -79.9997,        -79.9989,        -79.9994,        -80.0000
         117,        0.966667,        -80.0001,        -80.0002,        -79.9998,        -80.0000,        -80.0001,        -80.0005,        -80.0003,        -79.9998
         118,        0.975000,        -79.9998,        -80.0002,        -79.9995,        -80.0002,        -80.0001,        -80.0002,        -79.9998,        -79.9997
         119,        0.983333,        -79.9997,        -80.0005,        -79.9994,        -80.0001,        -80.0000,        -80.0008,        -80.0005,        -80.0001
         120,        0.991667,        -79.9994,        -79.9998,        -80.0000,        -79.9996,        -79.9997,        -80.0001,        -79.9996,        -79.9993
         121,        1.000000,        -80.0004,        -80.0000,        -80.0004,        -79.9998,        -80.0000,        -79.9997,        -80.0003,        -79.9997
         122,        1.008333,        -80.0002,        -80.0001,        -80.0000,        -80.0001,        -80.0001,        -79.9994,        -80.0001,        -80.0000
         123,        1.016667,        -79.9997,        -79.9997,        -79.9998,        -79.9997,        -79.9997,        -79.9993,        -80.0003,        -80.0012
         124,        1.025000,        -79.9999,        -80.0001,        -80.0001,        -80.0006,        -79.9995,        -80.0005,        -80.0009,        -79.9992
         125,        1.033333,        -79.9996,        -80.0002,        -79.9999,        -79.9997,        -80.0003,        -80.0011,        -79.9999,        -80.0001
         126,        1.041667,        -79.9999,        -79.9999,        -79.9997,        -79.9998,        -79.9998,        -79.9983,        -79.9994,        -80.0005
         127,        1.050000,        -79.9995,        -80.0004,        -80.0004,        -79.9998,        -80.0001,        -79.9985,        -79.9996,        -80.0003
         128,        1.058333,        -80.0004,        -80.0000,        -80.0000,        -79.9999,        -80.0002,        -79.9992,        -80.0000,        -80.0002
         129,        1.066667,        -79.9996,        -79.9997,        -80.0000,        -79.9997,        -79.9999,        -80.0018,        -79.9996,        -80.0000
         130,        1.075000,        -80.0002,        -80.0002,        -80.0001,        -79.9999,        -80.0003,        -80.0000,        -80.0008,        -79.9997
         131,        1.083333,        -79.9999,        -80.0003,        -80.0003,        -80.0004,        -79.9997,        -80.0006,        -79.9991,        -79.9990
         132,        1.091667,        -79.9998,        -80.0000,        -79.9995,        -79.9997,        -79.9996,        -80.0008,        -80.0008,        -79.9992
         133,        1.100000,        -79.9995,        -80.0003,        -80.0000,        -79.9997,        -80.0003,        -80.0000,        -80.0002,        -80.0004
         134,        1.108333,        -80.0000,        -80.0002,        -79.9999,        -79.9999,        -80.0003,        -79.9998,        -80.0004,        -79.9996
         135,        1.116667,        -79.9994,        -80.0001,        -80.0004,        -80.0003,        -80.0003,        -79.9995,        -80.0008,        -80.0005
         136,        1.125000,        -80.0002,        -79.9996,        -80.0005,        -80.0002,        -79.9999,        -79.9980,        -79.9997,        -79.9998
         137,        1.133333,        -80.0002,        -80.0000,        -80.0000,        -80.0002,        -79.9998,        -80.0003,        -79.9999,        -79.9992
         138,        1.141667,        -80.0002,        -80.0000,        -80.0000,        -79.9998,        -80.0000,        -79.9994,        -80.0005,        -79.9998
         139,        1.150000,        -79.9999,        -79.9997,        -79.9996,        -80.0004,        -79.9995,        -80.0006,        -79.9996,        -80.0002
         140,        1.158333,        -79.9996,        -79.9998,        -80.0003,        -79.9999,        -80.0002,        -79.9991,        -80.0002,        -80.0000
         141,        1.166667,        -80.0003,        -79.9999,        -80.0003,        -80.0000,        -80.0001,        -80.0006,        -80.0000,        -80.0000
         142,        1.175000,        -80.0002,        -80.0004,        -80.0000,        -80.0001,        -79.9994,        -79.9987,        -80.0002,        -80.0000
         143,        1.183333,        -79.9997,        -80.0004,        -80.0001,        -80.0001,        -80.0003,        -79.9994,        -80.0006,        -80.0004
         144,        1.191667,        -80.0002,        -79.9998,        -80.0000,        -79.9999,        -80.0000,        -80.0003,        -79.9997,        -79.9998
         145,        1.200000,        -80.0000,        -79.9999,        -79.9999,        -79.9999,        -80.0001,        -80.0002,        -80.0003,        -80.0000
         146,        1.208333,        -79.9996,        -79.9996,        -80.0002,        -79.9998,        -79.9999,        -79.9992,        -80.0000,        -80.0004
         147,        1.216667,        -79.9997,        -80.0001,        -79.9998,        -80.0003,        -80.0000,        -80.0010,        -80.0013,        -80.0002
         148,        1.225000,        -80.0001,        -80.0002,        -80.0000,        -80.0006,        -80.0001,        -80.0002,        -80.0003,        -80.0193
         149,        1.233333,        -79.9999,        -80.0000,        -79.9995,        -80.0000,        -80.0002,        -80.0010,        -80.0000,        -79.9889
         150,        1.241667,        -80.0000,        -79.9999,        -80.0002,        -79.9999,        -80.0000,        -80.0942,        -79.9998,        -79.9196
         151,        1.250000,        -80.0005,        -79.9998,        -80.0000,        -80.0000,        -80.0004,        -79.9448,        -80.0002,        -80.0157
         152,        1.258333,        -79.9999,        -80.0000,        -80.0001,        -79.9996,        -80.0036,        -79.9852,        -80.0004,        -79.9542
         153,        1.266667,        -79.9998,        -80.0004,        -80.0001,        -79.9998,        -80.0102,        -79.9963,        -79.9998,        -79.9799
         154,        1.275000,        -79.9998,        -80.0000,        -80.0000,        -79.9999,        -79.9977,        -79.9892,        -79.9989,        -79.9884
         155,        1.283333,        -80.0002,        -80.0002,        -79.9999,        -80.0000,        -79.9985,        -79.9914,        -80.0002,        -79.9915
         156,        1.291667,        -80.0002,        -80.0001,        -80.0000,        -80.0004,        -79.9987,        -79.9945,        -79.9999,        -79.9948
         157,        1.300000,        -79.9999,        -80.0000,        -79.9998,        -80.0002,        -79.9977,        -79.9977,        -80.0001,        -79.9959
         158,        1.308333,        -80.0005,        -80.0004,        -79.9998,        -80.0001,        -79.9990,        -79.9986,        -80.0005,        -79.9968
         159,        1.316667,        -80.0000,        -80.0002,        -80.0005,        -79.9997,        -79.9988,        -79.9976,        -80.0001,        -79.9984
         160,        1.325000,        -79.9998,        -80.0003,        -80.0003,        -79.9997,        -79.9992,        -79.9996,        -79.9995,        -79.9980
         161,        1.333333,        -80.0003,        -79.9999,        -80.0004,        -79.9998,        -79.9995,        -79.9986,        -79.9993,        -79.9996
         162,        1.341667,        -80.0000,        -79.9999,        -80.0002,        -79.9998,        -79.9998,        -79.9996,        -79.9999,        -79.9983
         163,        1.350000,        -80.0001,        -80.0003,        -80.0004,        -80.0003,        -79.9994,        -79.9993,        -80.0001,        -79.9987
         164,        1.358333,        -80.0000,        -79.9995,        -80.0002,        -80.0001,        -79.9998,        -79.9998,        -79.9995,        -79.9988
         165,        1.366667,        -80.0004,        -80.0001,        -79.9996,        -80.0002,        -79.9995,        -80.0017,        -80.0011,        -79.9998
         166,        1.375000,        -79.9996,        -79.9998,        -79.9996,        -79.9997,        -79.9997,        -80.0006,        -79.9998,        -80.0000
         167,        1.383333,        -79.9999,        -80.0001,        -79.9995,        -80.0003,        -80.0001,        -79.9993,        -80.0004,        -79.9991
         168,        1.391667,        -80.0001,        -79.9999,        -79.9997,        -80.0000,        -79.9996,        -79.9998,        -80.0004,        -80.0003
         169,        1.400000,        -79.9999,        -80.0001,        -79.9999,        -79.9998,        -80.0000,        -79.9995,        -79.9999,        -80.0002
         170,        1.408333,        -80.0005,        -80.0001,        -79.9999,        -80.0001,        -79.9999,        -79.9991,        -80.0002,        -79.9998
         171,        1.416667,        -80.0001,        -79.9999,        -80.0001,        -80.0000,        -79.9997,        -79.9995,        -79.9995,        -79.9990
         172,        1.425000,        -79.9999,        -80.0002,        -80.0002,        -80.0001,        -80.0000,        -80.0005,        -80.0000,        -80.0011
         173,        1.433333,        -80.0004,        -79.9999,        -80.0003,        -80.0003,        -79.9999,        -79.9984,        -80.0007,        -80.0002
         174,        1.441667,        -79.9999,        -79.9999,        -79.9998,        -80.0004,        -80.0001,        -79.9993,        -80.0002,        -79.9994
         175,        1.450000,        -79.9998,        -79.9997,        -80.0004,        -80.0000,        -80.0001,        -79.9997,        -79.9986,        -80.0005
         176,        1.458333,        -79.9996,        -79.9999,        -80.0002,        -80.0004,        -80.0002,        -80.0000,        -80.0002,        -79.9993
         177,        1.466667,        -79.9997,        -80.0001,        -80.0000,        -80.0002,        -80.0005,        -80.0002,        -79.9996,        -79.9997
         178,        1.475000,        -80.0000,        -80.0000,        -80.0000,        -80.0001,        -80.0002,        -79.9996,        -80.0002,        -79.9983
         179,        1.483333,        -80.0002,        -80.0002,        -79.9999,        -80.0000,        -80.0002,        -79.9993,        -79.9997,        -79.9994
         180,        1.491667,        -79.9998,        -80.0001,        -79.9999,        -80.0001,        -80.0000,        -80.0016,        -79.9999,        -80.0008
         181,        1.500000,        -80.0001,        -80.0001,        -80.0002,        -79.9996,        -80.0002,        -80.0006,        -79.9999,        -79.9998
         182,        1.508333,        -80.0001,        -80.0000,        -80.0001,        -79.9999,        -79.9999,        -80.0002,        -80.0001,        -79.9997
         183,        1.516667,        -80.0002,        -80.0000,        -79.9995,        -80.0001,        -80.0002,        -80.0027,        -79.9996,        -79.9998
         184,        1.525000,        -80.0003,        -79.9997,        -80.0002,        -80.0000,        -80.0001,        -79.9996,        -79.9999,        -80.0003
         185,        1.533333,        -79.9997,        -80.0005,        -80.0004,        -79.9997,        -80.0000,        -80.0006,        -80.0004,        -80.0011
         186,        1.541667,        -80.0001,        -80.0002,        -80.0001,        -80.0004,        -79.9994,        -80.0006,        -79.9996,        -79.9994
         187,        1.550000,        -80.0000,        -80.0000,        -79.9999,        -80.0002,        -79.9999,        -79.9988,        -80.0004,        -80.0002
         188,        1.558333,        -80.0002,        -79.9997,        -80.0001,        -80.0003,        -79.9996,        -80.0005,        -80.0000,        -80.0004
         189,        1.566667,        -80.0001,        -80.0002,        -80.0002,        -79.9999,        -80.0000,        -80.0010,        -79.9995,        -79.9999
         190,        1.575000,        -80.0003,        -80.0000,        -79.9997,        -79.9999,        -79.9998,        -80.0020,        -79.9997,        -79.9996
         191,        1.583333,        -80.0001,        -79.9999,        -80.0001,        -80.0003,        -79.9997,        -80.0006,        -80.0001,        -80.0002
         192,        1.591667,        -80.0001,        -79.9995,        -79.9998,        -80.0002,        -80.0002,        -79.9988,        -79.9999,        -80.0000
         193,        1.600000,        -80.0002,        -80.0000,        -80.0002,        -80.0000,        -80.0001,        -79.9997,        -79.9996,        -79.9996
         194,        1.608333,        -79.9999,        -79.9998,        -79.9999,        -80.0000,        -80.0000,        -80.0012,        -80.0000,        -79.9997
         195,        1.616667,        -80.0000,        -80.0000,        -80.0001,        -80.0001,        -79.9997,        -80.0001,        -79.9997,        -79.9996
         196,        1.625000,        -79.9997,        -79.9999,        -80.0000,        -79.9999,        -80.0000,        -80.0021,        -79.9994,        -80.0000
         197,        1.633333,        -79.9998,        -80.0000,        -79.9999,        -80.0000,        -80.0000,        -79.9997,        -80.0004,        -80.0006
         198,        1.641667,        -79.9999,        -80.0001,        -79.9999,        -79.9999,        -80.0003,        -80.0017,        -79.9988,        -79.9998
         199,        1.650000,        -80.0001,        -80.0002,        -80.0002,        -79.9995,        -80.0002,        -79.9989,        -80.0014,        -80.0003
         200,        1.658333,        -79.9998,        -80.0000,        -80.0000,        -80.0005,        -79.9999,        -80.0013,        -79.9992,        -79.9997
         201,        1.666667,        -80.0004,        -80.0001,        -80.0002,        -80.0002,        -80.0000,        -79.9999,        -80.0001,        -80.0003
         202,        1.675000,        -80.0003,        -80.0002,        -79.9994,        -80.0000,        -80.0001,        -79.9976,        -80.0000,        -79.9993
         203,        1.683333,        -79.9997,        -80.0000,        -79.9999,        -80.0002,        -80.0000,        -79.9996,        -79.9998,        -79.9992
         204,        1.691667,        -80.0000,        -80.0003,        -80.0000,        -80.0004,        -80.0000,        -79.9998,        -80.0000,        -80.0011
         205,        1.700000,        -80.0000,        -80.0001,        -79.9996,        -80.0001,        -79.9997,        -80.0002,        -80.0006,        -80.0005
         206,        1.708333,        -79.9998,        -80.0000,        -80.0002,        -80.0007,        -80.0001,        -79.9997,        -79.9993,        -79.9998
         207,        1.716667,        -79.9998,        -80.0001,        -80.0000,        -80.0001,        -79.9999,        -80.0000,        -79.9997,        -79.9999
         208,        1.725000,        -80.0001,        -79.9997,        -80.0000,        -79.9998,        -80.0002,        -80.0008,        -80.0000,        -80.0006
         209,        1.733333,        -79.9998,        -80.0003,        -80.0002,        -80.0002,        -80.0000,        -80.0008,        -80.0001,        -80.0001
