"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\013\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          2.3462,          3.8351,          0.7742,          2.1921,          3.0104,          3.2564
          68,        1.116667,          2.3462,          3.8350,          0.7742,          2.1921,          3.0104,          3.2566
          69,        1.133333,          2.3463,          3.8349,          0.7742,          2.1920,          3.0103,          3.2566
          70,        1.150000,          2.3463,          3.8352,          0.7742,          2.1920,          3.0103,          3.2567
          71,        1.166667,          2.3462,          3.8354,          0.7742,          2.1920,          3.0104,          3.2567
          72,        1.183333,          2.3462,          3.8355,          0.7742,          2.1920,          3.0103,          3.2566
          73,        1.200000,          2.3462,          3.8352,          0.7743,          2.1920,          3.0104,          3.2567
          74,        1.216667,          2.3461,          3.8350,          0.7742,          2.1920,          3.0103,          3.2566
          75,        1.233333,          2.3462,          3.8357,          0.7743,          2.1921,          3.0104,          3.2567
          76,        1.250000,          2.3462,          3.8348,          0.7742,          2.1920,          3.0104,          3.2566
          77,        1.266667,          2.3462,          3.8345,          0.7742,          2.1920,          3.0104,          3.2567
          78,        1.283333,          2.3462,          3.8349,          0.7742,          2.1920,          3.0104,          3.2567
          79,        1.300000,          2.3462,          3.8353,          0.7742,          2.1920,          3.0104,          3.2566
          80,        1.316667,          2.3462,          3.8355,          0.7741,          2.1920,          3.0103,          3.2566
          81,        1.333333,          2.3462,          3.8343,          0.7742,          2.1920,          3.0104,          3.2567
          82,        1.350000,          2.3461,          3.8348,          0.7742,          2.1921,          3.0104,          3.2566
          83,        1.366667,          2.3462,          3.8354,          0.7743,          2.1922,          3.0104,          3.2567
          84,        1.383333,          2.3462,          3.8352,          0.7742,          2.1921,          3.0103,          3.2567
          85,        1.400000,          2.3462,          3.8353,          0.7742,          2.1920,          3.0105,          3.2566
          86,        1.416667,          2.3462,          3.8344,          0.7742,          2.1920,          3.0105,          3.2566
          87,        1.433333,          2.3461,          3.8355,          0.7743,          2.1921,          3.0103,          3.2567
          88,        1.450000,          2.3462,          3.8354,          0.7742,          2.1920,          3.0103,          3.2566
          89,        1.466667,          2.3462,          3.8349,          0.7743,          2.1920,          3.0104,          3.2566
          90,        1.483333,          2.3462,          3.8347,          0.7742,          2.1920,          3.0103,          3.2566
          91,        1.500000,          2.3461,          3.8353,          0.7742,          2.1920,          3.0104,          3.2566
          92,        1.516667,          2.3462,          3.8354,          0.7741,          2.1920,          3.0103,          3.2566
          93,        1.533333,          2.3462,          3.8357,          0.7742,          2.1920,          3.0104,          3.2567
          94,        1.550000,          2.3462,          3.8352,          0.7742,          2.1920,          3.0103,          3.2567
          95,        1.566667,          2.3463,          3.8352,          0.7742,          2.1920,          3.0104,          3.2566
          96,        1.583333,          2.3461,          3.8353,          0.7743,          2.1921,          3.0104,          3.2567
          97,        1.600000,          2.3461,          3.8353,          0.7742,          2.1920,          3.0104,          3.2567
          98,        1.616667,          2.3462,          3.8355,          0.7742,          2.1921,          3.0104,          3.2565
          99,        1.633333,          2.3462,          3.8352,          0.7742,          2.1920,          3.0103,          3.2567
         100,        1.650000,          2.3462,          3.8353,          0.7742,          2.1920,          3.0104,          3.2567
         101,        1.666667,          2.3462,          3.8353,          0.7742,          2.1921,          3.0104,          3.2567
         102,        1.683333,          2.3462,          3.8356,          0.7742,          2.1920,          3.0105,          3.2567
         103,        1.700000,          2.3461,          3.8349,          0.7743,          2.1920,          3.0103,          3.2566
         104,        1.716667,          2.3462,          3.8354,          0.7743,          2.1920,          3.0104,          3.2567
         105,        1.733333,          2.3462,          3.8351,          0.7743,          2.1920,          3.0104,          3.2567
         106,        1.750000,          2.3462,          3.8348,          0.7742,          2.1920,          3.0103,          3.2566
         107,        1.766667,          2.3462,          3.8352,          0.7742,          2.1920,          3.0104,          3.2567
         108,        1.783333,          2.3461,          3.8352,          0.7742,          2.1920,          3.0104,          3.2567
         109,        1.800000,          2.3462,          3.8346,          0.7742,          2.1920,          3.0104,          3.2566
         110,        1.816667,          2.3462,          3.8345,          0.7742,          2.1920,          3.0105,          3.2566
         111,        1.833333,          2.3462,          3.8350,          0.7742,          2.1920,          3.0103,          3.2568
         112,        1.850000,          2.3462,          3.8353,          0.7742,          2.1921,          3.0103,          3.2566
         113,        1.866667,          2.3462,          3.8355,          0.7742,          2.1920,          3.0103,          3.2567
         114,        1.883333,          2.3462,          3.8352,          0.7742,          2.1920,          3.0105,          3.2566
         115,        1.900000,          2.3462,          3.8352,          0.7742,          2.1920,          3.0105,          3.2567
         116,        1.916667,          2.3462,          3.8351,          0.7742,          2.1921,          3.0104,          3.2566
         117,        1.933333,          2.3463,          3.8349,          0.7742,          2.1920,          3.0104,          3.2566
         118,        1.950000,          2.3462,          3.8348,          0.7742,          2.1920,          3.0104,          3.2567
         119,        1.966667,          2.3462,          3.8355,          0.7742,          2.1920,          3.0104,          3.2566
         120,        1.983333,          2.3462,          3.8351,          0.7742,          2.1920,          3.0104,          3.2565
         121,        2.000000,          2.3462,          3.8350,          0.7742,          2.1919,          3.0103,          3.2566

