"OutphaseC4_017 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_017.tcf]","Time (h)","Q 2 [OutphaseC4_017]","Q 3 [OutphaseC4_017]","Q 4 [OutphaseC4_017]","Q 5 [OutphaseC4_017]","Q 6 [OutphaseC4_017]","Q 7 [OutphaseC4_017]","Q 1 [OutphaseC4_017]","Q  8 [OutphaseC4_017]"
          79,        0.650000,        -60.0010,        -59.9989,        -60.0000,        -59.9987,        -60.0000,        -59.9992,        -60.0005,        -59.9996
          80,        0.658333,        -59.9994,        -59.9998,        -60.0005,        -59.9989,        -59.9994,        -60.0003,        -60.0002,        -60.0002
          81,        0.666667,        -59.9977,        -59.9998,        -60.0001,        -59.9997,        -59.9996,        -59.9999,        -59.9997,        -59.9996
          82,        0.675000,        -60.0008,        -60.0006,        -60.0005,        -59.9984,        -60.0009,        -59.9999,        -60.0014,        -59.9995
          83,        0.683333,        -60.0001,        -59.9995,        -59.9997,        -60.0000,        -60.0001,        -59.9994,        -60.0000,        -59.9999
          84,        0.691667,        -59.9987,        -60.0000,        -60.0002,        -59.9988,        -60.0002,        -59.9992,        -60.0012,        -59.9997
          85,        0.700000,        -60.0005,        -59.9990,        -60.0001,        -59.9992,        -60.0004,        -60.0002,        -59.9990,        -59.9998
          86,        0.708333,        -60.0003,        -59.9997,        -59.9996,        -59.9986,        -60.0002,        -59.9988,        -59.9989,        -60.0004
          87,        0.716667,        -59.9980,        -59.9989,        -59.9996,        -60.0000,        -60.0005,        -60.0001,        -60.0008,        -60.0003
          88,        0.725000,        -59.9983,        -59.9993,        -59.9997,        -59.9989,        -59.9994,        -59.9998,        -59.9990,        -60.0001
          89,        0.733333,        -59.9998,        -59.9992,        -60.0000,        -59.9978,        -59.9998,        -59.9992,        -59.9997,        -59.9998
          90,        0.741667,        -59.9979,        -59.9997,        -59.9997,        -59.9997,        -60.0001,        -60.0002,        -60.0011,        -60.0001
          91,        0.750000,        -60.0009,        -59.9993,        -60.0007,        -59.9996,        -59.9999,        -60.0006,        -60.0011,        -59.9998
          92,        0.758333,        -59.9976,        -60.0017,        -59.9999,        -59.9984,        -60.0005,        -60.0004,        -59.9996,        -59.9996
          93,        0.766667,        -60.0001,        -60.0008,        -60.0001,        -59.9986,        -59.9998,        -60.0004,        -59.9999,        -60.0005
          94,        0.775000,        -60.0007,        -59.9993,        -60.0003,        -59.9990,        -60.0000,        -60.0011,        -59.9996,        -59.9996
          95,        0.783333,        -59.9997,        -59.9992,        -60.0000,        -59.9998,        -60.0002,        -60.0001,        -60.0000,        -59.9998
          96,        0.791667,        -59.9988,        -59.9999,        -60.0000,        -60.0009,        -60.0005,        -60.0001,        -59.9993,        -60.0000
          97,        0.800000,        -59.9999,        -59.9996,        -60.0000,        -59.9995,        -60.0002,        -60.0001,        -59.9988,        -60.0000
          98,        0.808333,        -59.9993,        -60.0000,        -59.9998,        -59.9978,        -60.0001,        -60.0004,        -59.9997,        -60.0001
          99,        0.816667,        -60.0023,        -59.9999,        -59.9999,        -59.9995,        -59.9994,        -59.9999,        -59.9995,        -59.9997
         100,        0.825000,        -60.0018,        -60.0013,        -60.0003,        -60.0000,        -60.0006,        -59.9993,        -59.9999,        -60.0003
         101,        0.833333,        -59.9983,        -60.0004,        -59.9999,        -59.9992,        -59.9998,        -59.9998,        -59.9989,        -59.9999
         102,        0.841667,        -60.0006,        -59.9991,        -60.0007,        -60.0003,        -60.0003,        -60.0000,        -59.9998,        -59.9997
         103,        0.850000,        -59.9994,        -59.9992,        -60.0001,        -59.9989,        -59.9995,        -59.9997,        -59.9998,        -59.9997
         104,        0.858333,        -59.9996,        -60.0001,        -59.9999,        -60.0000,        -60.0001,        -59.9992,        -60.0002,        -60.0001
         105,        0.866667,        -60.0001,        -60.0011,        -60.0001,        -59.9987,        -60.0002,        -59.9991,        -60.0007,        -59.9998
         106,        0.875000,        -59.9994,        -59.9998,        -59.9999,        -59.9992,        -59.9999,        -59.9992,        -59.9997,        -60.0000
         107,        0.883333,        -59.9983,        -59.9997,        -60.0001,        -60.0001,        -60.0003,        -60.0003,        -60.0014,        -60.0000
         108,        0.891667,        -60.0002,        -60.0004,        -59.9997,        -59.9988,        -60.0001,        -60.0000,        -60.0001,        -59.9996
         109,        0.900000,        -59.9994,        -60.0011,        -59.9999,        -60.0001,        -60.0003,        -59.9997,        -59.9991,        -59.9998
         110,        0.908333,        -59.9997,        -60.0012,        -59.9999,        -59.9984,        -59.9993,        -60.0000,        -60.0010,        -60.0001
         111,        0.916667,        -59.9999,        -60.0006,        -60.0004,        -59.9990,        -60.0000,        -60.0003,        -60.0006,        -59.9994
         112,        0.925000,        -59.9989,        -59.9997,        -60.0003,        -59.9984,        -59.9997,        -59.9995,        -59.9986,        -60.0001
         113,        0.933333,        -60.0013,        -60.0000,        -60.0004,        -59.9995,        -60.0004,        -59.9993,        -59.9999,        -60.0004
         114,        0.941667,        -59.9997,        -59.9983,        -60.0002,        -59.9988,        -60.0001,        -59.9997,        -60.0010,        -60.0001
         115,        0.950000,        -60.0025,        -60.0011,        -60.0001,        -60.0000,        -59.9998,        -59.9984,        -59.9992,        -60.0000
         116,        0.958333,        -60.0007,        -60.0014,        -60.0001,        -60.0000,        -60.0001,        -59.9999,        -60.0000,        -60.0001
         117,        0.966667,        -60.0012,        -60.0002,        -59.9996,        -59.9983,        -59.9999,        -60.0000,        -59.9986,        -59.9996
         118,        0.975000,        -59.9989,        -59.9997,        -60.0001,        -59.9976,        -60.0003,        -59.9997,        -60.0000,        -59.9997
         119,        0.983333,        -59.9999,        -60.0005,        -59.9998,        -59.9997,        -60.0000,        -59.9995,        -60.0006,        -59.9998
         120,        0.991667,        -59.9994,        -60.0000,        -59.9999,        -59.9998,        -59.9998,        -59.9995,        -60.0002,        -59.9999
         121,        1.000000,        -60.0007,        -60.0002,        -59.9999,        -60.0000,        -60.0002,        -59.9992,        -60.0002,        -59.9998
         122,        1.008333,        -59.9990,        -60.0006,        -60.0001,        -59.9995,        -59.9999,        -60.0004,        -59.9990,        -60.0000
         123,        1.016667,        -59.9971,        -60.0006,        -60.0002,        -60.0008,        -59.9996,        -60.0002,        -60.0001,        -59.9999
         124,        1.025000,        -59.9999,        -59.9993,        -59.9998,        -59.9997,        -60.0000,        -59.9993,        -59.9991,        -59.9993
         125,        1.033333,        -60.0007,        -60.0001,        -60.0003,        -59.9993,        -60.0006,        -60.0000,        -60.0004,        -60.0005
         126,        1.041667,        -60.0009,        -60.0004,        -59.9997,        -59.9995,        -59.9996,        -59.9997,        -60.0002,        -59.9997
         127,        1.050000,        -60.0003,        -60.0008,        -60.0003,        -60.0010,        -60.0001,        -59.9997,        -60.0006,        -59.9999
         128,        1.058333,        -60.0015,        -60.0014,        -60.0002,        -59.9994,        -59.9994,        -59.9998,        -59.9994,        -60.0003
         129,        1.066667,        -59.9988,        -59.9999,        -60.0002,        -59.9993,        -59.9999,        -60.0008,        -60.0000,        -59.9998
         130,        1.075000,        -59.9993,        -59.9999,        -59.9997,        -60.0009,        -59.9999,        -59.9989,        -60.0006,        -59.9999
         131,        1.083333,        -60.0003,        -59.9993,        -59.9999,        -60.0006,        -60.0001,        -59.9997,        -60.0004,        -59.9995
         132,        1.091667,        -60.0027,        -60.0005,        -59.9999,        -59.9995,        -60.0000,        -60.0005,        -59.9991,        -60.0000
         133,        1.100000,        -59.9996,        -60.0008,        -59.9998,        -59.9989,        -60.0003,        -59.9996,        -60.0002,        -59.9998
         134,        1.108333,        -59.9994,        -60.0000,        -59.9998,        -59.9999,        -59.9998,        -59.9999,        -59.9996,        -60.0001
         135,        1.116667,        -59.9991,        -60.0005,        -59.9999,        -59.9996,        -60.0002,        -60.0002,        -60.0004,        -59.9999
         136,        1.125000,        -59.9982,        -60.0009,        -60.0004,        -59.9989,        -60.0004,        -60.0000,        -59.9998,        -60.0002
         137,        1.133333,        -59.9997,        -60.0000,        -60.0001,        -59.9974,        -60.0006,        -60.0001,        -59.9996,        -59.9999
         138,        1.141667,        -59.9995,        -60.0005,        -60.0004,        -60.0008,        -59.9999,        -59.9992,        -59.9997,        -59.9998
         139,        1.150000,        -59.9992,        -60.0004,        -59.9995,        -59.9991,        -59.9996,        -60.0003,        -59.9993,        -59.9994
         140,        1.158333,        -59.9990,        -60.0008,        -60.0007,        -59.9994,        -59.9997,        -60.0007,        -60.0001,        -59.9998
         141,        1.166667,        -60.0000,        -60.0002,        -60.0001,        -59.9998,        -60.0003,        -59.9995,        -59.9998,        -60.0000
         142,        1.175000,        -60.0007,        -59.9997,        -59.9999,        -59.9998,        -60.0007,        -59.9990,        -59.9988,        -60.0003
         143,        1.183333,        -60.0002,        -60.0003,        -59.9998,        -59.9998,        -59.9997,        -60.0006,        -60.0003,        -60.0001
         144,        1.191667,        -60.0014,        -59.9999,        -59.9997,        -59.9992,        -60.0005,        -60.0001,        -60.0000,        -60.0003
         145,        1.200000,        -60.0004,        -59.9988,        -60.0003,        -59.9991,        -59.9993,        -60.0000,        -59.9995,        -60.0006
         146,        1.208333,        -59.9983,        -59.9996,        -59.9996,        -59.9992,        -60.0000,        -59.9997,        -60.0001,        -59.9999
         147,        1.216667,        -59.9981,        -59.9994,        -60.0006,        -59.9985,        -60.0000,        -60.0009,        -59.9996,        -59.9995
         148,        1.225000,        -59.9975,        -60.0013,        -59.9995,        -59.9986,        -59.9991,        -59.9992,        -60.0007,        -60.0003
         149,        1.233333,        -59.9987,        -60.0004,        -60.0000,        -60.0000,        -60.0005,        -59.9995,        -59.9996,        -59.9994
         150,        1.241667,        -59.9992,        -60.0006,        -59.9998,        -59.9997,        -60.0004,        -59.9993,        -59.9992,        -60.0000
         151,        1.250000,        -60.0007,        -60.0003,        -60.0002,        -59.9990,        -60.0004,        -59.9999,        -60.0009,        -59.9995
         152,        1.258333,        -59.9993,        -60.0006,        -60.0002,        -59.9998,        -59.9998,        -59.9998,        -60.0005,        -60.0001
         153,        1.266667,        -60.0021,        -59.9994,        -60.0001,        -59.9984,        -60.0003,        -59.9996,        -59.9995,        -59.9998
         154,        1.275000,        -59.9975,        -59.9995,        -59.9998,        -59.9999,        -59.9999,        -60.0004,        -59.9997,        -59.9999
         155,        1.283333,        -60.0000,        -59.9991,        -60.0000,        -60.0001,        -59.9993,        -59.9998,        -59.9992,        -60.0002
         156,        1.291667,        -59.9981,        -59.9998,        -60.0003,        -60.0000,        -60.0005,        -59.9999,        -59.9996,        -59.9998
         157,        1.300000,        -59.9999,        -60.0003,        -59.9998,        -59.9983,        -60.0001,        -60.0005,        -59.9991,        -59.9999
         158,        1.308333,        -60.0016,        -60.0000,        -60.0003,        -59.9999,        -60.0001,        -60.0001,        -59.9997,        -59.9995
         159,        1.316667,        -59.9995,        -59.9996,        -60.0000,        -60.0004,        -59.9994,        -59.9999,        -60.0007,        -59.9994
         160,        1.325000,        -60.0009,        -59.9995,        -60.0003,        -60.0002,        -59.9997,        -59.9991,        -59.9999,        -59.9996
         161,        1.333333,        -60.0005,        -59.9992,        -59.9995,        -59.9985,        -60.0001,        -59.9995,        -59.9997,        -59.9995
         162,        1.341667,        -59.9984,        -60.0002,        -59.9997,        -59.9997,        -60.0001,        -59.9998,        -60.0005,        -60.0000
         163,        1.350000,        -59.9984,        -60.0002,        -60.0000,        -60.0000,        -59.9997,        -59.9992,        -59.9993,        -59.9999
         164,        1.358333,        -60.0018,        -60.0004,        -59.9998,        -59.9986,        -59.9996,        -59.9996,        -60.0009,        -59.9996
         165,        1.366667,        -60.0006,        -59.9994,        -59.9999,        -59.9989,        -59.9997,        -59.9996,        -60.0002,        -59.9994
         166,        1.375000,        -59.9994,        -60.0007,        -59.9998,        -59.9999,        -60.0000,        -60.0005,        -60.0009,        -59.9995
         167,        1.383333,        -59.9997,        -59.9997,        -60.0006,        -59.9991,        -60.0001,        -60.0005,        -59.9996,        -60.0001
         168,        1.391667,        -60.0010,        -60.0005,        -60.0002,        -60.0010,        -59.9996,        -59.9997,        -60.0006,        -59.9995
         169,        1.400000,        -60.0014,        -60.0004,        -60.0010,        -59.9981,        -59.9997,        -60.0001,        -60.0006,        -60.0001
         170,        1.408333,        -59.9990,        -59.9997,        -59.9998,        -59.9990,        -59.9998,        -59.9998,        -59.9996,        -60.0000
         171,        1.416667,        -59.9998,        -59.9992,        -60.0003,        -59.9987,        -59.9999,        -59.9999,        -59.9998,        -59.9997
         172,        1.425000,        -59.9990,        -60.0000,        -60.0001,        -59.9986,        -59.9996,        -59.9991,        -59.9994,        -59.9993
         173,        1.433333,        -59.9997,        -59.9989,        -60.0006,        -60.0006,        -59.9995,        -60.0008,        -59.9993,        -59.9995
         174,        1.441667,        -60.0005,        -60.0003,        -60.0003,        -60.0005,        -60.0000,        -59.9986,        -60.0008,        -59.9997
         175,        1.450000,        -59.9999,        -60.0013,        -59.9997,        -59.9992,        -60.0001,        -59.9993,        -59.9998,        -60.0000
         176,        1.458333,        -60.0022,        -60.0015,        -60.0004,        -59.9993,        -60.0001,        -59.9990,        -60.0008,        -59.9995
         177,        1.466667,        -60.0014,        -60.0003,        -59.9999,        -59.9990,        -59.9993,        -59.9990,        -59.9987,        -60.0000
         178,        1.475000,        -59.9991,        -59.9995,        -60.0000,        -59.9995,        -59.9996,        -59.9991,        -59.9995,        -59.9993
         179,        1.483333,        -60.0010,        -59.9996,        -60.0000,        -60.0002,        -60.0002,        -60.0003,        -60.0001,        -60.0000
         180,        1.491667,        -59.9992,        -59.9997,        -59.9999,        -60.0005,        -59.9994,        -59.9998,        -60.0000,        -59.9996
         181,        1.500000,        -60.0011,        -60.0000,        -60.0003,        -60.0005,        -59.9995,        -60.0008,        -59.9994,        -59.9996
         182,        1.508333,        -60.0029,        -60.0004,        -59.9999,        -59.9999,        -59.9996,        -59.9998,        -60.0012,        -59.9994
         183,        1.516667,        -59.9996,        -60.0009,        -59.9999,        -59.9997,        -59.9997,        -59.9995,        -60.0003,        -59.9996
         184,        1.525000,        -60.0001,        -59.9990,        -59.9997,        -59.9985,        -59.9998,        -59.9995,        -60.0003,        -59.9994
         185,        1.533333,        -60.0008,        -59.9997,        -59.9999,        -59.9991,        -59.9998,        -59.9998,        -59.9986,        -59.9999
         186,        1.541667,        -60.0022,        -59.9997,        -59.9998,        -59.9978,        -60.0001,        -60.0006,        -59.9997,        -59.9996
         187,        1.550000,        -60.0005,        -60.0002,        -60.0005,        -59.9989,        -60.0002,        -59.9989,        -60.0004,        -59.9995
         188,        1.558333,        -59.9993,        -59.9998,        -60.0000,        -59.9999,        -59.9996,        -59.9988,        -60.0003,        -59.9993
         189,        1.566667,        -60.0002,        -59.9993,        -60.0001,        -59.9984,        -59.9995,        -59.9990,        -59.9986,        -59.9996
         190,        1.575000,        -59.9990,        -60.0011,        -59.9999,        -59.9993,        -59.9998,        -59.9994,        -59.9991,        -59.9996
         191,        1.583333,        -59.9972,        -60.0013,        -60.0000,        -60.0004,        -59.9995,        -59.9999,        -59.9990,        -59.9996
         192,        1.591667,        -60.0000,        -60.0008,        -60.0002,        -59.9985,        -59.9997,        -59.9998,        -60.0006,        -59.9996
         193,        1.600000,        -59.9987,        -59.9992,        -59.9999,        -59.9983,        -59.9997,        -59.9994,        -60.0009,        -59.9993
         194,        1.608333,        -59.9994,        -60.0007,        -59.9994,        -59.9994,        -59.9997,        -59.9984,        -59.9996,        -59.9995
         195,        1.616667,        -59.9998,        -59.9999,        -60.0000,        -59.9995,        -59.9997,        -59.9997,        -60.0002,        -59.9994
         196,        1.625000,        -60.0010,        -59.9993,        -60.0000,        -60.0004,        -59.9996,        -59.9990,        -59.9984,        -59.9994
         197,        1.633333,        -59.9993,        -60.0014,        -60.0000,        -60.0003,        -59.9991,        -60.0000,        -60.0008,        -59.9992
         198,        1.641667,        -60.0001,        -60.0002,        -60.0001,        -59.9995,        -59.9996,        -60.0001,        -59.9991,        -59.9993
         199,        1.650000,        -60.0020,        -60.0000,        -59.9999,        -59.9996,        -59.9994,        -59.9986,        -59.9997,        -59.9990
         200,        1.658333,        -60.0008,        -60.0013,        -60.0002,        -59.9996,        -59.9993,        -59.9996,        -59.9989,        -59.9992
         201,        1.666667,        -59.9995,        -59.9993,        -60.0002,        -59.9989,        -60.0000,        -59.9982,        -59.9990,        -59.9991
         202,        1.675000,        -59.9995,        -60.0002,        -59.9996,        -59.9991,        -59.9998,        -59.9995,        -59.9999,        -59.9993
         203,        1.683333,        -59.9993,        -60.0006,        -59.9995,        -59.9989,        -59.9995,        -59.9990,        -60.0006,        -59.9991
         204,        1.691667,        -59.9966,        -60.0003,        -59.9999,        -59.9990,        -59.9994,        -59.9990,        -60.0004,        -59.9991
         205,        1.700000,        -59.9978,        -59.9993,        -59.9996,        -59.9986,        -59.9993,        -59.9985,        -60.0006,        -59.9992
         206,        1.708333,        -60.0019,        -59.9998,        -59.9997,        -59.9994,        -59.9999,        -60.0000,        -59.9994,        -59.9985
         207,        1.716667,        -59.9988,        -59.9999,        -60.0003,        -59.9991,        -59.9993,        -59.9992,        -59.9994,        -59.9987
         208,        1.725000,        -59.9994,        -60.0001,        -60.0001,        -59.9992,        -59.9997,        -59.9987,        -59.9999,        -59.9989
         209,        1.733333,        -60.0008,        -60.0002,        -59.9995,        -59.9979,        -59.9991,        -59.9986,        -60.0002,        -59.9986
