"OutphaseC4_016 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_016.tcf]","Time (h)","V 2 [OutphaseC4_016]","V 3 [OutphaseC4_016]","V 4 [OutphaseC4_016]","V 5 [OutphaseC4_016]","V 6 [OutphaseC4_016]","V 7 [OutphaseC4_016]","V 8 [OutphaseC4_016]","V 9 [OutphaseC4_016]","V 10 [OutphaseC4_016]","V 11 [OutphaseC4_016]","V 12 [OutphaseC4_016]","V 13 [OutphaseC4_016]","V 14 [OutphaseC4_016]","V 15 [OutphaseC4_016]","V 16 [OutphaseC4_016]","V  1 [OutphaseC4_016]"
          26,        0.208333,          1.8289,          1.1601,          1.6885,          1.3505,          1.4752,          2.0897,          0.2201,          0.7174,          1.7454,          2.0482,          0.1366,          0.7597,          1.2338,          2.5196,          3.6288,          0.8216
          27,        0.216667,          1.8287,          1.1481,          1.6838,          1.3389,          1.4653,          2.0942,          0.2233,          0.7155,          1.7563,          1.7521,          0.1630,          0.7443,          1.2836,          2.5924,          3.7569,          0.8218
          28,        0.225000,          1.8288,          1.1372,          1.6798,          1.3406,          1.4696,          2.0996,          0.2283,          0.7089,          1.7669,          1.5859,          0.1806,          0.7592,          1.3188,          2.6519,          3.8707,          0.8216
          29,        0.233333,          1.8288,          1.1257,          1.6784,          1.3381,          1.4742,          2.1028,          0.2298,          0.7093,          1.7726,          1.4943,          0.1915,          0.7970,          1.3445,          2.6969,          3.9586,          0.8217
          30,        0.241667,          1.8288,          1.1192,          1.6783,          1.3393,          1.4730,          2.1059,          0.2328,          0.7135,          1.7848,          1.4419,          0.1968,          0.8329,          1.3631,          2.7301,          4.0316,          0.8218
          31,        0.250000,          1.8288,          1.1148,          1.6806,          1.3417,          1.4751,          2.1084,          0.2394,          0.6995,          1.7872,          1.4100,          0.1984,          0.8602,          1.3745,          2.7602,          4.0916,          0.8217
          32,        0.258333,          1.8289,          1.1093,          1.6815,          1.3451,          1.4747,          2.1102,          0.2393,          0.7188,          1.7896,          1.3897,          0.1964,          0.8796,          1.3824,          2.7852,          4.1387,          0.8216
          33,        0.266667,          1.8288,          1.1065,          1.6774,          1.3454,          1.4752,          2.1116,          0.2373,          0.7206,          1.8041,          1.3790,          0.1966,          0.8830,          1.3915,          2.8051,          4.1758,          0.8217
          34,        0.275000,          1.8288,          1.1048,          1.6756,          1.3328,          1.4717,          2.1125,          0.2403,          0.7030,          1.7963,          1.3697,          0.1947,          0.8837,          1.3976,          2.8227,          4.2057,          0.8217
          35,        0.283333,          1.8288,          1.1023,          1.6747,          1.3326,          1.4685,          2.1132,          0.2434,          0.7032,          1.7967,          1.3661,          0.1954,          0.8745,          1.4021,          2.8362,          4.2299,          0.8216
          36,        0.291667,          1.8288,          1.1007,          1.6739,          1.3343,          1.4738,          2.1147,          0.2420,          0.7181,          1.8054,          1.3628,          0.1967,          0.8673,          1.4063,          2.8480,          4.2497,          0.8217
          37,        0.300000,          1.8288,          1.1000,          1.6738,          1.3334,          1.4742,          2.1149,          0.2393,          0.7141,          1.8096,          1.3595,          0.2005,          0.8661,          1.4110,          2.8572,          4.2658,          0.8217
          38,        0.308333,          1.8288,          1.0987,          1.6739,          1.3337,          1.4736,          2.1153,          0.2388,          0.7041,          1.8030,          1.3573,          0.2001,          0.8718,          1.4103,          2.8641,          4.2791,          0.8217
          39,        0.316667,          1.8288,          1.0979,          1.6739,          1.3338,          1.4739,          2.1157,          0.2389,          0.7020,          1.8049,          1.3571,          0.2037,          0.8639,          1.4131,          2.8685,          4.2898,          0.8217
          40,        0.325000,          1.8288,          1.0976,          1.6739,          1.3333,          1.4737,          2.1159,          0.2384,          0.7043,          1.8083,          1.3565,          0.2091,          0.8693,          1.4144,          2.8761,          4.2988,          0.8217
          41,        0.333333,          1.8288,          1.0970,          1.6737,          1.3328,          1.4735,          2.1160,          0.2379,          0.7032,          1.8097,          1.3559,          0.2091,          0.8846,          1.4101,          2.8794,          4.3059,          0.8217
          42,        0.341667,          1.8288,          1.0965,          1.6736,          1.3322,          1.4734,          2.1163,          0.2384,          0.7018,          1.8091,          1.3563,          0.2103,          0.8765,          1.4112,          2.8806,          4.3122,          0.8217
          43,        0.350000,          1.8288,          1.0963,          1.6736,          1.3318,          1.4735,          2.1164,          0.2394,          0.7014,          1.8099,          1.3562,          0.2120,          0.8665,          1.4146,          2.8855,          4.3172,          0.8217
          44,        0.358333,          1.8289,          1.0961,          1.6736,          1.3315,          1.4735,          2.1165,          0.2395,          0.7045,          1.8107,          1.3550,          0.2129,          0.8655,          1.4163,          2.8883,          4.3216,          0.8217
          45,        0.366667,          1.8288,          1.0959,          1.6735,          1.3310,          1.4736,          2.1166,          0.2387,          0.7055,          1.8118,          1.3543,          0.2127,          0.8652,          1.4160,          2.8891,          4.3247,          0.8217
          46,        0.375000,          1.8288,          1.0958,          1.6736,          1.3308,          1.4736,          2.1167,          0.2382,          0.7028,          1.8108,          1.3535,          0.2143,          0.8639,          1.4164,          2.8902,          4.3273,          0.8217
          47,        0.383333,          1.8289,          1.0956,          1.6736,          1.3305,          1.4736,          2.1167,          0.2381,          0.7011,          1.8102,          1.3531,          0.2162,          0.8702,          1.4154,          2.8917,          4.3296,          0.8217
          48,        0.391667,          1.8288,          1.0956,          1.6738,          1.3301,          1.4735,          2.1168,          0.2381,          0.7010,          1.8110,          1.3537,          0.2162,          0.8754,          1.4131,          2.8928,          4.3315,          0.8217
          49,        0.400000,          1.8288,          1.0954,          1.6739,          1.3300,          1.4736,          2.1168,          0.2382,          0.7013,          1.8116,          1.3543,          0.2185,          0.8743,          1.4136,          2.8934,          4.3329,          0.8216
          50,        0.408333,          1.8288,          1.0955,          1.6740,          1.3297,          1.4737,          2.1169,          0.2383,          0.7015,          1.8118,          1.3549,          0.2184,          0.8796,          1.4124,          2.8951,          4.3343,          0.8217
          51,        0.416667,          1.8288,          1.0955,          1.6742,          1.3293,          1.4736,          2.1169,          0.2384,          0.7018,          1.8118,          1.3552,          0.2179,          0.8751,          1.4125,          2.8949,          4.3356,          0.8217
          52,        0.425000,          1.8288,          1.0956,          1.6744,          1.3290,          1.4735,          2.1169,          0.2385,          0.7020,          1.8119,          1.3555,          0.2178,          0.8688,          1.4148,          2.8961,          4.3362,          0.8216
          53,        0.433333,          1.8288,          1.0956,          1.6743,          1.3289,          1.4736,          2.1169,          0.2385,          0.7019,          1.8118,          1.3554,          0.2178,          0.8681,          1.4155,          2.8969,          4.3371,          0.8217
          54,        0.441667,          1.8288,          1.0955,          1.6739,          1.3278,          1.4736,          2.1169,          0.2385,          0.7016,          1.8118,          1.3552,          0.2177,          0.8695,          1.4150,          2.8965,          4.3376,          0.8217
          55,        0.450000,          1.8288,          1.0956,          1.6738,          1.3265,          1.4731,          2.1169,          0.2384,          0.7015,          1.8118,          1.3550,          0.2177,          0.8706,          1.4146,          2.8965,          4.3380,          0.8217
          56,        0.458333,          1.8288,          1.0956,          1.6737,          1.3262,          1.4733,          2.1170,          0.2385,          0.7014,          1.8119,          1.3550,          0.2180,          0.8715,          1.4142,          2.8967,          4.3385,          0.8217
          57,        0.466667,          1.8288,          1.0956,          1.6738,          1.3260,          1.4737,          2.1171,          0.2385,          0.7014,          1.8120,          1.3550,          0.2183,          0.8735,          1.4137,          2.8969,          4.3388,          0.8217
          58,        0.475000,          1.8288,          1.0955,          1.6740,          1.3258,          1.4738,          2.1170,          0.2385,          0.7014,          1.8120,          1.3551,          0.2180,          0.8750,          1.4131,          2.8970,          4.3390,          0.8216
          59,        0.483333,          1.8289,          1.0955,          1.6742,          1.3256,          1.4738,          2.1171,          0.2385,          0.7011,          1.8120,          1.3552,          0.2178,          0.8751,          1.4130,          2.8971,          4.3392,          0.8217
          60,        0.491667,          1.8288,          1.0955,          1.6744,          1.3254,          1.4738,          2.1171,          0.2387,          0.7011,          1.8119,          1.3553,          0.2174,          0.8752,          1.4130,          2.8974,          4.3395,          0.8216
          61,        0.500000,          1.8288,          1.0955,          1.6746,          1.3251,          1.4738,          2.1171,          0.2387,          0.7012,          1.8120,          1.3554,          0.2171,          0.8755,          1.4128,          2.8975,          4.3396,          0.8217
          62,        0.508333,          1.8288,          1.0955,          1.6748,          1.3247,          1.4736,          2.1170,          0.2387,          0.7011,          1.8120,          1.3555,          0.2167,          0.8760,          1.4127,          2.8975,          4.3397,          0.8216
          63,        0.516667,          1.8288,          1.0954,          1.6749,          1.3242,          1.4737,          2.1170,          0.2387,          0.7009,          1.8120,          1.3556,          0.2163,          0.8768,          1.4124,          2.8975,          4.3398,          0.8217
          64,        0.525000,          1.8288,          1.0954,          1.6750,          1.3237,          1.4737,          2.1171,          0.2388,          0.7007,          1.8119,          1.3556,          0.2161,          0.8774,          1.4121,          2.8976,          4.3399,          0.8217
          65,        0.533333,          1.8288,          1.0954,          1.6752,          1.3234,          1.4737,          2.1170,          0.2387,          0.7006,          1.8120,          1.3556,          0.2157,          0.8784,          1.4118,          2.8976,          4.3399,          0.8217
          66,        0.541667,          1.8288,          1.0954,          1.6754,          1.3230,          1.4737,          2.1170,          0.2388,          0.7006,          1.8120,          1.3557,          0.2154,          0.8792,          1.4115,          2.8976,          4.3401,          0.8216
          67,        0.550000,          1.8289,          1.0954,          1.6756,          1.3226,          1.4736,          2.1171,          0.2389,          0.7004,          1.8120,          1.3558,          0.2149,          0.8800,          1.4112,          2.8977,          4.3401,          0.8216
          68,        0.558333,          1.8288,          1.0953,          1.6758,          1.3221,          1.4737,          2.1170,          0.2389,          0.7004,          1.8120,          1.3558,          0.2145,          0.8810,          1.4109,          2.8977,          4.3401,          0.8216
          69,        0.566667,          1.8288,          1.0953,          1.6760,          1.3217,          1.4737,          2.1170,          0.2390,          0.7003,          1.8120,          1.3560,          0.2140,          0.8819,          1.4106,          2.8977,          4.3401,          0.8216
          70,        0.575000,          1.8288,          1.0954,          1.6762,          1.3213,          1.4737,          2.1171,          0.2390,          0.7001,          1.8120,          1.3561,          0.2135,          0.8827,          1.4104,          2.8977,          4.3401,          0.8217
          71,        0.583333,          1.8288,          1.0953,          1.6765,          1.3208,          1.4736,          2.1170,          0.2390,          0.7000,          1.8120,          1.3562,          0.2130,          0.8836,          1.4102,          2.8977,          4.3402,          0.8217
          72,        0.591667,          1.8289,          1.0953,          1.6767,          1.3202,          1.4737,          2.1170,          0.2391,          0.6999,          1.8120,          1.3562,          0.2125,          0.8845,          1.4101,          2.8977,          4.3402,          0.8217
          73,        0.600000,          1.8288,          1.0952,          1.6769,          1.3197,          1.4735,          2.1171,          0.2392,          0.6998,          1.8120,          1.3563,          0.2120,          0.8854,          1.4101,          2.8977,          4.3402,          0.8217
          74,        0.608333,          1.8288,          1.0952,          1.6771,          1.3192,          1.4736,          2.1170,          0.2392,          0.6998,          1.8120,          1.3564,          0.2114,          0.8865,          1.4101,          2.8977,          4.3402,          0.8217
          75,        0.616667,          1.8288,          1.0952,          1.6774,          1.3186,          1.4736,          2.1170,          0.2393,          0.6996,          1.8120,          1.3565,          0.2109,          0.8876,          1.4101,          2.8977,          4.3402,          0.8217
          76,        0.625000,          1.8288,          1.0952,          1.6777,          1.3181,          1.4736,          2.1170,          0.2393,          0.6995,          1.8120,          1.3566,          0.2103,          0.8887,          1.4102,          2.8977,          4.3403,          0.8216
          77,        0.633333,          1.8288,          1.0951,          1.6779,          1.3175,          1.4736,          2.1170,          0.2394,          0.6994,          1.8119,          1.3567,          0.2097,          0.8899,          1.4103,          2.8977,          4.3403,          0.8217
          78,        0.641667,          1.8288,          1.0952,          1.6781,          1.3169,          1.4736,          2.1171,          0.2394,          0.6992,          1.8119,          1.3569,          0.2090,          0.8911,          1.4103,          2.8977,          4.3403,          0.8216
          79,        0.650000,          1.8288,          1.0951,          1.6785,          1.3162,          1.4736,          2.1170,          0.2395,          0.6991,          1.8119,          1.3570,          0.2084,          0.8922,          1.4105,          2.8977,          4.3403,          0.8217
          80,        0.658333,          1.8288,          1.0951,          1.6787,          1.3156,          1.4736,          2.1170,          0.2396,          0.6989,          1.8119,          1.3571,          0.2078,          0.8935,          1.4107,          2.8977,          4.3403,          0.8217
          81,        0.666667,          1.8288,          1.0951,          1.6790,          1.3149,          1.4735,          2.1170,          0.2396,          0.6988,          1.8119,          1.3572,          0.2070,          0.8947,          1.4109,          2.8977,          4.3403,          0.8217
          82,        0.675000,          1.8288,          1.0951,          1.6793,          1.3142,          1.4735,          2.1170,          0.2396,          0.6986,          1.8119,          1.3574,          0.2064,          0.8961,          1.4110,          2.8977,          4.3403,          0.8217
          83,        0.683333,          1.8288,          1.0950,          1.6796,          1.3135,          1.4735,          2.1170,          0.2397,          0.6985,          1.8119,          1.3575,          0.2056,          0.8974,          1.4112,          2.8977,          4.3403,          0.8217
          84,        0.691667,          1.8288,          1.0950,          1.6800,          1.3129,          1.4736,          2.1171,          0.2398,          0.6983,          1.8119,          1.3576,          0.2049,          0.8989,          1.4113,          2.8977,          4.3403,          0.8216
          85,        0.700000,          1.8289,          1.0950,          1.6803,          1.3121,          1.4735,          2.1170,          0.2398,          0.6982,          1.8119,          1.3578,          0.2041,          0.9003,          1.4116,          2.8977,          4.3403,          0.8217
          86,        0.708333,          1.8288,          1.0949,          1.6807,          1.3113,          1.4735,          2.1171,          0.2399,          0.6980,          1.8119,          1.3579,          0.2033,          0.9018,          1.4118,          2.8977,          4.3403,          0.8217
          87,        0.716667,          1.8289,          1.0949,          1.6810,          1.3106,          1.4735,          2.1170,          0.2400,          0.6978,          1.8119,          1.3581,          0.2026,          0.9033,          1.4120,          2.8977,          4.3403,          0.8217
          88,        0.725000,          1.8289,          1.0949,          1.6813,          1.3097,          1.4735,          2.1171,          0.2401,          0.6976,          1.8119,          1.3582,          0.2017,          0.9049,          1.4122,          2.8976,          4.3402,          0.8216
          89,        0.733333,          1.8288,          1.0949,          1.6817,          1.3088,          1.4735,          2.1170,          0.2402,          0.6975,          1.8119,          1.3584,          0.2008,          0.9066,          1.4125,          2.8977,          4.3403,          0.8217
          90,        0.741667,          1.8288,          1.0949,          1.6821,          1.3079,          1.4734,          2.1171,          0.2403,          0.6973,          1.8118,          1.3586,          0.2000,          0.9081,          1.4126,          2.8976,          4.3403,          0.8216
          91,        0.750000,          1.8288,          1.0948,          1.6825,          1.3071,          1.4735,          2.1170,          0.2403,          0.6971,          1.8119,          1.3587,          0.1991,          0.9100,          1.4128,          2.8977,          4.3402,          0.8217
          92,        0.758333,          1.8289,          1.0947,          1.6830,          1.3062,          1.4735,          2.1170,          0.2404,          0.6969,          1.8118,          1.3589,          0.1981,          0.9118,          1.4129,          2.8976,          4.3402,          0.8217
          93,        0.766667,          1.8288,          1.0947,          1.6834,          1.3053,          1.4735,          2.1170,          0.2405,          0.6967,          1.8119,          1.3591,          0.1972,          0.9136,          1.4130,          2.8976,          4.3402,          0.8217
          94,        0.775000,          1.8288,          1.0947,          1.6838,          1.3042,          1.4734,          2.1170,          0.2405,          0.6965,          1.8119,          1.3593,          0.1962,          0.9156,          1.4131,          2.8976,          4.3403,          0.8217
          95,        0.783333,          1.8288,          1.0946,          1.6843,          1.3032,          1.4734,          2.1171,          0.2407,          0.6963,          1.8118,          1.3594,          0.1952,          0.9174,          1.4132,          2.8976,          4.3403,          0.8217
          96,        0.791667,          1.8288,          1.0946,          1.6847,          1.3021,          1.4734,          2.1170,          0.2407,          0.6961,          1.8118,          1.3596,          0.1942,          0.9194,          1.4134,          2.8976,          4.3403,          0.8217
          97,        0.800000,          1.8288,          1.0946,          1.6852,          1.3011,          1.4733,          2.1171,          0.2409,          0.6959,          1.8118,          1.3598,          0.1931,          0.9217,          1.4134,          2.8975,          4.3403,          0.8216
          98,        0.808333,          1.8288,          1.0946,          1.6857,          1.3000,          1.4734,          2.1171,          0.2409,          0.6956,          1.8118,          1.3600,          0.1920,          0.9238,          1.4134,          2.8974,          4.3402,          0.8217
          99,        0.816667,          1.8288,          1.0945,          1.6862,          1.2987,          1.4734,          2.1171,          0.2410,          0.6954,          1.8118,          1.3602,          0.1909,          0.9260,          1.4134,          2.8975,          4.3403,          0.8217
         100,        0.825000,          1.8288,          1.0944,          1.6867,          1.2977,          1.4734,          2.1171,          0.2411,          0.6951,          1.8117,          1.3605,          0.1898,          0.9281,          1.4136,          2.8974,          4.3403,          0.8217
         101,        0.833333,          1.8288,          1.0944,          1.6872,          1.2964,          1.4734,          2.1171,          0.2412,          0.6949,          1.8117,          1.3607,          0.1886,          0.9305,          1.4136,          2.8974,          4.3402,          0.8217
         102,        0.841667,          1.8289,          1.0943,          1.6878,          1.2950,          1.4733,          2.1171,          0.2413,          0.6947,          1.8118,          1.3610,          0.1874,          0.9329,          1.4136,          2.8974,          4.3403,          0.8216
         103,        0.850000,          1.8288,          1.0943,          1.6883,          1.2938,          1.4734,          2.1171,          0.2414,          0.6944,          1.8117,          1.3612,          0.1862,          0.9354,          1.4136,          2.8973,          4.3402,          0.8217
         104,        0.858333,          1.8288,          1.0942,          1.6889,          1.2924,          1.4734,          2.1171,          0.2415,          0.6941,          1.8117,          1.3614,          0.1849,          0.9379,          1.4135,          2.8974,          4.3402,          0.8217
         105,        0.866667,          1.8288,          1.0942,          1.6895,          1.2911,          1.4734,          2.1171,          0.2416,          0.6939,          1.8117,          1.3617,          0.1836,          0.9405,          1.4136,          2.8973,          4.3402,          0.8217
         106,        0.875000,          1.8289,          1.0942,          1.6901,          1.2896,          1.4734,          2.1172,          0.2417,          0.6936,          1.8117,          1.3619,          0.1823,          0.9432,          1.4136,          2.8972,          4.3403,          0.8217
         107,        0.883333,          1.8288,          1.0940,          1.6908,          1.2882,          1.4733,          2.1172,          0.2418,          0.6933,          1.8117,          1.3622,          0.1810,          0.9459,          1.4135,          2.8973,          4.3402,          0.8217
         108,        0.891667,          1.8288,          1.0940,          1.6914,          1.2866,          1.4734,          2.1171,          0.2420,          0.6931,          1.8117,          1.3625,          0.1796,          0.9490,          1.4135,          2.8972,          4.3402,          0.8217
         109,        0.900000,          1.8288,          1.0939,          1.6921,          1.2851,          1.4734,          2.1172,          0.2421,          0.6927,          1.8117,          1.3628,          0.1782,          0.9518,          1.4134,          2.8972,          4.3402,          0.8216
         110,        0.908333,          1.8288,          1.0939,          1.6928,          1.2834,          1.4734,          2.1171,          0.2423,          0.6924,          1.8116,          1.3631,          0.1767,          0.9548,          1.4134,          2.8972,          4.3402,          0.8217
         111,        0.916667,          1.8289,          1.0938,          1.6936,          1.2818,          1.4734,          2.1172,          0.2423,          0.6921,          1.8117,          1.3634,          0.1753,          0.9578,          1.4133,          2.8972,          4.3402,          0.8217
         112,        0.925000,          1.8288,          1.0938,          1.6944,          1.2801,          1.4735,          2.1171,          0.2425,          0.6918,          1.8116,          1.3637,          0.1737,          0.9610,          1.4132,          2.8971,          4.3402,          0.8217
         113,        0.933333,          1.8288,          1.0937,          1.6950,          1.2784,          1.4735,          2.1171,          0.2427,          0.6914,          1.8116,          1.3640,          0.1721,          0.9644,          1.4131,          2.8971,          4.3402,          0.8217
         114,        0.941667,          1.8288,          1.0936,          1.6958,          1.2763,          1.4734,          2.1172,          0.2429,          0.6911,          1.8116,          1.3644,          0.1705,          0.9678,          1.4130,          2.8970,          4.3402,          0.8217
         115,        0.950000,          1.8288,          1.0935,          1.6966,          1.2745,          1.4735,          2.1172,          0.2429,          0.6909,          1.8117,          1.3647,          0.1689,          0.9712,          1.4129,          2.8970,          4.3403,          0.8216
         116,        0.958333,          1.8288,          1.0934,          1.6975,          1.2726,          1.4736,          2.1172,          0.2431,          0.6905,          1.8116,          1.3651,          0.1672,          0.9748,          1.4128,          2.8970,          4.3402,          0.8216
         117,        0.966667,          1.8288,          1.0934,          1.6983,          1.2706,          1.4735,          2.1172,          0.2432,          0.6900,          1.8115,          1.3654,          0.1655,          0.9785,          1.4126,          2.8969,          4.3402,          0.8217
         118,        0.975000,          1.8288,          1.0933,          1.6993,          1.2686,          1.4736,          2.1173,          0.2434,          0.6897,          1.8116,          1.3658,          0.1638,          0.9822,          1.4125,          2.8969,          4.3401,          0.8217
         119,        0.983333,          1.8289,          1.0932,          1.7002,          1.2665,          1.4737,          2.1172,          0.2436,          0.6893,          1.8116,          1.3661,          0.1620,          0.9862,          1.4124,          2.8969,          4.3402,          0.8217
         120,        0.991667,          1.8288,          1.0932,          1.7011,          1.2643,          1.4737,          2.1173,          0.2437,          0.6889,          1.8115,          1.3665,          0.1602,          0.9903,          1.4121,          2.8968,          4.3402,          0.8217
         121,        1.000000,          1.8289,          1.0931,          1.7021,          1.2620,          1.4737,          2.1172,          0.2439,          0.6885,          1.8116,          1.3669,          0.1584,          0.9942,          1.4119,          2.8968,          4.3402,          0.8217
         122,        1.008333,          1.8288,          1.0929,          1.7030,          1.2597,          1.4737,          2.1173,          0.2441,          0.6880,          1.8115,          1.3673,          0.1565,          0.9986,          1.4117,          2.8968,          4.3401,          0.8217
         123,        1.016667,          1.8288,          1.0929,          1.7040,          1.2571,          1.4737,          2.1172,          0.2443,          0.6876,          1.8115,          1.3678,          0.1546,          1.0030,          1.4114,          2.8967,          4.3401,          0.8217
         124,        1.025000,          1.8288,          1.0928,          1.7051,          1.2547,          1.4738,          2.1172,          0.2444,          0.6872,          1.8114,          1.3682,          0.1526,          1.0074,          1.4111,          2.8966,          4.3401,          0.8217
         125,        1.033333,          1.8288,          1.0927,          1.7062,          1.2523,          1.4739,          2.1173,          0.2446,          0.6868,          1.8115,          1.3687,          0.1507,          1.0119,          1.4108,          2.8966,          4.3401,          0.8217
         126,        1.041667,          1.8288,          1.0926,          1.7074,          1.2497,          1.4739,          2.1173,          0.2448,          0.6862,          1.8115,          1.3693,          0.1487,          1.0167,          1.4104,          2.8966,          4.3401,          0.8217
