"InphaseC4_017 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_017.tcf]","Time (h)","Q 2 [InphaseC4_017]","Q 3 [InphaseC4_017]","Q 4 [InphaseC4_017]","Q 5 [InphaseC4_017]","Q 6 [InphaseC4_017]","Q 7 [InphaseC4_017]","Q 1 [InphaseC4_017]","Q  8 [InphaseC4_017]"
          32,        0.258333,        -59.9997,        -60.0001,        -60.0000,        -59.9998,        -59.9982,        -59.9981,        -59.9996,        -59.9982
          33,        0.266667,        -60.0005,        -60.0004,        -60.0004,        -60.0002,        -59.9991,        -59.9982,        -60.0001,        -59.9985
          34,        0.275000,        -59.9997,        -59.9997,        -60.0008,        -60.0003,        -59.9983,        -59.9997,        -60.0005,        -59.9982
          35,        0.283333,        -60.0001,        -59.9997,        -60.0002,        -59.9997,        -59.9987,        -59.9989,        -59.9997,        -59.9988
          36,        0.291667,        -60.0005,        -60.0000,        -60.0000,        -59.9997,        -59.9990,        -60.0005,        -59.9999,        -59.9994
          37,        0.300000,        -60.0002,        -60.0001,        -59.9996,        -60.0001,        -60.0002,        -59.9997,        -60.0003,        -59.9998
          38,        0.308333,        -60.0001,        -60.0003,        -59.9986,        -60.0000,        -59.9989,        -59.9984,        -60.0002,        -59.9996
          39,        0.316667,        -60.0005,        -60.0003,        -59.9991,        -60.0001,        -60.0005,        -60.0003,        -59.9998,        -60.0001
          40,        0.325000,        -60.0001,        -59.9997,        -59.9999,        -60.0002,        -60.0003,        -60.0000,        -60.0000,        -59.9991
          41,        0.333333,        -59.9998,        -60.0002,        -60.0001,        -59.9996,        -60.0003,        -60.0002,        -59.9999,        -59.9996
          42,        0.341667,        -60.0001,        -60.0000,        -60.0001,        -60.0003,        -60.0003,        -60.0005,        -59.9996,        -59.9992
          43,        0.350000,        -60.0002,        -60.0001,        -59.9997,        -60.0002,        -60.0001,        -60.0005,        -59.9992,        -60.0002
          44,        0.358333,        -59.9999,        -59.9996,        -59.9999,        -60.0004,        -60.0003,        -59.9997,        -59.9998,        -60.0006
          45,        0.366667,        -60.0004,        -60.0000,        -60.0010,        -59.9994,        -59.9999,        -59.9994,        -60.0003,        -59.9993
          46,        0.375000,        -59.9998,        -60.0002,        -60.0003,        -59.9997,        -59.9998,        -60.0000,        -59.9999,        -60.0001
          47,        0.383333,        -59.9999,        -60.0000,        -59.9995,        -59.9992,        -60.0000,        -59.9998,        -60.0003,        -59.9994
          48,        0.391667,        -60.0001,        -60.0006,        -60.0000,        -60.0004,        -60.0005,        -60.0007,        -60.0002,        -59.9999
          49,        0.400000,        -60.0004,        -59.9998,        -60.0004,        -60.0004,        -60.0000,        -59.9999,        -59.9992,        -59.9995
          50,        0.408333,        -60.0008,        -59.9992,        -59.9999,        -59.9997,        -60.0005,        -59.9997,        -59.9995,        -60.0000
          51,        0.416667,        -60.0000,        -60.0001,        -59.9992,        -60.0001,        -60.0002,        -60.0004,        -60.0000,        -60.0010
          52,        0.425000,        -60.0001,        -59.9999,        -59.9999,        -60.0005,        -60.0007,        -60.0005,        -59.9999,        -60.0001
          53,        0.433333,        -59.9993,        -60.0004,        -60.0002,        -60.0003,        -59.9993,        -60.0002,        -59.9999,        -59.9997
          54,        0.441667,        -59.9997,        -59.9999,        -59.9999,        -60.0004,        -59.9997,        -59.9998,        -60.0006,        -60.0001
          55,        0.450000,        -60.0006,        -60.0005,        -60.0006,        -60.0000,        -59.9994,        -59.9999,        -60.0007,        -60.0001
          56,        0.458333,        -59.9998,        -60.0005,        -60.0000,        -60.0001,        -59.9999,        -60.0005,        -59.9999,        -59.9995
          57,        0.466667,        -60.0002,        -60.0001,        -60.0007,        -59.9994,        -59.9997,        -60.0004,        -60.0005,        -59.9998
          58,        0.475000,        -59.9997,        -60.0005,        -60.0006,        -60.0008,        -60.0002,        -59.9997,        -59.9998,        -60.0005
          59,        0.483333,        -60.0000,        -59.9998,        -60.0000,        -60.0000,        -59.9994,        -60.0003,        -59.9997,        -60.0000
          60,        0.491667,        -59.9995,        -60.0002,        -59.9992,        -60.0002,        -59.9995,        -60.0000,        -60.0004,        -59.9997
          61,        0.500000,        -60.0002,        -60.0005,        -60.0002,        -59.9998,        -59.9998,        -59.9998,        -59.9999,        -60.0001
          62,        0.508333,        -59.9998,        -59.9996,        -59.9999,        -59.9998,        -60.0003,        -59.9992,        -60.0005,        -59.9999
          63,        0.516667,        -60.0003,        -59.9994,        -60.0000,        -60.0009,        -60.0004,        -60.0003,        -60.0005,        -60.0000
          64,        0.525000,        -59.9998,        -60.0004,        -60.0005,        -60.0005,        -59.9994,        -60.0002,        -60.0004,        -60.0000
          65,        0.533333,        -59.9997,        -60.0000,        -59.9999,        -60.0004,        -59.9997,        -59.9991,        -60.0008,        -60.0007
          66,        0.541667,        -59.9997,        -60.0003,        -59.9994,        -60.0002,        -60.0002,        -59.9998,        -60.0005,        -60.0005
          67,        0.550000,        -59.9994,        -59.9997,        -60.0001,        -59.9995,        -60.0001,        -60.0004,        -60.0002,        -59.9994
          68,        0.558333,        -59.9997,        -60.0003,        -59.9999,        -59.9999,        -60.0005,        -60.0003,        -59.9998,        -60.0000
          69,        0.566667,        -60.0000,        -59.9997,        -60.0005,        -60.0000,        -59.9998,        -60.0000,        -59.9996,        -60.0002
          70,        0.575000,        -60.0000,        -59.9997,        -59.9997,        -59.9995,        -60.0000,        -60.0005,        -59.9995,        -60.0000
          71,        0.583333,        -60.0002,        -60.0001,        -59.9994,        -60.0002,        -60.0000,        -59.9997,        -59.9998,        -60.0003
          72,        0.591667,        -59.9996,        -60.0000,        -60.0000,        -59.9996,        -59.9996,        -59.9998,        -59.9996,        -60.0027
          73,        0.600000,        -60.0000,        -59.9997,        -60.0000,        -59.9993,        -60.0001,        -59.9993,        -59.9997,        -59.9984
          74,        0.608333,        -59.9997,        -59.9999,        -59.9998,        -60.0006,        -60.0004,        -59.9983,        -59.9994,        -60.1081
          75,        0.616667,        -59.9998,        -60.0001,        -60.0007,        -59.9999,        -60.0005,        -60.1676,        -60.0001,        -60.0270
          76,        0.625000,        -60.0007,        -60.0000,        -59.9993,        -59.9997,        -60.0002,        -59.9732,        -60.0004,        -59.9520
          77,        0.633333,        -59.9999,        -59.9999,        -59.9997,        -60.0002,        -60.0002,        -59.9747,        -60.0001,        -59.9739
          78,        0.641667,        -60.0001,        -59.9998,        -60.0002,        -59.9996,        -60.0017,        -59.9924,        -59.9995,        -59.9843
          79,        0.650000,        -60.0000,        -59.9999,        -60.0000,        -60.0005,        -60.0006,        -59.9965,        -60.0007,        -59.9962
          80,        0.658333,        -59.9997,        -60.0003,        -60.0003,        -60.0004,        -60.0000,        -59.9995,        -60.0005,        -60.0005
          81,        0.666667,        -60.0004,        -59.9998,        -60.0001,        -59.9999,        -59.9995,        -60.0010,        -59.9999,        -60.0016
          82,        0.675000,        -59.9998,        -60.0002,        -60.0002,        -59.9997,        -60.0001,        -60.0000,        -59.9998,        -60.0007
          83,        0.683333,        -60.0002,        -60.0004,        -60.0000,        -60.0005,        -60.0002,        -60.0005,        -60.0004,        -60.0003
          84,        0.691667,        -59.9999,        -59.9999,        -60.0004,        -60.0008,        -59.9998,        -60.0001,        -60.0000,        -60.0003
          85,        0.700000,        -59.9996,        -59.9998,        -60.0005,        -60.0001,        -60.0003,        -59.9998,        -60.0002,        -60.0000
          86,        0.708333,        -59.9999,        -59.9999,        -60.0000,        -60.0004,        -60.0001,        -60.0000,        -59.9997,        -59.9996
          87,        0.716667,        -60.0006,        -59.9998,        -60.0006,        -59.9994,        -60.0004,        -60.0005,        -60.0006,        -59.9995
          88,        0.725000,        -59.9996,        -60.0000,        -60.0008,        -60.0002,        -60.0001,        -60.0008,        -60.0000,        -60.0006
          89,        0.733333,        -60.0002,        -60.0004,        -60.0002,        -60.0000,        -59.9991,        -60.0007,        -60.0003,        -60.0000
          90,        0.741667,        -60.0003,        -59.9998,        -59.9994,        -60.0006,        -59.9992,        -59.9994,        -59.9995,        -59.9993
          91,        0.750000,        -60.0005,        -59.9999,        -60.0001,        -60.0002,        -60.0000,        -60.0002,        -59.9999,        -60.0006
          92,        0.758333,        -60.0006,        -59.9999,        -60.0003,        -59.9998,        -59.9992,        -60.0003,        -60.0000,        -60.0005
          93,        0.766667,        -60.0000,        -59.9998,        -60.0003,        -60.0003,        -59.9989,        -59.9999,        -60.0002,        -59.9998
          94,        0.775000,        -60.0000,        -59.9997,        -59.9996,        -59.9994,        -59.9999,        -59.9992,        -60.0001,        -60.0009
          95,        0.783333,        -60.0001,        -60.0004,        -60.0004,        -60.0007,        -59.9995,        -59.9998,        -60.0002,        -60.0001
          96,        0.791667,        -60.0000,        -59.9995,        -60.0008,        -59.9998,        -60.0002,        -60.0002,        -60.0001,        -59.9996
          97,        0.800000,        -60.0001,        -60.0004,        -60.0002,        -59.9996,        -59.9995,        -59.9999,        -59.9996,        -59.9999
          98,        0.808333,        -59.9996,        -60.0002,        -59.9999,        -59.9997,        -60.0002,        -60.0000,        -60.0004,        -60.0006
          99,        0.816667,        -59.9999,        -60.0007,        -60.0006,        -59.9997,        -60.0002,        -60.0003,        -59.9993,        -60.0000
         100,        0.825000,        -60.0001,        -60.0001,        -59.9999,        -60.0004,        -59.9999,        -59.9997,        -60.0000,        -59.9996
         101,        0.833333,        -60.0003,        -60.0004,        -59.9999,        -60.0000,        -60.0000,        -59.9999,        -60.0001,        -60.0006
         102,        0.841667,        -60.0000,        -60.0001,        -59.9999,        -59.9991,        -60.0008,        -60.0005,        -60.0004,        -59.9995
         103,        0.850000,        -60.0002,        -59.9998,        -59.9995,        -60.0002,        -59.9999,        -60.0004,        -60.0000,        -60.0002
         104,        0.858333,        -60.0004,        -59.9998,        -60.0005,        -59.9999,        -60.0003,        -60.0000,        -60.0005,        -60.0012
         105,        0.866667,        -59.9999,        -60.0000,        -59.9998,        -60.0005,        -59.9994,        -60.0000,        -60.0001,        -59.9995
         106,        0.875000,        -59.9998,        -59.9998,        -60.0001,        -59.9997,        -59.9990,        -60.0002,        -60.0000,        -59.9999
         107,        0.883333,        -59.9998,        -59.9998,        -60.0006,        -59.9996,        -59.9998,        -59.9995,        -60.0001,        -60.0000
         108,        0.891667,        -59.9997,        -59.9998,        -59.9997,        -59.9999,        -59.9997,        -60.0000,        -60.0003,        -60.0005
         109,        0.900000,        -60.0001,        -60.0004,        -60.0006,        -59.9998,        -60.0000,        -60.0005,        -59.9998,        -60.0001
         110,        0.908333,        -59.9998,        -60.0002,        -59.9992,        -60.0001,        -59.9998,        -60.0000,        -60.0003,        -59.9996
         111,        0.916667,        -59.9999,        -60.0000,        -59.9999,        -59.9999,        -59.9999,        -60.0006,        -60.0000,        -60.0002
         112,        0.925000,        -59.9998,        -60.0001,        -60.0007,        -60.0002,        -59.9998,        -60.0000,        -59.9998,        -60.0002
         113,        0.933333,        -59.9999,        -60.0001,        -60.0003,        -59.9993,        -59.9993,        -59.9992,        -59.9996,        -59.9991
         114,        0.941667,        -60.0002,        -60.0003,        -60.0001,        -59.9997,        -59.9993,        -59.9998,        -59.9992,        -59.9997
         115,        0.950000,        -59.9998,        -59.9996,        -59.9996,        -59.9998,        -59.9997,        -60.0002,        -59.9998,        -60.0003
         116,        0.958333,        -59.9999,        -60.0001,        -60.0008,        -59.9995,        -60.0000,        -59.9999,        -59.9993,        -59.9999
         117,        0.966667,        -59.9999,        -60.0002,        -59.9995,        -60.0002,        -59.9999,        -60.0003,        -59.9998,        -60.0000
         118,        0.975000,        -59.9995,        -60.0001,        -59.9995,        -60.0003,        -60.0004,        -59.9992,        -60.0002,        -60.0002
         119,        0.983333,        -59.9999,        -60.0001,        -60.0007,        -60.0004,        -60.0003,        -59.9997,        -60.0001,        -59.9998
         120,        0.991667,        -60.0002,        -59.9999,        -60.0008,        -60.0000,        -59.9999,        -59.9997,        -60.0002,        -60.0003
         121,        1.000000,        -60.0004,        -60.0000,        -59.9993,        -59.9997,        -59.9990,        -59.9997,        -59.9999,        -60.0002
         122,        1.008333,        -60.0000,        -60.0002,        -59.9993,        -59.9998,        -59.9995,        -60.0000,        -60.0001,        -60.0007
         123,        1.016667,        -60.0002,        -60.0002,        -60.0004,        -60.0008,        -60.0001,        -59.9999,        -59.9998,        -59.9999
         124,        1.025000,        -59.9995,        -59.9993,        -59.9992,        -60.0002,        -59.9994,        -60.0002,        -60.0006,        -60.0000
         125,        1.033333,        -60.0001,        -60.0001,        -59.9993,        -59.9996,        -60.0005,        -60.0008,        -60.0001,        -60.0000
         126,        1.041667,        -60.0004,        -60.0005,        -59.9997,        -59.9999,        -59.9998,        -60.0000,        -60.0002,        -59.9990
         127,        1.050000,        -59.9997,        -60.0000,        -59.9997,        -60.0006,        -59.9997,        -60.0001,        -60.0002,        -60.0000
         128,        1.058333,        -60.0002,        -60.0003,        -59.9999,        -60.0002,        -59.9994,        -59.9997,        -59.9996,        -59.9998
         129,        1.066667,        -59.9993,        -59.9999,        -59.9997,        -60.0003,        -59.9997,        -60.0005,        -60.0005,        -60.0000
         130,        1.075000,        -60.0001,        -60.0002,        -59.9998,        -59.9997,        -60.0000,        -60.0004,        -59.9999,        -60.0002
         131,        1.083333,        -59.9996,        -60.0001,        -60.0001,        -60.0004,        -59.9994,        -60.0002,        -60.0004,        -59.9995
         132,        1.091667,        -60.0004,        -59.9995,        -60.0002,        -60.0004,        -60.0001,        -59.9997,        -59.9997,        -59.9996
         133,        1.100000,        -59.9998,        -60.0001,        -60.0003,        -60.0006,        -60.0001,        -59.9993,        -60.0007,        -59.9999
         134,        1.108333,        -59.9999,        -59.9997,        -59.9994,        -59.9993,        -60.0007,        -59.9997,        -59.9991,        -59.9996
         135,        1.116667,        -60.0000,        -59.9998,        -60.0003,        -59.9996,        -60.0000,        -59.9998,        -59.9999,        -59.9999
         136,        1.125000,        -60.0004,        -59.9998,        -59.9991,        -60.0003,        -60.0003,        -59.9999,        -59.9996,        -60.0000
         137,        1.133333,        -60.0002,        -60.0000,        -59.9991,        -59.9999,        -59.9997,        -60.0005,        -59.9997,        -59.9995
         138,        1.141667,        -60.0002,        -60.0000,        -59.9996,        -59.9999,        -59.9996,        -59.9999,        -60.0001,        -60.0000
         139,        1.150000,        -59.9996,        -59.9997,        -59.9994,        -59.9999,        -59.9998,        -59.9997,        -60.0004,        -59.9992
         140,        1.158333,        -59.9995,        -59.9995,        -59.9999,        -60.0001,        -59.9999,        -59.9996,        -59.9998,        -60.0003
         141,        1.166667,        -60.0003,        -59.9999,        -60.0000,        -59.9999,        -60.0004,        -60.0001,        -60.0001,        -60.0000
         142,        1.175000,        -60.0000,        -59.9996,        -60.0000,        -60.0005,        -59.9999,        -60.0031,        -60.0005,        -60.6134
         143,        1.183333,        -60.0000,        -60.0000,        -60.0004,        -59.9996,        -60.0007,        -60.2792,        -60.0006,        -59.9778
         144,        1.191667,        -60.0001,        -59.9997,        -59.9998,        -60.0006,        -60.0001,        -59.9502,        -60.0003,        -59.9188
         145,        1.200000,        -59.9999,        -60.0002,        -60.0001,        -60.0003,        -60.0006,        -59.9662,        -60.0002,        -59.9519
         146,        1.208333,        -59.9999,        -60.0003,        -59.9996,        -59.9997,        -60.0018,        -59.9874,        -59.9998,        -59.9728
         147,        1.216667,        -60.0000,        -60.0002,        -60.0004,        -60.0007,        -60.0003,        -59.9941,        -60.0004,        -59.9944
         148,        1.225000,        -60.0005,        -60.0001,        -60.0002,        -60.0005,        -60.0006,        -60.0002,        -60.0004,        -60.0018
         149,        1.233333,        -60.0001,        -59.9995,        -60.0006,        -60.0004,        -59.9997,        -60.0007,        -60.0005,        -60.0025
         150,        1.241667,        -59.9999,        -60.0001,        -59.9998,        -59.9994,        -59.9997,        -60.0003,        -60.0000,        -60.0006
         151,        1.250000,        -60.0004,        -59.9997,        -59.9997,        -60.0001,        -59.9995,        -59.9999,        -59.9998,        -60.0002
         152,        1.258333,        -59.9998,        -59.9995,        -60.0005,        -59.9999,        -59.9997,        -60.0002,        -60.0000,        -60.0004
         153,        1.266667,        -59.9994,        -60.0000,        -59.9994,        -60.0001,        -60.0003,        -59.9996,        -60.0001,        -60.0001
         154,        1.275000,        -59.9996,        -60.0001,        -59.9999,        -60.0001,        -59.9996,        -59.9994,        -60.0004,        -59.9995
         155,        1.283333,        -59.9997,        -60.0001,        -59.9994,        -60.0002,        -60.0004,        -59.9996,        -59.9999,        -60.0004
         156,        1.291667,        -59.9998,        -60.0001,        -60.0012,        -60.0005,        -59.9998,        -59.9999,        -59.9999,        -60.0005
         157,        1.300000,        -59.9999,        -60.0001,        -59.9997,        -60.0006,        -60.0007,        -60.0000,        -59.9998,        -59.9996
         158,        1.308333,        -60.0001,        -60.0002,        -59.9997,        -59.9998,        -59.9997,        -59.9991,        -59.9997,        -60.0014
         159,        1.316667,        -60.0003,        -60.0002,        -60.0001,        -59.9998,        -60.0000,        -59.9996,        -59.9997,        -59.9997
         160,        1.325000,        -60.0002,        -60.0004,        -60.0000,        -60.0000,        -60.0004,        -60.0000,        -60.0002,        -60.0004
         161,        1.333333,        -60.0000,        -59.9999,        -60.0001,        -59.9998,        -59.9999,        -59.9999,        -60.0001,        -60.0004
         162,        1.341667,        -59.9996,        -59.9997,        -60.0005,        -59.9999,        -59.9995,        -59.9998,        -60.0003,        -60.0004
         163,        1.350000,        -60.0001,        -59.9999,        -60.0004,        -60.0001,        -60.0002,        -60.0000,        -60.0002,        -59.9991
         164,        1.358333,        -60.0003,        -60.0001,        -60.0000,        -59.9995,        -59.9996,        -59.9997,        -60.0000,        -59.9996
         165,        1.366667,        -60.0002,        -59.9999,        -59.9996,        -60.0001,        -59.9995,        -59.9999,        -60.0003,        -59.9999
         166,        1.375000,        -60.0005,        -59.9998,        -60.0003,        -60.0001,        -60.0002,        -60.0007,        -60.0007,        -60.0000
         167,        1.383333,        -59.9997,        -60.0002,        -60.0003,        -60.0002,        -60.0001,        -60.0000,        -60.0004,        -59.9993
         168,        1.391667,        -59.9999,        -59.9998,        -59.9995,        -59.9995,        -60.0002,        -60.0001,        -59.9993,        -59.9999
         169,        1.400000,        -59.9999,        -60.0000,        -59.9998,        -60.0000,        -60.0003,        -60.0004,        -60.0007,        -60.0000
         170,        1.408333,        -60.0004,        -59.9998,        -59.9998,        -59.9998,        -59.9996,        -60.0007,        -59.9999,        -59.9997
         171,        1.416667,        -60.0002,        -60.0001,        -59.9993,        -60.0000,        -59.9999,        -59.9997,        -60.0005,        -59.9999
         172,        1.425000,        -60.0001,        -60.0000,        -60.0011,        -59.9998,        -59.9999,        -59.9998,        -59.9996,        -60.0002
         173,        1.433333,        -60.0001,        -60.0004,        -59.9997,        -60.0002,        -60.0003,        -59.9998,        -59.9996,        -60.0003
         174,        1.441667,        -60.0003,        -60.0002,        -59.9999,        -60.0000,        -59.9998,        -59.9998,        -60.0000,        -59.9997
         175,        1.450000,        -59.9996,        -59.9999,        -59.9997,        -60.0007,        -59.9999,        -60.0003,        -59.9992,        -60.0000
         176,        1.458333,        -59.9999,        -60.0003,        -60.0002,        -60.0002,        -60.0001,        -60.0003,        -60.0001,        -60.0006
         177,        1.466667,        -59.9999,        -59.9999,        -59.9997,        -60.0001,        -60.0000,        -60.0007,        -60.0000,        -60.0003
         178,        1.475000,        -60.0001,        -60.0003,        -60.0004,        -59.9997,        -60.0002,        -60.0000,        -60.0002,        -59.9999
         179,        1.483333,        -59.9997,        -59.9997,        -60.0005,        -59.9999,        -59.9993,        -59.9996,        -59.9997,        -60.0000
         180,        1.491667,        -59.9989,        -59.9999,        -60.0003,        -60.0001,        -59.9997,        -59.9999,        -60.0004,        -60.0002
         181,        1.500000,        -59.9998,        -60.0000,        -60.0001,        -59.9998,        -59.9998,        -60.0000,        -59.9995,        -60.0000
         182,        1.508333,        -60.0001,        -60.0003,        -59.9998,        -60.0002,        -59.9996,        -60.0003,        -60.0000,        -60.0000
         183,        1.516667,        -59.9998,        -59.9997,        -60.0002,        -60.0000,        -60.0004,        -59.9995,        -60.0004,        -60.0008
         184,        1.525000,        -60.0004,        -59.9996,        -59.9998,        -59.9997,        -59.9990,        -60.0000,        -60.0002,        -59.9994
         185,        1.533333,        -59.9994,        -60.0004,        -59.9991,        -59.9998,        -59.9995,        -59.9993,        -59.9997,        -59.9999
         186,        1.541667,        -59.9999,        -59.9999,        -60.0000,        -59.9995,        -60.0000,        -60.0001,        -59.9996,        -60.0002
         187,        1.550000,        -60.0000,        -59.9998,        -60.0001,        -59.9999,        -59.9995,        -59.9996,        -59.9998,        -59.9995
         188,        1.558333,        -59.9998,        -60.0006,        -59.9995,        -59.9996,        -59.9999,        -59.9998,        -60.0001,        -59.9991
         189,        1.566667,        -59.9997,        -60.0003,        -60.0004,        -60.0003,        -60.0000,        -59.9999,        -60.0009,        -59.9999
         190,        1.575000,        -59.9995,        -59.9997,        -59.9998,        -59.9999,        -59.9996,        -59.9997,        -60.0005,        -60.0005
         191,        1.583333,        -59.9998,        -60.0003,        -59.9997,        -60.0005,        -60.0003,        -60.0009,        -60.0001,        -59.9999
         192,        1.591667,        -59.9995,        -59.9999,        -59.9999,        -59.9994,        -59.9995,        -60.0001,        -60.0007,        -60.0000
         193,        1.600000,        -59.9997,        -59.9998,        -60.0007,        -60.0000,        -60.0000,        -60.0002,        -59.9998,        -60.0002
         194,        1.608333,        -59.9997,        -60.0005,        -59.9992,        -60.0004,        -60.0003,        -59.9999,        -59.9994,        -60.0002
         195,        1.616667,        -59.9999,        -60.0001,        -59.9990,        -60.0004,        -59.9998,        -59.9997,        -60.0000,        -60.0004
         196,        1.625000,        -59.9999,        -60.0006,        -60.0006,        -59.9995,        -60.0002,        -60.0003,        -59.9996,        -60.0000
         197,        1.633333,        -59.9998,        -59.9999,        -59.9991,        -59.9997,        -60.0000,        -60.0005,        -59.9997,        -59.9999
         198,        1.641667,        -59.9999,        -59.9997,        -60.0001,        -59.9994,        -59.9998,        -60.0005,        -59.9997,        -59.9994
         199,        1.650000,        -59.9998,        -60.0002,        -60.0002,        -59.9998,        -59.9997,        -59.9996,        -60.0002,        -60.0004
         200,        1.658333,        -60.0000,        -60.0001,        -59.9999,        -59.9991,        -60.0005,        -60.0008,        -59.9999,        -60.0001
         201,        1.666667,        -59.9999,        -59.9998,        -60.0001,        -60.0000,        -59.9997,        -60.0001,        -59.9994,        -60.0004
         202,        1.675000,        -60.0003,        -59.9997,        -59.9992,        -59.9999,        -59.9998,        -59.9996,        -60.0002,        -59.9999
         203,        1.683333,        -60.0001,        -59.9997,        -59.9996,        -60.0002,        -59.9999,        -59.9997,        -60.0003,        -60.0004
         204,        1.691667,        -59.9997,        -59.9999,        -60.0001,        -60.0000,        -60.0003,        -59.9999,        -59.9998,        -59.9999
         205,        1.700000,        -60.0003,        -60.0002,        -59.9994,        -60.0002,        -60.0003,        -60.0005,        -60.0005,        -59.9999
         206,        1.708333,        -60.0002,        -60.0000,        -59.9996,        -59.9993,        -59.9994,        -60.0002,        -59.9995,        -59.9999
         207,        1.716667,        -59.9996,        -59.9997,        -60.0007,        -60.0002,        -60.0004,        -59.9999,        -60.0004,        -60.0000
         208,        1.725000,        -60.0001,        -59.9997,        -60.0003,        -59.9996,        -59.9998,        -59.9995,        -59.9999,        -60.0006
         209,        1.733333,        -60.0002,        -60.0003,        -59.9997,        -59.9996,        -60.0005,        -59.9995,        -60.0003,        -59.9995
