"VanillaC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_014.tcf]","Time (h)","V 2 [VanillaC4_014]","V 3 [VanillaC4_014]","V 4 [VanillaC4_014]","V 5 [VanillaC4_014]","V 6 [VanillaC4_014]","V 7 [VanillaC4_014]","V 8 [VanillaC4_014]","V 9 [VanillaC4_014]","V 10 [VanillaC4_014]","V 11 [VanillaC4_014]","V 12 [VanillaC4_014]","V 13 [VanillaC4_014]","V 14 [VanillaC4_014]","V 15 [VanillaC4_014]","V 16 [VanillaC4_014]","V  1 [VanillaC4_014]"
          11,        0.083333,          1.6488,          1.3059,          1.6305,          1.6227,          1.6741,          1.3014,          1.3370,          1.3616,          1.3416,          1.0560,          0.0001,          0.0001,          0.0001,          0.0001,          0.0001,          1.5948
          12,        0.091667,          1.6436,          1.3030,          1.6226,          1.6135,          1.6630,          1.3003,          1.3389,          1.3737,          1.3862,          1.3230,          0.6784,          0.1574,          0.0001,          0.0000,          0.0001,          1.5907
          13,        0.100000,          1.6395,          1.2994,          1.6167,          1.6066,          1.6545,          1.2990,          1.3396,          1.3790,          1.4008,          1.3868,          0.8852,          0.9240,          0.8506,          0.0810,          0.0001,          1.5873
          14,        0.108333,          1.6365,          1.2984,          1.6124,          1.6014,          1.6476,          1.2979,          1.3401,          1.3797,          1.4056,          1.4096,          1.0162,          1.0906,          1.1701,          0.7687,          0.4553,          1.5850
          15,        0.116667,          1.6344,          1.2967,          1.6091,          1.5974,          1.6423,          1.2964,          1.3388,          1.3783,          1.4063,          1.4191,          1.0875,          1.1919,          1.3131,          0.9954,          0.9624,          1.5833
          16,        0.125000,          1.6327,          1.2953,          1.6068,          1.5943,          1.6381,          1.2950,          1.3374,          1.3772,          1.4064,          1.4239,          1.1260,          1.2492,          1.3886,          1.2684,          1.2295,          1.5819
          17,        0.133333,          1.6314,          1.2948,          1.6048,          1.5921,          1.6350,          1.2938,          1.3359,          1.3760,          1.4063,          1.4246,          1.1502,          1.2877,          1.4754,          1.4341,          1.3265,          1.5810
          18,        0.141667,          1.6305,          1.2940,          1.6033,          1.5903,          1.6327,          1.2931,          1.3346,          1.3745,          1.4051,          1.4255,          1.1695,          1.3537,          1.5636,          1.4902,          1.3797,          1.5801
          19,        0.150000,          1.6298,          1.2934,          1.6022,          1.5888,          1.6309,          1.2923,          1.3334,          1.3731,          1.4039,          1.4258,          1.2010,          1.3880,          1.5918,          1.5213,          1.4185,          1.5796
          20,        0.158333,          1.6292,          1.2932,          1.6013,          1.5877,          1.6294,          1.2916,          1.3325,          1.3719,          1.4027,          1.4273,          1.2166,          1.4022,          1.6069,          1.5427,          1.4501,          1.5791
          21,        0.166667,          1.6288,          1.2928,          1.6006,          1.5869,          1.6283,          1.2912,          1.3318,          1.3712,          1.4020,          1.4316,          1.2241,          1.4105,          1.6161,          1.5588,          1.4764,          1.5789
          22,        0.175000,          1.6285,          1.2924,          1.6001,          1.5861,          1.6273,          1.2906,          1.3313,          1.3706,          1.4025,          1.4335,          1.2288,          1.4159,          1.6223,          1.5711,          1.4973,          1.5786
          23,        0.183333,          1.6282,          1.2924,          1.5997,          1.5856,          1.6266,          1.2903,          1.3308,          1.3702,          1.4032,          1.4348,          1.2319,          1.4197,          1.6268,          1.5803,          1.5137,          1.5784
          24,        0.191667,          1.6281,          1.2922,          1.5993,          1.5853,          1.6261,          1.2900,          1.3305,          1.3701,          1.4035,          1.4355,          1.2345,          1.4227,          1.6298,          1.5872,          1.5264,          1.5782
          25,        0.200000,          1.6278,          1.2921,          1.5991,          1.5849,          1.6256,          1.2898,          1.3303,          1.3700,          1.4036,          1.4358,          1.2364,          1.4249,          1.6322,          1.5926,          1.5359,          1.5781
          26,        0.208333,          1.6277,          1.2920,          1.5989,          1.5846,          1.6252,          1.2895,          1.3301,          1.3699,          1.4036,          1.4361,          1.2378,          1.4266,          1.6341,          1.5966,          1.5434,          1.5780
          27,        0.216667,          1.6276,          1.2919,          1.5987,          1.5844,          1.6250,          1.2895,          1.3300,          1.3698,          1.4036,          1.4362,          1.2389,          1.4279,          1.6355,          1.5999,          1.5495,          1.5779
          28,        0.225000,          1.6277,          1.2919,          1.5986,          1.5843,          1.6248,          1.2894,          1.3299,          1.3697,          1.4035,          1.4364,          1.2398,          1.4289,          1.6367,          1.6024,          1.5540,          1.5779
          29,        0.233333,          1.6275,          1.2919,          1.5985,          1.5842,          1.6246,          1.2893,          1.3298,          1.3697,          1.4036,          1.4364,          1.2404,          1.4296,          1.6374,          1.6043,          1.5578,          1.5778
          30,        0.241667,          1.6275,          1.2918,          1.5985,          1.5840,          1.6245,          1.2892,          1.3297,          1.3696,          1.4035,          1.4365,          1.2409,          1.4302,          1.6381,          1.6063,          1.5607,          1.5778
          31,        0.250000,          1.6275,          1.2918,          1.5984,          1.5840,          1.6244,          1.2892,          1.3297,          1.3695,          1.4035,          1.4364,          1.2414,          1.4306,          1.6386,          1.6071,          1.5629,          1.5778
          32,        0.258333,          1.6275,          1.2918,          1.5984,          1.5839,          1.6243,          1.2891,          1.3296,          1.3695,          1.4034,          1.4365,          1.2416,          1.4310,          1.6391,          1.6078,          1.5643,          1.5778
          33,        0.266667,          1.6275,          1.2918,          1.5983,          1.5839,          1.6242,          1.2891,          1.3296,          1.3694,          1.4035,          1.4364,          1.2418,          1.4313,          1.6393,          1.6085,          1.5659,          1.5777
          34,        0.275000,          1.6274,          1.2917,          1.5983,          1.5838,          1.6242,          1.2891,          1.3296,          1.3693,          1.4035,          1.4365,          1.2420,          1.4315,          1.6395,          1.6093,          1.5666,          1.5778
          35,        0.283333,          1.6274,          1.2917,          1.5983,          1.5838,          1.6241,          1.2891,          1.3296,          1.3694,          1.4034,          1.4365,          1.2422,          1.4317,          1.6397,          1.6096,          1.5685,          1.5778
          36,        0.291667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3296,          1.3693,          1.4034,          1.4365,          1.2423,          1.4317,          1.6399,          1.6102,          1.5686,          1.5777
          37,        0.300000,          1.6274,          1.2917,          1.5983,          1.5838,          1.6242,          1.2890,          1.3296,          1.3693,          1.4034,          1.4365,          1.2424,          1.4318,          1.6399,          1.6102,          1.5696,          1.5778
          38,        0.308333,          1.6274,          1.2917,          1.5983,          1.5838,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2425,          1.4319,          1.6400,          1.6103,          1.5698,          1.5777
          39,        0.316667,          1.6274,          1.2917,          1.5982,          1.5838,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2425,          1.4320,          1.6401,          1.6108,          1.5697,          1.5777
          40,        0.325000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2425,          1.4320,          1.6401,          1.6110,          1.5693,          1.5778
          41,        0.333333,          1.6274,          1.2918,          1.5982,          1.5838,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2425,          1.4320,          1.6402,          1.6110,          1.5757,          1.5777
          42,        0.341667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2426,          1.4321,          1.6402,          1.6123,          1.5698,          1.5777
          43,        0.350000,          1.6274,          1.2917,          1.5982,          1.5838,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2426,          1.4321,          1.6404,          1.6125,          1.5709,          1.5777
          44,        0.358333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2426,          1.4323,          1.6409,          1.6111,          1.5704,          1.5777
          45,        0.366667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2428,          1.4323,          1.6403,          1.6110,          1.5703,          1.5778
          46,        0.375000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2428,          1.4322,          1.6403,          1.6112,          1.5704,          1.5778
          47,        0.383333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2889,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6113,          1.5705,          1.5777
          48,        0.391667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2891,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6112,          1.5705,          1.5777
          49,        0.400000,          1.6274,          1.2917,          1.5982,          1.5838,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5705,          1.5778
          50,        0.408333,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5706,          1.5777
          51,        0.416667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2889,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6113,          1.5705,          1.5777
          52,        0.425000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          53,        0.433333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          54,        0.441667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6114,          1.5707,          1.5777
          55,        0.450000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2426,          1.4322,          1.6403,          1.6113,          1.5706,          1.5778
          56,        0.458333,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          57,        0.466667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          58,        0.475000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2889,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          59,        0.483333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          60,        0.491667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          61,        0.500000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          62,        0.508333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3294,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5707,          1.5777
          63,        0.516667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          64,        0.525000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          65,        0.533333,          1.6273,          1.2917,          1.5982,          1.5838,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4321,          1.6403,          1.6114,          1.5706,          1.5777
          66,        0.541667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          67,        0.550000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          68,        0.558333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          69,        0.566667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6115,          1.5706,          1.5777
          70,        0.575000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          71,        0.583333,          1.6274,          1.2918,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          72,        0.591667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          73,        0.600000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          74,        0.608333,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5706,          1.5777
          75,        0.616667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5707,          1.5777
          76,        0.625000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          77,        0.633333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          78,        0.641667,          1.6275,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5707,          1.5777
          79,        0.650000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3692,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5707,          1.5777
          80,        0.658333,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          81,        0.666667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          82,        0.675000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5778
          83,        0.683333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2891,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5707,          1.5777
          84,        0.691667,          1.6274,          1.2917,          1.5983,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          85,        0.700000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5707,          1.5777
          86,        0.708333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4033,          1.4365,          1.2426,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          87,        0.716667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          88,        0.725000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          89,        0.733333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5706,          1.5777
          90,        0.741667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          91,        0.750000,          1.6274,          1.2917,          1.5983,          1.5837,          1.6241,          1.2891,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5706,          1.5777
          92,        0.758333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          93,        0.766667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          94,        0.775000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6404,          1.6113,          1.5707,          1.5777
          95,        0.783333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
          96,        0.791667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2889,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          97,        0.800000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
          98,        0.808333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3294,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6112,          1.5707,          1.5777
          99,        0.816667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5707,          1.5777
         100,        0.825000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6111,          1.5707,          1.5777
         101,        0.833333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6404,          1.6112,          1.5707,          1.5777
         102,        0.841667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
         103,        0.850000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3692,          1.4034,          1.4366,          1.2427,          1.4322,          1.6404,          1.6114,          1.5707,          1.5777
         104,        0.858333,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3692,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5708,          1.5777
         105,        0.866667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3294,          1.3692,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5707,          1.5777
         106,        0.875000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5707,          1.5777
         107,        0.883333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
         108,        0.891667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
         109,        0.900000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6113,          1.5706,          1.5777
         110,        0.908333,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6404,          1.6113,          1.5708,          1.5777
         111,        0.916667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6112,          1.5706,          1.5777
         112,        0.925000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6111,          1.5707,          1.5778
         113,        0.933333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2891,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6114,          1.5708,          1.5778
         114,        0.941667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3692,          1.4034,          1.4366,          1.2427,          1.4322,          1.6403,          1.6114,          1.5707,          1.5777
         115,        0.950000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5707,          1.5777
         116,        0.958333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6111,          1.5707,          1.5777
         117,        0.966667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2889,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6112,          1.5707,          1.5777
         118,        0.975000,          1.6273,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6114,          1.5707,          1.5777
         119,        0.983333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5706,          1.5777
         120,        0.991667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6112,          1.5706,          1.5777
         121,        1.000000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3294,          1.3693,          1.4034,          1.4365,          1.2427,          1.4321,          1.6404,          1.6112,          1.5709,          1.5777
         122,        1.008333,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4321,          1.6403,          1.6112,          1.5707,          1.5777
         123,        1.016667,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6112,          1.5708,          1.5778
         124,        1.025000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6241,          1.2890,          1.3295,          1.3693,          1.4033,          1.4365,          1.2427,          1.4322,          1.6403,          1.6113,          1.5708,          1.5777
         125,        1.033333,          1.6274,          1.2918,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6112,          1.5708,          1.5777
         126,        1.041667,          1.6273,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3294,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6404,          1.6110,          1.5699,          1.5777
         127,        1.050000,          1.6274,          1.2917,          1.5982,          1.5837,          1.6240,          1.2890,          1.3295,          1.3693,          1.4034,          1.4365,          1.2427,          1.4322,          1.6403,          1.6110,          1.5714,          1.5777
