"OutphaseC4_008 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_008.tcf]","Time (h)","Q 2 [OutphaseC4_008]","Q 3 [OutphaseC4_008]","Q 4 [OutphaseC4_008]","Q 5 [OutphaseC4_008]","Q 6 [OutphaseC4_008]","Q 7 [OutphaseC4_008]","Q 1 [OutphaseC4_008]","Q  8 [OutphaseC4_008]"
          28,        0.225000,         -7.9667,         -5.1965,         -2.8018,         -1.9267,          0.0000,          0.0000,         -7.9852,          0.0000
          29,        0.233333,         -7.9837,         -5.4602,         -3.2814,         -2.2069,          0.0000,          0.0000,         -7.9954,          0.0000
          30,        0.241667,         -7.9779,         -5.6986,         -3.7383,         -2.5374,          0.0000,          0.0000,         -7.9854,          0.0000
          31,        0.250000,         -7.9859,         -5.9352,         -4.1736,         -2.8080,          0.0000,          0.0000,         -7.9875,          0.0000
          32,        0.258333,         -7.9875,         -6.1539,         -4.5745,         -3.0711,          0.0000,          0.0000,         -7.9907,          0.0000
          33,        0.266667,         -7.9909,         -6.3441,         -4.9500,         -3.3071,          0.0000,          0.0000,         -7.9888,          0.0000
          34,        0.275000,         -8.0027,         -6.5321,         -5.2864,         -3.5218,          0.0000,          0.0000,         -8.0194,          0.0000
          35,        0.283333,         -7.9920,         -6.6960,         -5.5944,         -3.7107,          0.0000,          0.0000,         -7.9925,          0.0000
          36,        0.291667,         -7.9983,         -6.8464,         -5.8725,         -3.9010,          0.0000,          0.0000,         -7.9832,          0.0000
          37,        0.300000,         -7.9913,         -6.9923,         -6.1218,         -4.0393,          0.0000,          0.0000,         -7.9932,          0.0000
          38,        0.308333,         -7.9973,         -7.0967,         -6.3478,         -4.1996,          0.0000,          0.0000,         -7.9901,          0.0000
          39,        0.316667,         -8.0065,         -7.2126,         -6.5432,         -4.3227,          0.0000,          0.0000,         -8.0338,          0.0000
          40,        0.325000,         -7.9963,         -7.3044,         -6.7239,         -4.4442,          0.0000,          0.0000,         -7.9926,          0.0000
          41,        0.333333,         -8.0019,         -7.3871,         -6.8782,         -4.5504,          0.0000,          0.0000,         -7.9828,          0.0000
          42,        0.341667,         -7.9915,         -7.4754,         -7.0156,         -4.6887,          0.0000,          0.0000,         -7.9847,          0.0000
          43,        0.350000,         -7.9987,         -7.5235,         -7.1397,         -4.8308,         -0.0002,          0.0000,         -7.9921,          0.0000
          44,        0.358333,         -8.0062,         -7.5939,         -7.2435,         -5.0052,         -0.3869,          0.0000,         -8.0409,          0.0000
          45,        0.366667,         -7.9983,         -7.6357,         -7.3423,         -5.1727,         -0.7743,          0.0000,         -7.9884,          0.0000
          46,        0.375000,         -8.0031,         -7.6815,         -7.4233,         -5.3579,         -1.1983,          0.0000,         -7.9859,          0.0000
          47,        0.383333,         -7.9922,         -7.7361,         -7.4957,         -5.5316,         -1.6535,          0.0000,         -7.9856,          0.0000
          48,        0.391667,         -7.9984,         -7.7530,         -7.5611,         -5.7307,         -2.1137,          0.0000,         -7.9955,          0.0000
          49,        0.400000,         -8.0051,         -7.8001,         -7.6122,         -5.9082,         -2.5866,          0.0000,         -8.0374,          0.0000
          50,        0.408333,         -7.9981,         -7.8107,         -7.6662,         -6.0960,         -3.0421,          0.0000,         -7.9813,          0.0000
          51,        0.416667,         -8.0041,         -7.8375,         -7.7066,         -6.2692,         -3.4900,          0.0000,         -7.9957,          0.0000
          52,        0.425000,         -7.9942,         -7.8691,         -7.7448,         -6.4257,         -3.9154,          0.0000,         -7.9993,          0.0000
          53,        0.433333,         -7.9995,         -7.8705,         -7.7788,         -6.5891,         -4.3116,         -0.0348,         -8.0062,          0.0000
          54,        0.441667,         -8.0040,         -7.9035,         -7.8030,         -6.7228,         -4.6846,         -0.1060,         -8.0303,          0.0000
          55,        0.450000,         -7.9975,         -7.9017,         -7.8328,         -6.8575,         -5.0294,         -0.1942,         -7.9809,          0.0000
          56,        0.458333,         -8.0040,         -7.9177,         -7.8506,         -6.9800,         -5.3468,         -0.3026,         -8.0086,          0.0000
          57,        0.466667,         -7.9963,         -7.9370,         -7.8721,         -7.0857,         -5.6323,         -0.4301,         -8.0125,          0.0000
          58,        0.475000,         -7.9994,         -7.9319,         -7.8889,         -7.1976,         -5.8943,         -0.5327,         -8.0123,          0.0000
          59,        0.483333,         -8.0016,         -7.9554,         -7.8999,         -7.2777,         -6.1302,         -0.6580,         -8.0221,          0.0000
          60,        0.491667,         -7.9977,         -7.9482,         -7.9166,         -7.3637,         -6.3407,         -0.7831,         -7.9771,          0.0000
          61,        0.500000,         -8.0050,         -7.9591,         -7.9241,         -7.4359,         -6.5315,         -0.9251,         -8.0122,          0.0000
          62,        0.508333,         -7.9987,         -7.9683,         -7.9356,         -7.5003,         -6.7000,         -1.1006,         -8.0252,          0.0000
          63,        0.516667,         -7.9991,         -7.9627,         -7.9442,         -7.5620,         -6.8532,         -1.3073,         -8.0165,          0.0000
          64,        0.525000,         -7.9977,         -7.9797,         -7.9490,         -7.6090,         -6.9874,         -1.5551,         -8.0065,         -0.0001
          65,        0.533333,         -7.9975,         -7.9722,         -7.9585,         -7.6608,         -7.1072,         -1.8496,         -7.9697,         -0.3578
          66,        0.541667,         -8.0055,         -7.9801,         -7.9613,         -7.6963,         -7.2107,         -2.1861,         -8.0137,         -0.7290
          67,        0.550000,         -8.0016,         -7.9824,         -7.9678,         -7.7341,         -7.2807,         -2.5409,         -8.0347,         -1.1452
          68,        0.558333,         -7.9989,         -7.9809,         -7.9720,         -7.7685,         -7.3162,         -2.9173,         -8.0156,         -1.5868
          69,        0.566667,         -7.9936,         -7.9902,         -7.9746,         -7.7930,         -7.3654,         -3.2946,         -7.9758,         -2.0377
          70,        0.575000,         -7.9969,         -7.9861,         -7.9789,         -7.8209,         -7.4182,         -3.6772,         -7.9516,         -2.5050
          71,        0.583333,         -8.0044,         -7.9898,         -7.9804,         -7.8426,         -7.4682,         -4.0469,         -8.0116,         -2.9575
          72,        0.591667,         -8.0047,         -7.9878,         -7.9841,         -7.8606,         -7.5139,         -4.4056,         -8.0365,         -3.4026
          73,        0.600000,         -8.0000,         -7.9905,         -7.9856,         -7.8774,         -7.5564,         -4.7409,         -8.0070,         -3.8276
          74,        0.608333,         -7.9911,         -7.9935,         -7.9883,         -7.8926,         -7.5990,         -5.0567,         -7.9385,         -4.2256
          75,        0.616667,         -7.9968,         -7.9960,         -7.9889,         -7.9067,         -7.6392,         -5.3470,         -7.9350,         -4.5993
          76,        0.625000,         -8.0012,         -7.9978,         -7.9906,         -7.9161,         -7.6755,         -5.6238,         -7.9955,         -4.9461
          77,        0.633333,         -8.0061,         -7.9891,         -7.9917,         -7.9280,         -7.7073,         -5.8725,         -8.0305,         -5.2666
          78,        0.641667,         -8.0000,         -7.9978,         -7.9924,         -7.9341,         -7.7399,         -6.1025,         -7.9850,         -5.5577
          79,        0.650000,         -7.9923,         -7.9930,         -7.9952,         -7.9448,         -7.7687,         -6.3088,         -7.9109,         -5.8220
          80,        0.658333,         -7.9978,         -8.0023,         -7.9932,         -7.9503,         -7.7933,         -6.4945,         -7.9350,         -6.0625
          81,        0.666667,         -7.9983,         -8.0004,         -7.9958,         -7.9573,         -7.8139,         -6.6653,         -7.9739,         -6.2780
          82,        0.675000,         -8.0061,         -7.9918,         -7.9955,         -7.9643,         -7.8368,         -6.8133,         -8.0170,         -6.4719
          83,        0.683333,         -7.9986,         -8.0019,         -7.9956,         -7.9640,         -7.8532,         -6.9529,         -7.9597,         -6.6469
          84,        0.691667,         -7.9944,         -7.9916,         -7.9985,         -7.9738,         -7.8717,         -7.0708,         -7.9106,         -6.8025
          85,        0.700000,         -7.9992,         -8.0047,         -7.9956,         -7.9729,         -7.8855,         -7.1786,         -7.9568,         -6.9407
          86,        0.708333,         -7.9967,         -8.0005,         -7.9987,         -7.9788,         -7.8983,         -7.2754,         -7.9678,         -7.0652
          87,        0.716667,         -8.0056,         -7.9941,         -7.9971,         -7.9807,         -7.9109,         -7.3574,         -7.9976,         -7.1737
          88,        0.725000,         -7.9975,         -8.0034,         -7.9977,         -7.9810,         -7.9209,         -7.4364,         -7.9481,         -7.2717
          89,        0.733333,         -7.9964,         -7.9912,         -7.9996,         -7.9869,         -7.9318,         -7.5029,         -7.9396,         -7.3581
          90,        0.741667,         -8.0005,         -8.0071,         -7.9966,         -7.9840,         -7.9383,         -7.5623,         -7.9951,         -7.4339
          91,        0.750000,         -7.9964,         -7.9980,         -8.0003,         -7.9896,         -7.9461,         -7.6129,         -7.9729,         -7.5014
          92,        0.758333,         -8.0056,         -7.9954,         -7.9975,         -7.9896,         -7.9531,         -7.6605,         -7.9858,         -7.5607
          93,        0.766667,         -7.9962,         -8.0031,         -7.9984,         -7.9895,         -7.9575,         -7.7010,         -7.9613,         -7.6136
          94,        0.775000,         -7.9982,         -7.9898,         -8.0006,         -7.9957,         -7.9632,         -7.7353,         -7.9840,         -7.6599
          95,        0.783333,         -8.0015,         -8.0087,         -7.9971,         -7.9893,         -7.9671,         -7.7692,         -8.0371,         -7.7008
          96,        0.791667,         -7.9961,         -7.9957,         -8.0012,         -7.9958,         -7.9715,         -7.7963,         -7.9948,         -7.7373
          97,        0.800000,         -8.0055,         -7.9989,         -7.9977,         -7.9952,         -7.9763,         -7.8208,         -7.9887,         -7.7686
          98,        0.808333,         -7.9964,         -8.0030,         -7.9994,         -7.9935,         -7.9773,         -7.8431,         -7.9762,         -7.7970
          99,        0.816667,         -8.0010,         -7.9896,         -8.0004,         -7.9999,         -7.9812,         -7.8605,         -8.0248,         -7.8213
         100,        0.825000,         -8.0026,         -8.0109,         -7.9974,         -7.9928,         -7.9823,         -7.8799,         -8.0807,         -7.8428
         101,        0.833333,         -7.9955,         -7.9948,         -8.0018,         -8.0005,         -7.9853,         -7.8915,         -8.0318,         -7.8624
         102,        0.841667,         -8.0051,         -7.9996,         -7.9975,         -7.9965,         -7.9866,         -7.9063,         -8.0087,         -7.8785
         103,        0.850000,         -7.9968,         -8.0031,         -7.9997,         -7.9949,         -7.9875,         -7.9166,         -7.9836,         -7.8938
         104,        0.858333,         -8.0045,         -7.9901,         -8.0001,         -8.0007,         -7.9907,         -7.9264,         -8.0506,         -7.9063
         105,        0.866667,         -8.0034,         -8.0087,         -7.9975,         -7.9947,         -7.9899,         -7.9376,         -8.1152,         -7.9175
         106,        0.875000,         -7.9946,         -7.9935,         -8.0018,         -8.0009,         -7.9928,         -7.9429,         -8.0755,         -7.9279
         107,        0.883333,         -8.0041,         -8.0013,         -7.9973,         -7.9981,         -7.9928,         -7.9513,         -8.0423,         -7.9364
         108,        0.891667,         -7.9974,         -8.0033,         -8.0002,         -7.9967,         -7.9932,         -7.9569,         -7.9860,         -7.9443
         109,        0.900000,         -8.0081,         -7.9902,         -7.9998,         -8.0017,         -7.9954,         -7.9608,         -8.0716,         -7.9507
         110,        0.908333,         -8.0040,         -8.0092,         -7.9977,         -7.9948,         -7.9941,         -7.9680,         -8.1291,         -7.9567
         111,        0.916667,         -7.9944,         -7.9911,         -8.0018,         -8.0023,         -7.9960,         -7.9701,         -8.1117,         -7.9622
         112,        0.925000,         -8.0025,         -8.0034,         -7.9969,         -7.9966,         -7.9959,         -7.9748,         -8.0840,         -7.9664
         113,        0.933333,         -7.9983,         -8.0029,         -8.0003,         -7.9976,         -7.9963,         -7.9779,         -7.9907,         -7.9709
         114,        0.941667,         -8.0096,         -7.9924,         -7.9991,         -8.0006,         -7.9975,         -7.9790,         -8.0859,         -7.9742
         115,        0.950000,         -8.0040,         -8.0064,         -7.9977,         -7.9946,         -7.9959,         -7.9842,         -8.1137,         -7.9773
         116,        0.958333,         -7.9952,         -7.9907,         -8.0015,         -8.0018,         -7.9979,         -7.9834,         -8.1133,         -7.9802
         117,        0.966667,         -8.0010,         -8.0037,         -7.9972,         -7.9968,         -7.9971,         -7.9870,         -8.1116,         -7.9825
         118,        0.975000,         -7.9985,         -8.0029,         -8.0002,         -7.9977,         -7.9974,         -7.9876,         -7.9966,         -7.9847
         119,        0.983333,         -8.0104,         -7.9933,         -7.9986,         -8.0014,         -7.9984,         -7.9887,         -8.0839,         -7.9862
         120,        0.991667,         -8.0038,         -8.0042,         -7.9978,         -7.9963,         -7.9972,         -7.9914,         -8.0794,         -7.9880
         121,        1.000000,         -7.9961,         -7.9889,         -8.0008,         -8.0029,         -7.9987,         -7.9907,         -8.0743,         -7.9893
         122,        1.008333,         -7.9988,         -8.0037,         -7.9972,         -7.9966,         -7.9979,         -7.9924,         -8.1022,         -7.9904
         123,        1.016667,         -7.9975,         -8.0031,         -7.9999,         -7.9997,         -7.9980,         -7.9936,         -7.9966,         -7.9917
         124,        1.025000,         -8.0102,         -7.9957,         -7.9980,         -7.9998,         -7.9988,         -7.9936,         -8.0571,         -7.9923
         125,        1.033333,         -8.0034,         -8.0023,         -7.9978,         -7.9962,         -7.9979,         -7.9960,         -8.0433,         -7.9935
         126,        1.041667,         -7.9975,         -7.9901,         -8.0004,         -8.0021,         -7.9993,         -7.9936,         -8.0191,         -7.9940
         127,        1.050000,         -7.9965,         -8.0030,         -7.9971,         -7.9958,         -7.9979,         -7.9960,         -8.0602,         -7.9944
         128,        1.058333,         -7.9967,         -8.0001,         -7.9999,         -8.0000,         -7.9981,         -7.9955,         -7.9907,         -7.9951
         129,        1.066667,         -8.0076,         -7.9983,         -7.9974,         -7.9998,         -7.9987,         -7.9961,         -8.0170,         -7.9954
         130,        1.075000,         -8.0032,         -8.0011,         -7.9976,         -7.9962,         -7.9978,         -7.9965,         -8.0079,         -7.9960
         131,        1.083333,         -7.9994,         -7.9884,         -7.9993,         -8.0013,         -7.9988,         -7.9961,         -7.9736,         -7.9964
         132,        1.091667,         -7.9953,         -8.0026,         -7.9969,         -7.9957,         -7.9980,         -7.9975,         -8.0018,         -7.9964
         133,        1.100000,         -7.9944,         -7.9993,         -7.9993,         -7.9994,         -7.9984,         -7.9967,         -7.9767,         -7.9969
         134,        1.108333,         -8.0053,         -7.9979,         -7.9970,         -7.9978,         -7.9983,         -7.9980,         -7.9693,         -7.9968
         135,        1.116667,         -8.0031,         -8.0002,         -7.9973,         -7.9963,         -7.9978,         -7.9975,         -7.9911,         -7.9972
         136,        1.125000,         -8.0011,         -7.9885,         -7.9989,         -7.9999,         -7.9988,         -7.9972,         -7.9590,         -7.9972
         137,        1.133333,         -7.9944,         -8.0024,         -7.9968,         -7.9961,         -7.9975,         -7.9982,         -7.9408,         -7.9973
         138,        1.141667,         -7.9924,         -7.9973,         -7.9989,         -7.9990,         -7.9982,         -7.9974,         -7.9467,         -7.9975
         139,        1.150000,         -8.0021,         -8.0010,         -7.9966,         -7.9976,         -7.9980,         -7.9978,         -7.9247,         -7.9974
         140,        1.158333,         -8.0026,         -7.9986,         -7.9973,         -7.9973,         -7.9976,         -7.9980,         -7.9862,         -7.9977
         141,        1.166667,         -8.0027,         -7.9897,         -7.9980,         -8.0001,         -7.9985,         -7.9971,         -7.9707,         -7.9975
         142,        1.175000,         -7.9950,         -8.0018,         -7.9968,         -7.9962,         -7.9973,         -7.9978,         -7.8989,         -7.9975
         143,        1.183333,         -7.9915,         -7.9961,         -7.9986,         -7.9984,         -7.9980,         -7.9959,         -7.9033,         -7.9976
         144,        1.191667,         -7.9990,         -8.0006,         -7.9964,         -7.9971,         -7.9975,         -7.9968,         -7.8933,         -7.9975
         145,        1.200000,         -8.0013,         -7.9993,         -7.9974,         -7.9975,         -7.9976,         -7.9976,         -7.9897,         -7.9976
         146,        1.208333,         -8.0038,         -7.9905,         -7.9976,         -7.9997,         -7.9978,         -7.9969,         -8.0054,         -7.9975
         147,        1.216667,         -7.9964,         -7.9995,         -7.9967,         -7.9961,         -7.9974,         -7.9976,         -7.8883,         -7.9975
         148,        1.225000,         -7.9904,         -7.9943,         -7.9985,         -7.9989,         -7.9980,         -7.9970,         -7.8610,         -7.9975
         149,        1.233333,         -7.9967,         -8.0007,         -7.9966,         -7.9974,         -7.9976,         -7.9980,         -7.8694,         -7.9974
         150,        1.241667,         -8.0010,         -7.9983,         -7.9977,         -7.9979,         -7.9975,         -7.9975,         -7.9919,         -7.9975
         151,        1.250000,         -8.0050,         -7.9921,         -7.9976,         -7.9976,         -7.9978,         -7.9975,         -8.0418,         -7.9974
         152,        1.258333,         -7.9994,         -7.9988,         -7.9975,         -7.9959,         -7.9973,         -7.9975,         -7.9153,         -7.9975
         153,        1.266667,         -7.9909,         -7.9942,         -7.9987,         -7.9990,         -7.9977,         -7.9970,         -7.8301,         -7.9975
         154,        1.275000,         -7.9951,         -8.0004,         -7.9971,         -7.9971,         -7.9974,         -7.9969,         -7.8540,         -7.9974
         155,        1.283333,         -8.0001,         -7.9982,         -7.9980,         -7.9974,         -7.9975,         -7.9970,         -7.9908,         -7.9974
         156,        1.291667,         -8.0061,         -7.9938,         -7.9979,         -7.9976,         -7.9978,         -7.9971,         -8.0693,         -7.9972
         157,        1.300000,         -8.0004,         -7.9986,         -7.9978,         -7.9966,         -7.9975,         -7.9974,         -7.9787,         -7.9974
         158,        1.308333,         -7.9925,         -7.9941,         -7.9990,         -7.9985,         -7.9980,         -7.9967,         -7.8342,         -7.9972
         159,        1.316667,         -7.9951,         -8.0003,         -7.9975,         -7.9976,         -7.9977,         -7.9969,         -7.8437,         -7.9972
         160,        1.325000,         -7.9990,         -7.9999,         -7.9984,         -7.9983,         -7.9977,         -7.9974,         -7.9807,         -7.9973
         161,        1.333333,         -8.0072,         -7.9963,         -7.9981,         -7.9979,         -7.9978,         -7.9977,         -8.0823,         -7.9972
         162,        1.341667,         -8.0014,         -7.9986,         -7.9984,         -7.9965,         -7.9978,         -7.9966,         -8.0452,         -7.9972
         163,        1.350000,         -7.9939,         -7.9944,         -7.9995,         -7.9985,         -7.9983,         -7.9970,         -7.8877,         -7.9972
         164,        1.358333,         -7.9948,         -7.9997,         -7.9978,         -7.9994,         -7.9981,         -7.9973,         -7.8480,         -7.9972
         165,        1.366667,         -7.9996,         -7.9997,         -7.9988,         -7.9991,         -7.9982,         -7.9968,         -7.9675,         -7.9973
         166,        1.375000,         -8.0077,         -7.9983,         -7.9984,         -7.9982,         -7.9982,         -7.9978,         -8.0888,         -7.9971
         167,        1.383333,         -8.0035,         -7.9989,         -7.9987,         -7.9976,         -7.9981,         -7.9974,         -8.1032,         -7.9972
         168,        1.391667,         -7.9953,         -7.9951,         -7.9994,         -8.0008,         -7.9985,         -7.9973,         -7.9829,         -7.9971
         169,        1.400000,         -7.9956,         -8.0000,         -7.9985,         -7.9988,         -7.9980,         -7.9973,         -7.8792,         -7.9972
         170,        1.408333,         -7.9997,         -8.0002,         -7.9990,         -7.9994,         -7.9982,         -7.9967,         -7.9596,         -7.9972
         171,        1.416667,         -8.0078,         -7.9987,         -7.9984,         -7.9994,         -7.9985,         -7.9967,         -8.0926,         -7.9971
         172,        1.425000,         -8.0041,         -7.9984,         -7.9989,         -7.9990,         -7.9982,         -7.9980,         -8.1399,         -7.9972
         173,        1.433333,         -7.9968,         -7.9970,         -7.9995,         -8.0001,         -7.9988,         -7.9964,         -8.0760,         -7.9970
         174,        1.441667,         -7.9967,         -7.9999,         -7.9986,         -7.9982,         -7.9980,         -7.9966,         -7.9482,         -7.9971
         175,        1.450000,         -8.0001,         -8.0014,         -7.9991,         -7.9982,         -7.9984,         -7.9966,         -7.9638,         -7.9971
         176,        1.458333,         -8.0083,         -7.9989,         -7.9984,         -7.9994,         -7.9985,         -7.9968,         -8.1032,         -7.9970
         177,        1.466667,         -8.0038,         -7.9981,         -7.9994,         -7.9993,         -7.9983,         -7.9963,         -8.1459,         -7.9970
         178,        1.475000,         -7.9983,         -7.9955,         -7.9999,         -7.9991,         -7.9988,         -7.9967,         -8.1324,         -7.9969
         179,        1.483333,         -7.9966,         -8.0010,         -7.9991,         -7.9981,         -7.9984,         -7.9962,         -8.0362,         -7.9968
         180,        1.491667,         -8.0006,         -7.9996,         -7.9994,         -8.0000,         -7.9984,         -7.9970,         -7.9804,         -7.9967
         181,        1.500000,         -8.0079,         -8.0003,         -7.9986,         -7.9991,         -7.9986,         -7.9968,         -8.1065,         -7.9967
         182,        1.508333,         -8.0041,         -7.9997,         -7.9996,         -7.9998,         -7.9985,         -7.9968,         -8.1266,         -7.9968
         183,        1.516667,         -7.9998,         -7.9965,         -8.0000,         -7.9998,         -7.9988,         -7.9962,         -8.1354,         -7.9966
         184,        1.525000,         -7.9966,         -8.0016,         -7.9993,         -7.9985,         -7.9985,         -7.9972,         -8.1044,         -7.9966
         185,        1.533333,         -8.0004,         -7.9996,         -7.9997,         -7.9992,         -7.9988,         -7.9967,         -8.0045,         -7.9965
         186,        1.541667,         -8.0073,         -8.0022,         -7.9987,         -7.9980,         -7.9988,         -7.9964,         -8.0835,         -7.9964
         187,        1.550000,         -8.0050,         -7.9981,         -7.9995,         -7.9987,         -7.9985,         -7.9955,         -8.0850,         -7.9963
         188,        1.558333,         -8.0007,         -7.9977,         -7.9999,         -7.9999,         -7.9989,         -7.9955,         -8.0974,         -7.9963
         189,        1.566667,         -7.9956,         -8.0016,         -7.9996,         -7.9980,         -7.9983,         -7.9969,         -8.1227,         -7.9963
         190,        1.575000,         -7.9990,         -7.9990,         -7.9999,         -7.9987,         -7.9988,         -7.9968,         -8.0197,         -7.9962
         191,        1.583333,         -8.0065,         -8.0013,         -7.9989,         -7.9995,         -7.9987,         -7.9960,         -8.0442,         -7.9962
         192,        1.591667,         -8.0048,         -7.9987,         -7.9995,         -7.9986,         -7.9987,         -7.9958,         -8.0414,         -7.9962
         193,        1.600000,         -8.0019,         -7.9974,         -8.0001,         -7.9994,         -7.9987,         -7.9961,         -8.0416,         -7.9961
         194,        1.608333,         -7.9958,         -8.0013,         -7.9998,         -7.9993,         -7.9985,         -7.9962,         -8.0930,         -7.9961
         195,        1.616667,         -7.9971,         -7.9995,         -8.0001,         -8.0002,         -7.9987,         -7.9964,         -8.0255,         -7.9960
         196,        1.625000,         -8.0049,         -8.0020,         -7.9989,         -7.9991,         -7.9985,         -7.9961,         -7.9984,         -7.9959
         197,        1.633333,         -8.0048,         -7.9996,         -7.9999,         -7.9991,         -7.9986,         -7.9964,         -8.0050,         -7.9960
         198,        1.641667,         -8.0029,         -7.9986,         -8.0002,         -7.9993,         -7.9989,         -7.9965,         -7.9984,         -7.9961
         199,        1.650000,         -7.9946,         -8.0018,         -8.0001,         -7.9989,         -7.9983,         -7.9963,         -8.0302,         -7.9959
         200,        1.658333,         -7.9949,         -7.9995,         -8.0004,         -8.0004,         -7.9986,         -7.9961,         -8.0095,         -7.9960
         201,        1.666667,         -8.0024,         -8.0015,         -7.9991,         -7.9988,         -7.9984,         -7.9961,         -7.9542,         -7.9959
         202,        1.675000,         -8.0045,         -7.9993,         -7.9997,         -7.9987,         -7.9982,         -7.9961,         -7.9889,         -7.9960
         203,        1.683333,         -8.0036,         -7.9973,         -8.0001,         -7.9985,         -7.9985,         -7.9960,         -7.9803,         -7.9959
         204,        1.691667,         -7.9944,         -8.0013,         -8.0000,         -7.9986,         -7.9979,         -7.9959,         -7.9655,         -7.9959
         205,        1.700000,         -7.9932,         -7.9988,         -8.0003,         -7.9996,         -7.9985,         -7.9956,         -7.9735,         -7.9961
         206,        1.708333,         -7.9992,         -8.0016,         -7.9992,         -7.9997,         -7.9981,         -7.9962,         -7.9174,         -7.9960
         207,        1.716667,         -8.0035,         -8.0006,         -7.9998,         -7.9971,         -7.9980,         -7.9962,         -7.9887,         -7.9961
         208,        1.725000,         -8.0047,         -7.9976,         -8.0001,         -7.9991,         -7.9983,         -7.9964,         -7.9882,         -7.9960
         209,        1.733333,         -7.9958,         -8.0013,         -8.0001,         -7.9990,         -7.9979,         -7.9960,         -7.9114,         -7.9961
         210,        1.741667,         -7.9913,         -8.0005,         -8.0004,         -7.9990,         -7.9980,         -7.9960,         -7.9233,         -7.9960
         211,        1.750000,         -7.9967,         -8.0016,         -7.9993,         -7.9983,         -7.9977,         -7.9964,         -7.8858,         -7.9961
         212,        1.758333,         -8.0022,         -7.9996,         -7.9999,         -7.9987,         -7.9979,         -7.9965,         -7.9925,         -7.9962
