"OutphaseC4_017 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_017.tcf]","Time (h)","Q 2 [OutphaseC4_017]","Q 3 [OutphaseC4_017]","Q 4 [OutphaseC4_017]","Q 5 [OutphaseC4_017]","Q 6 [OutphaseC4_017]","Q 7 [OutphaseC4_017]","Q 1 [OutphaseC4_017]","Q  8 [OutphaseC4_017]"
          43,        0.350000,        -60.0020,        -59.9913,        -59.9831,        -59.9356,        -59.8073,        -59.4459,        -60.0003,        -59.2975
          44,        0.358333,        -59.9982,        -59.9934,        -59.9866,        -59.9477,        -59.8424,        -59.5442,        -60.0007,        -59.4195
          45,        0.366667,        -59.9998,        -59.9949,        -59.9897,        -59.9580,        -59.8708,        -59.6239,        -60.0003,        -59.5211
          46,        0.375000,        -60.0011,        -59.9946,        -59.9912,        -59.9660,        -59.8939,        -59.6885,        -60.0000,        -59.6038
          47,        0.383333,        -60.0005,        -59.9966,        -59.9932,        -59.9727,        -59.9129,        -59.7430,        -59.9995,        -59.6720
          48,        0.391667,        -59.9992,        -59.9976,        -59.9944,        -59.9780,        -59.9292,        -59.7883,        -60.0000,        -59.7295
          49,        0.400000,        -60.0016,        -59.9979,        -59.9961,        -59.9803,        -59.9422,        -59.8261,        -60.0014,        -59.7777
          50,        0.408333,        -59.9983,        -59.9986,        -59.9966,        -59.9841,        -59.9532,        -59.8567,        -60.0001,        -59.8165
          51,        0.416667,        -60.0019,        -59.9987,        -59.9976,        -59.9870,        -59.9610,        -59.8820,        -59.9993,        -59.8493
          52,        0.425000,        -59.9993,        -59.9987,        -59.9978,        -59.9893,        -59.9680,        -59.9032,        -59.9992,        -59.8754
          53,        0.433333,        -59.9992,        -60.0008,        -59.9982,        -59.9908,        -59.9741,        -59.9208,        -60.0007,        -59.8979
          54,        0.441667,        -60.0004,        -59.9991,        -59.9983,        -59.9933,        -59.9790,        -59.9344,        -60.0004,        -59.9161
          55,        0.450000,        -59.9986,        -59.9993,        -59.9991,        -59.9944,        -59.9832,        -59.9464,        -59.9994,        -59.9306
          56,        0.458333,        -60.0010,        -59.9983,        -59.9996,        -59.9945,        -59.9858,        -59.9552,        -59.9994,        -59.9439
          57,        0.466667,        -60.0009,        -60.0002,        -59.9995,        -59.9959,        -59.9891,        -59.9639,        -59.9998,        -59.9532
          58,        0.475000,        -59.9986,        -60.0004,        -59.9997,        -59.9975,        -59.9906,        -59.9693,        -59.9993,        -59.9617
          59,        0.483333,        -60.0026,        -59.9998,        -59.9999,        -59.9972,        -59.9926,        -59.9753,        -59.9999,        -59.9687
          60,        0.491667,        -60.0014,        -59.9994,        -59.9993,        -59.9973,        -59.9941,        -59.9802,        -59.9998,        -59.9737
          61,        0.500000,        -59.9994,        -60.0004,        -59.9998,        -59.9978,        -59.9949,        -59.9831,        -60.0002,        -59.9789
          62,        0.508333,        -59.9996,        -60.0004,        -59.9997,        -59.9990,        -59.9954,        -59.9871,        -59.9998,        -59.9825
          63,        0.516667,        -60.0020,        -59.9997,        -60.0002,        -59.9981,        -59.9974,        -59.9885,        -59.9995,        -59.9856
          64,        0.525000,        -59.9992,        -59.9993,        -59.9999,        -59.9989,        -59.9979,        -59.9910,        -60.0008,        -59.9887
          65,        0.533333,        -59.9975,        -59.9996,        -60.0004,        -60.0000,        -59.9982,        -59.9928,        -59.9999,        -59.9908
          66,        0.541667,        -60.0004,        -60.0004,        -59.9999,        -60.0000,        -59.9982,        -59.9939,        -59.9985,        -59.9920
          67,        0.550000,        -60.0017,        -60.0001,        -60.0003,        -59.9996,        -59.9985,        -59.9951,        -59.9983,        -59.9937
          68,        0.558333,        -60.0021,        -60.0002,        -60.0000,        -59.9985,        -59.9984,        -59.9960,        -60.0005,        -59.9945
          69,        0.566667,        -59.9990,        -59.9992,        -59.9996,        -59.9985,        -59.9994,        -59.9959,        -59.9995,        -59.9958
          70,        0.575000,        -60.0004,        -59.9995,        -59.9999,        -59.9980,        -59.9994,        -59.9974,        -59.9994,        -59.9964
          71,        0.583333,        -59.9989,        -60.0002,        -59.9999,        -59.9991,        -59.9993,        -59.9975,        -60.0001,        -59.9972
          72,        0.591667,        -59.9998,        -59.9991,        -60.0004,        -59.9992,        -59.9990,        -59.9996,        -60.0003,        -59.9979
          73,        0.600000,        -60.0004,        -59.9991,        -60.0002,        -59.9988,        -59.9993,        -59.9982,        -60.0003,        -59.9987
          74,        0.608333,        -60.0018,        -59.9994,        -60.0003,        -59.9990,        -59.9999,        -59.9983,        -59.9989,        -59.9980
          75,        0.616667,        -60.0020,        -59.9998,        -60.0002,        -59.9987,        -59.9995,        -59.9984,        -59.9992,        -59.9988
          76,        0.625000,        -60.0002,        -59.9997,        -60.0001,        -59.9991,        -60.0002,        -59.9991,        -60.0008,        -59.9988
          77,        0.633333,        -60.0023,        -60.0005,        -60.0001,        -59.9999,        -59.9993,        -59.9992,        -59.9996,        -59.9992
          78,        0.641667,        -59.9997,        -59.9995,        -60.0000,        -59.9989,        -59.9995,        -59.9997,        -59.9995,        -59.9994
          79,        0.650000,        -60.0001,        -60.0000,        -60.0000,        -59.9989,        -59.9997,        -59.9995,        -60.0004,        -59.9994
          80,        0.658333,        -60.0011,        -59.9996,        -59.9995,        -59.9990,        -59.9999,        -59.9992,        -59.9998,        -59.9995
          81,        0.666667,        -59.9991,        -60.0002,        -60.0005,        -59.9995,        -59.9996,        -59.9985,        -60.0011,        -59.9999
          82,        0.675000,        -60.0005,        -59.9997,        -59.9998,        -59.9991,        -60.0001,        -59.9989,        -60.0006,        -59.9996
          83,        0.683333,        -60.0004,        -59.9994,        -60.0002,        -60.0000,        -60.0002,        -59.9994,        -60.0009,        -59.9999
          84,        0.691667,        -60.0000,        -59.9994,        -59.9994,        -59.9994,        -60.0003,        -60.0000,        -60.0000,        -60.0000
          85,        0.700000,        -60.0013,        -59.9989,        -60.0002,        -60.0002,        -59.9996,        -59.9997,        -60.0008,        -59.9996
          86,        0.708333,        -60.0000,        -59.9991,        -59.9998,        -59.9984,        -60.0004,        -60.0001,        -60.0011,        -59.9999
          87,        0.716667,        -60.0006,        -59.9997,        -60.0000,        -59.9995,        -60.0002,        -59.9988,        -60.0008,        -59.9999
          88,        0.725000,        -60.0017,        -59.9988,        -60.0002,        -59.9994,        -59.9998,        -59.9990,        -60.0008,        -59.9992
          89,        0.733333,        -60.0001,        -59.9999,        -59.9995,        -59.9993,        -60.0000,        -59.9994,        -60.0009,        -60.0000
          90,        0.741667,        -59.9999,        -60.0000,        -59.9999,        -59.9980,        -59.9999,        -59.9997,        -59.9992,        -60.0001
          91,        0.750000,        -59.9989,        -59.9999,        -59.9999,        -59.9990,        -59.9999,        -59.9999,        -60.0000,        -60.0000
          92,        0.758333,        -59.9984,        -60.0007,        -60.0000,        -59.9997,        -60.0001,        -59.9993,        -60.0003,        -60.0000
          93,        0.766667,        -60.0013,        -60.0000,        -59.9998,        -59.9990,        -60.0001,        -60.0004,        -60.0005,        -60.0001
          94,        0.775000,        -60.0006,        -59.9998,        -59.9999,        -59.9995,        -59.9995,        -60.0005,        -60.0000,        -59.9997
          95,        0.783333,        -60.0004,        -59.9995,        -60.0000,        -59.9994,        -59.9998,        -59.9993,        -59.9991,        -59.9997
          96,        0.791667,        -59.9980,        -59.9988,        -59.9996,        -60.0005,        -59.9997,        -60.0004,        -60.0003,        -60.0001
          97,        0.800000,        -60.0020,        -59.9995,        -59.9996,        -59.9999,        -59.9998,        -60.0000,        -60.0008,        -60.0001
          98,        0.808333,        -60.0000,        -60.0002,        -60.0000,        -60.0013,        -59.9999,        -59.9993,        -59.9991,        -60.0000
          99,        0.816667,        -59.9989,        -60.0004,        -60.0005,        -60.0005,        -60.0000,        -60.0007,        -59.9993,        -60.0000
         100,        0.825000,        -60.0006,        -60.0010,        -59.9996,        -59.9990,        -60.0000,        -60.0003,        -60.0005,        -60.0003
         101,        0.833333,        -60.0006,        -59.9997,        -60.0006,        -59.9993,        -60.0000,        -60.0004,        -59.9984,        -59.9997
         102,        0.841667,        -60.0010,        -60.0005,        -59.9997,        -60.0009,        -59.9999,        -60.0011,        -60.0004,        -60.0000
         103,        0.850000,        -60.0002,        -60.0003,        -59.9998,        -60.0004,        -60.0007,        -59.9994,        -59.9984,        -60.0000
         104,        0.858333,        -59.9990,        -59.9992,        -59.9994,        -59.9991,        -59.9997,        -60.0001,        -59.9992,        -60.0009
         105,        0.866667,        -60.0004,        -60.0001,        -59.9994,        -59.9988,        -59.9999,        -59.9994,        -60.0009,        -59.9997
         106,        0.875000,        -60.0002,        -59.9993,        -59.9997,        -59.9997,        -59.9995,        -59.9997,        -60.0008,        -59.9997
         107,        0.883333,        -60.0002,        -60.0000,        -60.0003,        -59.9989,        -60.0002,        -60.0005,        -59.9988,        -60.0004
         108,        0.891667,        -59.9998,        -59.9997,        -60.0004,        -59.9991,        -59.9998,        -60.0007,        -60.0004,        -60.0002
         109,        0.900000,        -59.9991,        -59.9989,        -59.9999,        -60.0003,        -59.9999,        -59.9999,        -59.9992,        -59.9997
         110,        0.908333,        -60.0017,        -60.0006,        -60.0000,        -60.0006,        -60.0002,        -60.0008,        -60.0020,        -60.0000
         111,        0.916667,        -59.9986,        -59.9990,        -59.9999,        -59.9998,        -59.9999,        -59.9997,        -60.0006,        -60.0001
         112,        0.925000,        -60.0000,        -59.9997,        -59.9994,        -59.9991,        -60.0000,        -59.9997,        -59.9999,        -60.0000
         113,        0.933333,        -59.9987,        -59.9992,        -60.0005,        -59.9988,        -59.9998,        -59.9994,        -60.0001,        -60.0001
         114,        0.941667,        -60.0007,        -60.0008,        -60.0000,        -59.9991,        -60.0004,        -59.9987,        -59.9999,        -59.9996
         115,        0.950000,        -59.9990,        -59.9989,        -60.0001,        -59.9985,        -60.0001,        -60.0000,        -60.0008,        -60.0001
         116,        0.958333,        -59.9991,        -59.9993,        -60.0001,        -59.9982,        -59.9997,        -59.9998,        -60.0001,        -60.0001
         117,        0.966667,        -60.0008,        -59.9991,        -60.0004,        -60.0002,        -60.0004,        -60.0010,        -60.0000,        -59.9993
         118,        0.975000,        -60.0018,        -60.0003,        -59.9997,        -59.9995,        -59.9999,        -60.0003,        -60.0001,        -59.9998
         119,        0.983333,        -60.0002,        -60.0001,        -60.0000,        -59.9975,        -60.0000,        -60.0004,        -59.9992,        -59.9993
         120,        0.991667,        -59.9992,        -60.0001,        -59.9995,        -59.9991,        -59.9998,        -60.0002,        -59.9991,        -59.9994
         121,        1.000000,        -59.9987,        -60.0000,        -59.9996,        -59.9976,        -59.9997,        -60.0000,        -59.9996,        -60.0001
         122,        1.008333,        -59.9995,        -60.0000,        -60.0001,        -60.0001,        -60.0002,        -59.9992,        -59.9997,        -59.9999
         123,        1.016667,        -60.0006,        -59.9991,        -60.0000,        -59.9992,        -59.9997,        -60.0002,        -59.9998,        -60.0005
         124,        1.025000,        -60.0017,        -60.0013,        -60.0005,        -60.0002,        -60.0002,        -59.9994,        -60.0001,        -59.9993
         125,        1.033333,        -59.9985,        -59.9996,        -59.9999,        -60.0000,        -60.0004,        -59.9999,        -59.9998,        -59.9995
         126,        1.041667,        -59.9995,        -60.0003,        -60.0001,        -59.9982,        -60.0001,        -59.9996,        -59.9990,        -60.0000
         127,        1.050000,        -60.0015,        -60.0003,        -59.9998,        -59.9995,        -59.9999,        -60.0001,        -59.9992,        -60.0001
         128,        1.058333,        -59.9999,        -59.9993,        -59.9999,        -59.9997,        -60.0000,        -60.0003,        -59.9999,        -59.9998
         129,        1.066667,        -60.0005,        -59.9994,        -60.0001,        -60.0001,        -60.0000,        -60.0007,        -59.9989,        -59.9997
         130,        1.075000,        -60.0007,        -60.0000,        -59.9997,        -59.9995,        -59.9998,        -60.0005,        -59.9997,        -59.9997
         131,        1.083333,        -60.0012,        -59.9997,        -59.9998,        -59.9987,        -59.9997,        -60.0013,        -60.0005,        -59.9996
         132,        1.091667,        -59.9989,        -60.0002,        -60.0000,        -59.9988,        -59.9998,        -60.0002,        -59.9996,        -60.0000
         133,        1.100000,        -60.0005,        -59.9993,        -60.0000,        -59.9999,        -60.0001,        -59.9990,        -60.0012,        -59.9999
         134,        1.108333,        -60.0015,        -59.9997,        -60.0006,        -59.9991,        -60.0000,        -59.9998,        -59.9997,        -59.9997
         135,        1.116667,        -60.0001,        -60.0001,        -60.0001,        -59.9989,        -60.0000,        -60.0000,        -59.9995,        -59.9996
         136,        1.125000,        -59.9993,        -60.0007,        -60.0000,        -60.0009,        -59.9994,        -59.9997,        -60.0011,        -60.0001
         137,        1.133333,        -59.9997,        -59.9995,        -60.0001,        -59.9999,        -60.0001,        -59.9993,        -60.0000,        -59.9997
         138,        1.141667,        -59.9998,        -60.0007,        -59.9997,        -59.9986,        -59.9999,        -59.9987,        -59.9990,        -59.9998
         139,        1.150000,        -60.0003,        -59.9993,        -59.9997,        -60.0002,        -59.9999,        -59.9993,        -59.9996,        -60.0003
         140,        1.158333,        -60.0007,        -60.0001,        -59.9997,        -59.9993,        -59.9998,        -60.0004,        -60.0000,        -59.9996
         141,        1.166667,        -60.0002,        -60.0005,        -60.0002,        -59.9994,        -60.0002,        -60.0006,        -59.9998,        -59.9997
         142,        1.175000,        -59.9989,        -60.0010,        -60.0001,        -59.9988,        -60.0005,        -59.9989,        -60.0002,        -59.9998
         143,        1.183333,        -59.9998,        -60.0003,        -60.0002,        -59.9989,        -59.9998,        -60.0005,        -60.0009,        -59.9997
         144,        1.191667,        -60.0034,        -60.0005,        -60.0002,        -60.0001,        -60.0000,        -59.9982,        -60.0008,        -59.9999
         145,        1.200000,        -59.9997,        -60.0003,        -60.0000,        -59.9998,        -60.0001,        -59.9992,        -59.9989,        -59.9995
         146,        1.208333,        -59.9990,        -60.0000,        -59.9997,        -59.9995,        -60.0001,        -60.0000,        -60.0004,        -59.9999
         147,        1.216667,        -60.0023,        -59.9997,        -59.9999,        -59.9986,        -59.9996,        -59.9995,        -60.0000,        -60.0002
         148,        1.225000,        -59.9979,        -59.9994,        -59.9997,        -60.0000,        -59.9999,        -60.0006,        -60.0001,        -59.9998
         149,        1.233333,        -60.0012,        -59.9989,        -59.9992,        -59.9983,        -59.9998,        -60.0002,        -59.9995,        -59.9998
         150,        1.241667,        -59.9990,        -59.9996,        -60.0005,        -60.0008,        -60.0003,        -60.0002,        -59.9989,        -59.9996
         151,        1.250000,        -60.0003,        -59.9996,        -60.0001,        -59.9995,        -59.9998,        -60.0010,        -60.0001,        -60.0000
         152,        1.258333,        -59.9996,        -59.9990,        -59.9994,        -59.9998,        -60.0005,        -59.9996,        -59.9993,        -60.0002
         153,        1.266667,        -59.9987,        -60.0009,        -59.9996,        -59.9988,        -60.0003,        -60.0003,        -60.0008,        -59.9998
         154,        1.275000,        -60.0023,        -59.9992,        -59.9998,        -59.9997,        -60.0000,        -59.9999,        -59.9999,        -59.9998
         155,        1.283333,        -60.0024,        -59.9999,        -60.0000,        -59.9996,        -59.9990,        -60.0003,        -60.0007,        -60.0002
         156,        1.291667,        -60.0011,        -60.0005,        -59.9997,        -60.0000,        -60.0000,        -59.9995,        -59.9994,        -60.0000
         157,        1.300000,        -60.0008,        -60.0001,        -59.9998,        -59.9999,        -60.0001,        -60.0008,        -60.0002,        -60.0002
         158,        1.308333,        -60.0000,        -60.0004,        -59.9999,        -60.0007,        -60.0000,        -60.0001,        -60.0002,        -59.9999
         159,        1.316667,        -59.9998,        -59.9992,        -60.0002,        -59.9992,        -59.9997,        -59.9999,        -60.0005,        -59.9997
         160,        1.325000,        -59.9992,        -59.9987,        -59.9997,        -59.9998,        -59.9998,        -60.0004,        -59.9995,        -59.9999
         161,        1.333333,        -60.0023,        -59.9999,        -59.9997,        -59.9993,        -60.0002,        -59.9996,        -60.0004,        -60.0003
         162,        1.341667,        -60.0000,        -59.9994,        -59.9999,        -59.9987,        -59.9999,        -59.9993,        -59.9996,        -59.9999
         163,        1.350000,        -60.0023,        -60.0000,        -59.9994,        -60.0009,        -60.0001,        -59.9988,        -60.0009,        -59.9997
         164,        1.358333,        -60.0002,        -60.0001,        -60.0000,        -60.0009,        -59.9997,        -59.9994,        -60.0001,        -60.0000
         165,        1.366667,        -59.9998,        -60.0000,        -60.0002,        -59.9999,        -60.0001,        -60.0001,        -60.0005,        -59.9990
         166,        1.375000,        -59.9980,        -59.9995,        -60.0003,        -59.9985,        -59.9996,        -59.9998,        -60.0008,        -60.0000
         167,        1.383333,        -60.0007,        -60.0006,        -60.0001,        -60.0007,        -59.9992,        -60.0000,        -59.9997,        -59.9997
         168,        1.391667,        -60.0003,        -60.0003,        -59.9997,        -59.9984,        -60.0001,        -59.9994,        -60.0009,        -59.9999
         169,        1.400000,        -60.0017,        -60.0000,        -59.9996,        -59.9994,        -60.0000,        -59.9994,        -60.0000,        -59.9997
         170,        1.408333,        -59.9999,        -60.0003,        -60.0000,        -59.9975,        -59.9996,        -59.9995,        -60.0019,        -59.9998
         171,        1.416667,        -60.0006,        -60.0001,        -59.9999,        -59.9991,        -59.9996,        -59.9992,        -59.9992,        -60.0004
         172,        1.425000,        -60.0019,        -60.0006,        -59.9999,        -59.9988,        -59.9995,        -59.9999,        -59.9998,        -60.0001
         173,        1.433333,        -60.0004,        -60.0017,        -60.0004,        -59.9989,        -59.9991,        -59.9996,        -59.9991,        -60.0000
         174,        1.441667,        -60.0012,        -59.9988,        -60.0002,        -59.9997,        -59.9997,        -59.9991,        -59.9997,        -59.9995
         175,        1.450000,        -59.9980,        -60.0005,        -60.0002,        -60.0010,        -60.0000,        -59.9994,        -59.9996,        -59.9996
         176,        1.458333,        -60.0017,        -60.0001,        -60.0001,        -59.9981,        -60.0001,        -59.9984,        -60.0001,        -59.9996
         177,        1.466667,        -59.9998,        -59.9992,        -60.0003,        -59.9998,        -59.9997,        -59.9998,        -59.9994,        -59.9997
         178,        1.475000,        -60.0006,        -60.0003,        -60.0001,        -59.9994,        -59.9999,        -59.9996,        -59.9992,        -60.0000
         179,        1.483333,        -59.9976,        -59.9995,        -60.0004,        -59.9999,        -59.9998,        -60.0001,        -59.9998,        -59.9995
         180,        1.491667,        -59.9998,        -60.0005,        -59.9998,        -59.9994,        -59.9995,        -59.9997,        -59.9993,        -59.9999
         181,        1.500000,        -60.0023,        -60.0000,        -60.0000,        -59.9990,        -59.9997,        -60.0003,        -60.0002,        -59.9997
         182,        1.508333,        -60.0002,        -60.0007,        -59.9996,        -59.9994,        -59.9994,        -59.9999,        -60.0009,        -60.0000
         183,        1.516667,        -59.9982,        -59.9995,        -59.9996,        -60.0011,        -59.9999,        -59.9995,        -59.9991,        -60.0001
         184,        1.525000,        -59.9997,        -59.9998,        -59.9998,        -60.0000,        -59.9996,        -59.9992,        -59.9993,        -59.9997
         185,        1.533333,        -59.9980,        -60.0009,        -59.9999,        -60.0012,        -59.9996,        -59.9987,        -59.9996,        -59.9992
         186,        1.541667,        -60.0019,        -60.0001,        -60.0004,        -59.9988,        -59.9994,        -59.9998,        -60.0005,        -59.9994
         187,        1.550000,        -60.0000,        -60.0002,        -60.0008,        -60.0011,        -59.9998,        -59.9995,        -60.0005,        -59.9994
         188,        1.558333,        -59.9997,        -59.9986,        -60.0001,        -59.9988,        -59.9997,        -59.9990,        -59.9987,        -59.9998
         189,        1.566667,        -59.9991,        -60.0001,        -59.9997,        -59.9989,        -60.0002,        -59.9996,        -60.0002,        -59.9995
         190,        1.575000,        -60.0007,        -59.9994,        -60.0002,        -59.9985,        -60.0000,        -59.9986,        -60.0001,        -59.9996
         191,        1.583333,        -59.9990,        -60.0017,        -59.9996,        -59.9996,        -59.9998,        -60.0001,        -59.9983,        -59.9996
         192,        1.591667,        -60.0004,        -60.0005,        -60.0003,        -60.0000,        -59.9995,        -59.9993,        -60.0006,        -59.9996
         193,        1.600000,        -60.0005,        -60.0004,        -59.9997,        -59.9999,        -59.9998,        -59.9996,        -60.0008,        -59.9986
         194,        1.608333,        -60.0000,        -60.0009,        -59.9998,        -59.9990,        -59.9997,        -59.9997,        -59.9993,        -59.9994
         195,        1.616667,        -59.9992,        -59.9999,        -59.9996,        -60.0004,        -59.9998,        -59.9985,        -59.9992,        -59.9986
         196,        1.625000,        -60.0001,        -60.0004,        -59.9999,        -59.9985,        -59.9994,        -59.9990,        -60.0002,        -59.9989
         197,        1.633333,        -59.9996,        -59.9988,        -60.0001,        -59.9991,        -60.0000,        -59.9998,        -59.9986,        -59.9986
         198,        1.641667,        -59.9990,        -59.9996,        -60.0001,        -59.9992,        -59.9997,        -59.9998,        -59.9992,        -59.9994
         199,        1.650000,        -60.0004,        -60.0005,        -60.0004,        -60.0000,        -59.9993,        -59.9990,        -59.9992,        -59.9990
         200,        1.658333,        -60.0011,        -60.0000,        -60.0004,        -60.0016,        -59.9997,        -59.9991,        -59.9997,        -59.9996
         201,        1.666667,        -59.9995,        -60.0007,        -60.0002,        -59.9998,        -59.9992,        -59.9981,        -59.9986,        -59.9991
         202,        1.675000,        -60.0009,        -60.0002,        -59.9998,        -59.9982,        -59.9998,        -59.9992,        -60.0005,        -59.9995
         203,        1.683333,        -60.0004,        -60.0007,        -60.0000,        -59.9995,        -60.0003,        -59.9988,        -60.0013,        -59.9991
         204,        1.691667,        -59.9981,        -60.0008,        -59.9998,        -59.9994,        -59.9995,        -59.9993,        -59.9985,        -59.9991
         205,        1.700000,        -60.0003,        -60.0005,        -60.0004,        -59.9997,        -59.9997,        -59.9988,        -60.0009,        -59.9989
         206,        1.708333,        -59.9991,        -60.0004,        -59.9997,        -60.0001,        -59.9996,        -59.9986,        -60.0008,        -59.9983
         207,        1.716667,        -59.9989,        -59.9985,        -59.9999,        -59.9992,        -59.9994,        -59.9985,        -60.0008,        -59.9986
         208,        1.725000,        -59.9986,        -60.0001,        -59.9998,        -59.9986,        -59.9995,        -59.9990,        -60.0006,        -59.9988
         209,        1.733333,        -60.0018,        -60.0010,        -59.9996,        -60.0002,        -59.9996,        -59.9976,        -60.0014,        -59.9989
