"VanillaC4_009 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_009.tcf]","Time (h)","V 2 [VanillaC4_009]","V 3 [VanillaC4_009]","V 4 [VanillaC4_009]","V 5 [VanillaC4_009]","V 6 [VanillaC4_009]","V 7 [VanillaC4_009]","V 8 [VanillaC4_009]","V 9 [VanillaC4_009]","V 10 [VanillaC4_009]","V 11 [VanillaC4_009]","V 12 [VanillaC4_009]","V 13 [VanillaC4_009]","V 14 [VanillaC4_009]","V 15 [VanillaC4_009]","V 16 [VanillaC4_009]","V  1 [VanillaC4_009]"
          15,        0.116667,          1.1403,          0.6890,          1.0846,          1.0689,          1.1219,          0.6682,          0.6982,          0.6972,          0.4580,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          1.1190
          16,        0.125000,          1.1393,          0.6888,          1.0830,          1.0670,          1.1191,          0.6750,          0.7147,          0.7391,          0.7010,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          1.1184
          17,        0.133333,          1.1388,          0.6890,          1.0818,          1.0655,          1.1168,          0.6798,          0.7234,          0.7580,          0.7653,          0.7117,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1180
          18,        0.141667,          1.1383,          0.6891,          1.0809,          1.0643,          1.1150,          0.6827,          0.7290,          0.7697,          0.7918,          0.7977,          0.0000,          0.0000,          0.0001,          0.0002,          0.0000,          1.1177
          19,        0.150000,          1.1380,          0.6890,          1.0802,          1.0634,          1.1137,          0.6847,          0.7330,          0.7776,          0.8078,          0.8298,          0.0862,          0.0000,          0.0001,          0.0001,          0.0000,          1.1175
          20,        0.158333,          1.1377,          0.6890,          1.0797,          1.0627,          1.1126,          0.6861,          0.7359,          0.7827,          0.8185,          0.8499,          0.4173,          0.6869,          0.9226,          0.0002,          0.0001,          1.1173
          21,        0.166667,          1.1376,          0.6890,          1.0794,          1.0622,          1.1117,          0.6871,          0.7380,          0.7866,          0.8245,          0.8595,          0.4995,          0.7793,          1.0816,          0.4429,          0.0001,          1.1172
          22,        0.175000,          1.1375,          0.6890,          1.0790,          1.0618,          1.1110,          0.6878,          0.7394,          0.7890,          0.8283,          0.8663,          0.5431,          0.8142,          1.1100,          0.7673,          0.2912,          1.1171
          23,        0.183333,          1.1373,          0.6890,          1.0788,          1.0614,          1.1105,          0.6883,          0.7404,          0.7906,          0.8308,          0.8705,          0.5706,          0.8366,          1.1188,          0.8947,          0.5392,          1.1170
          24,        0.191667,          1.1373,          0.6890,          1.0786,          1.0612,          1.1102,          0.6887,          0.7411,          0.7917,          0.8330,          0.8731,          0.5868,          0.8472,          1.1214,          0.9573,          0.8179,          1.1170
          25,        0.200000,          1.1373,          0.6890,          1.0786,          1.0610,          1.1099,          0.6890,          0.7417,          0.7925,          0.8345,          0.8755,          0.5982,          0.8551,          1.1234,          1.0272,          0.9004,          1.1170
          26,        0.208333,          1.1372,          0.6890,          1.0785,          1.0609,          1.1097,          0.6891,          0.7420,          0.7931,          0.8356,          0.8769,          0.6061,          0.8603,          1.1248,          1.0641,          0.9464,          1.1169
          27,        0.216667,          1.1372,          0.6890,          1.0784,          1.0608,          1.1094,          0.6892,          0.7424,          0.7935,          0.8363,          0.8778,          0.6121,          0.8641,          1.1297,          1.0805,          0.9816,          1.1169
          28,        0.225000,          1.1371,          0.6890,          1.0783,          1.0607,          1.1093,          0.6893,          0.7425,          0.7938,          0.8368,          0.8784,          0.6168,          0.8691,          1.1325,          1.0901,          1.0087,          1.1169
          29,        0.233333,          1.1371,          0.6889,          1.0783,          1.0607,          1.1092,          0.6894,          0.7427,          0.7940,          0.8371,          0.8788,          0.6206,          0.8720,          1.1343,          1.0968,          1.0285,          1.1168
          30,        0.241667,          1.1371,          0.6890,          1.0782,          1.0606,          1.1092,          0.6894,          0.7427,          0.7942,          0.8374,          0.8792,          0.6234,          0.8739,          1.1354,          1.1016,          1.0439,          1.1169
          31,        0.250000,          1.1371,          0.6890,          1.0782,          1.0606,          1.1091,          0.6896,          0.7428,          0.7942,          0.8376,          0.8793,          0.6255,          0.8753,          1.1361,          1.1052,          1.0554,          1.1169
          32,        0.258333,          1.1371,          0.6890,          1.0782,          1.0605,          1.1090,          0.6896,          0.7428,          0.7943,          0.8377,          0.8795,          0.6270,          0.8763,          1.1364,          1.1079,          1.0642,          1.1169
          33,        0.266667,          1.1370,          0.6889,          1.0782,          1.0605,          1.1090,          0.6896,          0.7429,          0.7944,          0.8378,          0.8797,          0.6282,          0.8771,          1.1367,          1.1098,          1.0709,          1.1169
          34,        0.275000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1090,          0.6895,          0.7429,          0.7944,          0.8378,          0.8798,          0.6290,          0.8776,          1.1369,          1.1114,          1.0756,          1.1169
          35,        0.283333,          1.1371,          0.6889,          1.0781,          1.0605,          1.1089,          0.6896,          0.7429,          0.7944,          0.8379,          0.8799,          0.6297,          0.8780,          1.1370,          1.1125,          1.0797,          1.1168
          36,        0.291667,          1.1371,          0.6889,          1.0782,          1.0605,          1.1090,          0.6896,          0.7430,          0.7944,          0.8379,          0.8798,          0.6303,          0.8784,          1.1372,          1.1133,          1.0825,          1.1169
          37,        0.300000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1090,          0.6896,          0.7430,          0.7945,          0.8379,          0.8799,          0.6306,          0.8786,          1.1372,          1.1140,          1.0851,          1.1169
          38,        0.308333,          1.1371,          0.6889,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7944,          0.8380,          0.8800,          0.6309,          0.8788,          1.1373,          1.1144,          1.0867,          1.1168
          39,        0.316667,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6312,          0.8789,          1.1374,          1.1148,          1.0882,          1.1169
          40,        0.325000,          1.1370,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6313,          0.8790,          1.1373,          1.1151,          1.0887,          1.1169
          41,        0.333333,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6314,          0.8791,          1.1374,          1.1153,          1.0896,          1.1168
          42,        0.341667,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6896,          0.7430,          0.7945,          0.8379,          0.8800,          0.6315,          0.8792,          1.1374,          1.1155,          1.0901,          1.1169
          43,        0.350000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6316,          0.8793,          1.1373,          1.1155,          1.0904,          1.1169
          44,        0.358333,          1.1371,          0.6889,          1.0782,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8381,          0.8800,          0.6316,          0.8792,          1.1374,          1.1157,          1.0907,          1.1169
          45,        0.366667,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6897,          0.7429,          0.7945,          0.8381,          0.8800,          0.6317,          0.8793,          1.1375,          1.1157,          1.0913,          1.1168
          46,        0.375000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6897,          0.7429,          0.7945,          0.8381,          0.8800,          0.6317,          0.8792,          1.1374,          1.1158,          1.0913,          1.1168
          47,        0.383333,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1158,          1.0915,          1.1169
          48,        0.391667,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6897,          0.7430,          0.7946,          0.8381,          0.8800,          0.6318,          0.8793,          1.1374,          1.1158,          1.0918,          1.1169
          49,        0.400000,          1.1370,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0920,          1.1169
          50,        0.408333,          1.1370,          0.6890,          1.0782,          1.0604,          1.1088,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0917,          1.1169
          51,        0.416667,          1.1370,          0.6889,          1.0782,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0918,          1.1169
          52,        0.425000,          1.1371,          0.6889,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0920,          1.1169
          53,        0.433333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7429,          0.7945,          0.8381,          0.8800,          0.6319,          0.8793,          1.1374,          1.1159,          1.0916,          1.1168
          54,        0.441667,          1.1370,          0.6889,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8799,          0.6318,          0.8794,          1.1375,          1.1159,          1.0922,          1.1168
          55,        0.450000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1159,          1.0918,          1.1169
          56,        0.458333,          1.1370,          0.6890,          1.0782,          1.0605,          1.1089,          0.6897,          0.7429,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1159,          1.0919,          1.1169
          57,        0.466667,          1.1371,          0.6889,          1.0782,          1.0605,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0919,          1.1169
          58,        0.475000,          1.1371,          0.6890,          1.0782,          1.0604,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1375,          1.1160,          1.0915,          1.1169
          59,        0.483333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1088,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1159,          1.0922,          1.1169
          60,        0.491667,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0923,          1.1169
          61,        0.500000,          1.1371,          0.6889,          1.0781,          1.0605,          1.1088,          0.6896,          0.7430,          0.7946,          0.8381,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0917,          1.1169
          62,        0.508333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8801,          0.6318,          0.8794,          1.1374,          1.1160,          1.0919,          1.1168
          63,        0.516667,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0920,          1.1169
          64,        0.525000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0922,          1.1169
          65,        0.533333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0923,          1.1169
          66,        0.541667,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0922,          1.1169
          67,        0.550000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0922,          1.1168
          68,        0.558333,          1.1370,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1159,          1.0920,          1.1168
          69,        0.566667,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0926,          1.1169
          70,        0.575000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0922,          1.1169
          71,        0.583333,          1.1370,          0.6889,          1.0782,          1.0604,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0919,          1.1169
          72,        0.591667,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6319,          0.8795,          1.1374,          1.1160,          1.0922,          1.1168
          73,        0.600000,          1.1370,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0953,          1.1168
          74,        0.608333,          1.1371,          0.6889,          1.0781,          1.0604,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0962,          1.1169
          75,        0.616667,          1.1371,          0.6889,          1.0782,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8801,          0.6318,          0.8793,          1.1374,          1.1160,          1.0920,          1.1169
          76,        0.625000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6896,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1163,          1.0919,          1.1169
          77,        0.633333,          1.1370,          0.6890,          1.0781,          1.0605,          1.1088,          0.6896,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0921,          1.1169
          78,        0.641667,          1.1371,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1375,          1.1160,          1.0921,          1.1169
          79,        0.650000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6896,          0.7430,          0.7945,          0.8381,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0922,          1.1168
          80,        0.658333,          1.1371,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0922,          1.1169
          81,        0.666667,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1159,          1.0922,          1.1169
          82,        0.675000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6319,          0.8794,          1.1373,          1.1160,          1.0920,          1.1168
          83,        0.683333,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1160,          1.0921,          1.1168
          84,        0.691667,          1.1371,          0.6889,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
          85,        0.700000,          1.1371,          0.6890,          1.0782,          1.0604,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1159,          1.0922,          1.1169
          86,        0.708333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8381,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
          87,        0.716667,          1.1371,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1160,          1.0921,          1.1169
          88,        0.725000,          1.1370,          0.6890,          1.0782,          1.0604,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8801,          0.6318,          0.8793,          1.1374,          1.1159,          1.0921,          1.1169
          89,        0.733333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
          90,        0.741667,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1375,          1.1159,          1.0921,          1.1169
          91,        0.750000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
          92,        0.758333,          1.1371,          0.6890,          1.0781,          1.0605,          1.1088,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6319,          0.8793,          1.1373,          1.1160,          1.0922,          1.1169
          93,        0.766667,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1159,          1.0920,          1.1169
          94,        0.775000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1088,          0.6896,          0.7430,          0.7946,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0922,          1.1169
          95,        0.783333,          1.1370,          0.6889,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1159,          1.0922,          1.1169
          96,        0.791667,          1.1370,          0.6890,          1.0782,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0921,          1.1169
          97,        0.800000,          1.1371,          0.6890,          1.0781,          1.0604,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1375,          1.1159,          1.0923,          1.1169
          98,        0.808333,          1.1371,          0.6890,          1.0781,          1.0604,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1159,          1.0921,          1.1168
          99,        0.816667,          1.1370,          0.6890,          1.0781,          1.0604,          1.1089,          0.6897,          0.7429,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0920,          1.1169
         100,        0.825000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1159,          1.0921,          1.1169
         101,        0.833333,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         102,        0.841667,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1159,          1.0921,          1.1168
         103,        0.850000,          1.1371,          0.6889,          1.0782,          1.0604,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         104,        0.858333,          1.1371,          0.6889,          1.0782,          1.0604,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0921,          1.1169
         105,        0.866667,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0923,          1.1169
         106,        0.875000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7429,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         107,        0.883333,          1.1370,          0.6889,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         108,        0.891667,          1.1371,          0.6889,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0922,          1.1169
         109,        0.900000,          1.1371,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1160,          1.0920,          1.1169
         110,        0.908333,          1.1370,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0920,          1.1169
         111,        0.916667,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0921,          1.1169
         112,        0.925000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1375,          1.1160,          1.0922,          1.1169
         113,        0.933333,          1.1370,          0.6890,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0920,          1.1168
         114,        0.941667,          1.1370,          0.6890,          1.0781,          1.0604,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1159,          1.0921,          1.1169
         115,        0.950000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7946,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1159,          1.0919,          1.1169
         116,        0.958333,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0922,          1.1169
         117,        0.966667,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7429,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         118,        0.975000,          1.1371,          0.6890,          1.0781,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         119,        0.983333,          1.1370,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         120,        0.991667,          1.1371,          0.6889,          1.0781,          1.0604,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1159,          1.0922,          1.1169
         121,        1.000000,          1.1370,          0.6889,          1.0781,          1.0604,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1159,          1.0919,          1.1169
         122,        1.008333,          1.1371,          0.6889,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7946,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0918,          1.1169
         123,        1.016667,          1.1370,          0.6890,          1.0781,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0920,          1.1169
         124,        1.025000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8793,          1.1374,          1.1160,          1.0920,          1.1169
         125,        1.033333,          1.1371,          0.6890,          1.0782,          1.0604,          1.1088,          0.6897,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8793,          1.1374,          1.1160,          1.0921,          1.1169
         126,        1.041667,          1.1371,          0.6890,          1.0782,          1.0605,          1.1089,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6318,          0.8794,          1.1374,          1.1160,          1.0921,          1.1169
         127,        1.050000,          1.1371,          0.6890,          1.0782,          1.0605,          1.1088,          0.6896,          0.7430,          0.7945,          0.8380,          0.8800,          0.6319,          0.8794,          1.1374,          1.1160,          1.0922,          1.1169
