"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\004\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
         213,        3.533333,          0.3040,          0.3041,          0.3041,          0.3041
         214,        3.550000,          0.3041,          0.3041,          0.3040,          0.3041
         215,        3.566667,          0.3041,          0.3042,          0.3041,          0.3041
         216,        3.583333,          0.3041,          0.3040,          0.3041,          0.3040
         217,        3.600000,          0.3041,          0.3040,          0.3041,          0.3040
         218,        3.616667,          0.3040,          0.3042,          0.3041,          0.3041
         219,        3.633333,          0.3041,          0.3040,          0.3040,          0.3041
         220,        3.650000,          0.3041,          0.3040,          0.3041,          0.3041
         221,        3.666667,          0.3041,          0.3039,          0.3041,          0.3041
         222,        3.683333,          0.3041,          0.3041,          0.3041,          0.3041
         223,        3.700000,          0.3041,          0.3040,          0.3041,          0.3041
         224,        3.716667,          0.3041,          0.3039,          0.3040,          0.3041
         225,        3.733333,          0.3041,          0.3041,          0.3041,          0.3041
         226,        3.750000,          0.3041,          0.3041,          0.3041,          0.3041
         227,        3.766667,          0.3041,          0.3041,          0.3041,          0.3041
         228,        3.783333,          0.3040,          0.3041,          0.3041,          0.3041
         229,        3.800000,          0.3041,          0.3041,          0.3041,          0.3040
         230,        3.816667,          0.3041,          0.3039,          0.3041,          0.3041
         231,        3.833333,          0.3041,          0.3041,          0.3041,          0.3041
         232,        3.850000,          0.3041,          0.3042,          0.3041,          0.3041
         233,        3.866667,          0.3041,          0.3039,          0.3041,          0.3041
         234,        3.883333,          0.3041,          0.3039,          0.3040,          0.3041
         235,        3.900000,          0.3041,          0.3042,          0.3041,          0.3041
         236,        3.916667,          0.3041,          0.3042,          0.3041,          0.3040
         237,        3.933333,          0.3041,          0.3045,          0.3040,          0.3041
         238,        3.950000,          0.3041,          0.3040,          0.3041,          0.3040
         239,        3.966667,          0.3041,          0.3040,          0.3040,          0.3041
         240,        3.983333,          0.3041,          0.3039,          0.3041,          0.3040
         241,        4.000000,          0.3041,          0.3040,          0.3041,          0.3040

