"VanillaC4_021 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_021.tcf]","Time (h)","Q 2 [VanillaC4_021]","Q 3 [VanillaC4_021]","Q 4 [VanillaC4_021]","Q 5 [VanillaC4_021]","Q 6 [VanillaC4_021]","Q 7 [VanillaC4_021]","Q 1 [VanillaC4_021]","Q  8 [VanillaC4_021]"
          43,        0.350000,        -99.9994,        -99.9992,        -99.9985,        -99.9969,        -99.9944,        -99.9926,       -100.0004,        -99.9910
          44,        0.358333,        -99.9997,        -99.9995,        -99.9983,        -99.9976,        -99.9955,        -99.9947,       -100.0002,        -99.9925
          45,        0.366667,       -100.0000,        -99.9993,        -99.9986,        -99.9980,        -99.9965,        -99.9979,        -99.9998,        -99.9952
          46,        0.375000,        -99.9998,        -99.9998,        -99.9993,        -99.9987,        -99.9974,        -99.9951,       -100.0005,        -99.9957
          47,        0.383333,        -99.9994,        -99.9998,        -99.9997,        -99.9989,        -99.9973,        -99.9986,        -99.9995,        -99.9961
          48,        0.391667,       -100.0004,        -99.9993,        -99.9987,        -99.9992,        -99.9980,        -99.9979,       -100.0000,        -99.9972
          49,        0.400000,        -99.9998,        -99.9996,        -99.9994,        -99.9995,        -99.9983,        -99.9989,       -100.0017,        -99.9987
          50,        0.408333,       -100.0001,        -99.9996,        -99.9991,        -99.9992,        -99.9990,        -99.9997,       -100.0006,        -99.9987
          51,        0.416667,       -100.0001,        -99.9995,        -99.9996,        -99.9991,        -99.9992,        -99.9994,        -99.9996,        -99.9976
          52,        0.425000,        -99.9999,       -100.0000,       -100.0001,        -99.9997,        -99.9994,        -99.9990,        -99.9997,        -99.9969
          53,        0.433333,       -100.0002,       -100.0000,        -99.9995,        -99.9996,        -99.9996,       -100.0008,       -100.0002,        -99.9989
          54,        0.441667,       -100.0006,       -100.0003,        -99.9997,        -99.9988,        -99.9993,        -99.9994,        -99.9995,        -99.9994
          55,        0.450000,       -100.0001,        -99.9998,        -99.9998,        -99.9999,        -99.9995,       -100.0005,       -100.0001,        -99.9994
          56,        0.458333,       -100.0001,       -100.0003,       -100.0000,       -100.0000,        -99.9999,       -100.0022,        -99.9993,        -99.9994
          57,        0.466667,        -99.9995,       -100.0000,       -100.0000,       -100.0001,        -99.9999,        -99.9996,        -99.9997,        -99.9996
          58,        0.475000,        -99.9994,       -100.0002,        -99.9999,        -99.9999,        -99.9997,       -100.0003,        -99.9994,        -99.9991
          59,        0.483333,       -100.0006,        -99.9999,       -100.0003,       -100.0001,        -99.9997,       -100.0002,       -100.0009,       -100.0008
          60,        0.491667,       -100.0002,       -100.0002,       -100.0004,       -100.0000,       -100.0000,       -100.0003,        -99.9999,       -100.0001
          61,        0.500000,       -100.0000,       -100.0004,       -100.0000,       -100.0002,       -100.0002,       -100.0008,       -100.0003,       -100.0006
          62,        0.508333,       -100.0001,       -100.0000,       -100.0002,        -99.9995,       -100.0002,        -99.9990,       -100.0006,       -100.0004
          63,        0.516667,       -100.0000,       -100.0002,       -100.0002,        -99.9996,        -99.9998,       -100.0025,       -100.0002,       -100.0000
          64,        0.525000,        -99.9999,       -100.0001,        -99.9994,        -99.9994,        -99.9997,       -100.0011,       -100.0009,       -100.0002
          65,        0.533333,       -100.0000,        -99.9994,       -100.0000,        -99.9996,        -99.9993,       -100.0010,        -99.9998,       -100.0002
          66,        0.541667,       -100.0003,        -99.9997,       -100.0000,       -100.0000,       -100.0002,        -99.9991,       -100.0003,       -100.0005
          67,        0.550000,       -100.0002,       -100.0002,       -100.0002,       -100.0002,        -99.9999,        -99.9998,       -100.0001,       -100.0007
          68,        0.558333,        -99.9998,        -99.9999,       -100.0000,        -99.9995,        -99.9993,       -100.0005,       -100.0006,        -99.9994
          69,        0.566667,        -99.9998,        -99.9999,       -100.0002,        -99.9998,       -100.0002,       -100.0017,       -100.0000,       -100.0005
          70,        0.575000,        -99.9997,        -99.9999,        -99.9998,       -100.0005,        -99.9997,       -100.0034,        -99.9994,       -100.0004
          71,        0.583333,       -100.0005,       -100.0003,        -99.9999,        -99.9994,       -100.0000,       -100.0010,       -100.0010,       -100.0003
          72,        0.591667,        -99.9999,       -100.0001,       -100.0002,       -100.0001,        -99.9998,        -99.9981,       -100.0005,       -100.0003
          73,        0.600000,       -100.0000,       -100.0000,       -100.0002,       -100.0001,       -100.0002,        -99.9998,        -99.9995,       -100.0004
          74,        0.608333,        -99.9999,        -99.9998,       -100.0002,        -99.9998,       -100.0001,       -100.0021,       -100.0005,        -99.9992
          75,        0.616667,       -100.0001,       -100.0008,       -100.0000,       -100.0004,       -100.0005,       -100.0010,       -100.0001,       -100.0001
          76,        0.625000,        -99.9998,       -100.0002,        -99.9998,        -99.9997,       -100.0004,        -99.9994,        -99.9994,        -99.9995
          77,        0.633333,       -100.0006,        -99.9999,       -100.0002,        -99.9997,        -99.9996,       -100.0009,       -100.0000,        -99.9989
          78,        0.641667,       -100.0001,        -99.9997,       -100.0000,       -100.0003,       -100.0002,       -100.0018,       -100.0004,       -100.0000
          79,        0.650000,       -100.0000,        -99.9997,        -99.9997,       -100.0002,       -100.0001,       -100.0005,       -100.0000,        -99.9999
          80,        0.658333,       -100.0001,        -99.9997,        -99.9999,       -100.0000,        -99.9997,       -100.0007,        -99.9993,       -100.0008
          81,        0.666667,       -100.0002,       -100.0004,        -99.9998,       -100.0003,        -99.9994,       -100.0013,       -100.0004,       -100.0001
          82,        0.675000,        -99.9996,       -100.0004,        -99.9998,        -99.9997,       -100.0000,       -100.0021,        -99.9998,        -99.9994
          83,        0.683333,        -99.9995,        -99.9997,       -100.0002,        -99.9999,        -99.9994,        -99.9994,       -100.0012,        -99.9997
          84,        0.691667,        -99.9998,       -100.0003,        -99.9999,        -99.9999,        -99.9987,       -100.0108,       -100.0003,       -100.0039
          85,        0.700000,       -100.0000,       -100.0004,       -100.0002,       -100.0000,        -99.9998,        -99.9986,        -99.9997,        -99.9935
          86,        0.708333,       -100.0003,        -99.9997,        -99.9999,       -100.0001,       -100.0006,        -99.9962,        -99.9993,        -99.9907
          87,        0.716667,        -99.9998,       -100.0000,        -99.9999,       -100.0001,       -100.0015,        -99.9945,       -100.0002,        -99.9817
          88,        0.725000,       -100.0002,       -100.0003,        -99.9998,       -100.0000,       -100.0052,        -99.9961,       -100.0003,        -99.9870
          89,        0.733333,       -100.0004,        -99.9996,       -100.0004,       -100.0001,        -99.9979,        -99.9917,        -99.9988,        -99.9916
          90,        0.741667,        -99.9998,       -100.0001,       -100.0002,        -99.9995,        -99.9994,        -99.9956,        -99.9997,        -99.9934
          91,        0.750000,        -99.9995,       -100.0000,       -100.0001,       -100.0004,        -99.9989,        -99.9975,       -100.0007,        -99.9957
          92,        0.758333,        -99.9999,       -100.0000,       -100.0000,       -100.0001,        -99.9985,        -99.9975,        -99.9996,        -99.9981
          93,        0.766667,       -100.0000,       -100.0003,       -100.0001,       -100.0001,        -99.9992,        -99.9987,       -100.0004,        -99.9982
          94,        0.775000,       -100.0001,       -100.0002,       -100.0001,       -100.0001,        -99.9989,       -100.0005,        -99.9987,        -99.9993
          95,        0.783333,        -99.9998,       -100.0001,        -99.9996,       -100.0003,        -99.9997,        -99.9985,       -100.0007,        -99.9994
          96,        0.791667,       -100.0001,       -100.0005,        -99.9997,       -100.0001,        -99.9999,       -100.0003,        -99.9995,        -99.9997
          97,        0.800000,       -100.0002,       -100.0001,       -100.0001,       -100.0000,       -100.0000,        -99.9990,        -99.9999,       -100.0000
          98,        0.808333,       -100.0002,        -99.9999,       -100.0000,        -99.9998,        -99.9999,        -99.9979,        -99.9999,       -100.0000
          99,        0.816667,        -99.9998,       -100.0003,       -100.0001,       -100.0004,        -99.9998,        -99.9979,        -99.9992,       -100.0000
         100,        0.825000,        -99.9999,       -100.0000,        -99.9998,       -100.0001,        -99.9999,       -100.0011,       -100.0000,        -99.9991
         101,        0.833333,        -99.9999,        -99.9998,       -100.0003,       -100.0002,        -99.9997,       -100.0010,        -99.9997,        -99.9996
         102,        0.841667,        -99.9999,        -99.9998,       -100.0000,       -100.0000,        -99.9995,       -100.0005,       -100.0000,       -100.0002
         103,        0.850000,       -100.0002,        -99.9998,        -99.9998,       -100.0003,       -100.0002,        -99.9993,       -100.0013,       -100.0013
         104,        0.858333,        -99.9995,       -100.0001,       -100.0001,        -99.9997,       -100.0001,       -100.0000,        -99.9998,       -100.0000
         105,        0.866667,       -100.0001,       -100.0004,        -99.9996,       -100.0000,       -100.0000,       -100.0000,        -99.9991,       -100.0004
         106,        0.875000,        -99.9999,       -100.0001,        -99.9998,        -99.9999,        -99.9998,        -99.9992,       -100.0004,       -100.0002
         107,        0.883333,       -100.0003,       -100.0001,       -100.0002,       -100.0002,       -100.0000,        -99.9988,        -99.9997,       -100.0006
         108,        0.891667,       -100.0003,       -100.0004,        -99.9997,        -99.9996,       -100.0001,        -99.9988,       -100.0004,       -100.0007
         109,        0.900000,       -100.0001,        -99.9996,       -100.0001,       -100.0001,       -100.0001,        -99.9994,        -99.9996,        -99.9998
         110,        0.908333,       -100.0003,       -100.0004,        -99.9997,       -100.0000,        -99.9997,       -100.0030,        -99.9988,        -99.9994
         111,        0.916667,       -100.0004,        -99.9998,        -99.9992,       -100.0004,        -99.9995,        -99.9997,       -100.0012,       -100.0003
         112,        0.925000,        -99.9998,       -100.0004,       -100.0002,        -99.9998,       -100.0004,       -100.0000,       -100.0002,       -100.0002
         113,        0.933333,       -100.0002,        -99.9998,       -100.0000,        -99.9998,       -100.0001,       -100.0017,        -99.9995,        -99.9992
         114,        0.941667,       -100.0002,        -99.9996,        -99.9999,       -100.0001,       -100.0003,       -100.0002,        -99.9999,        -99.9992
         115,        0.950000,        -99.9999,       -100.0001,       -100.0000,        -99.9999,        -99.9996,       -100.0019,       -100.0008,       -100.0007
         116,        0.958333,        -99.9998,       -100.0000,       -100.0002,       -100.0003,        -99.9999,       -100.0007,       -100.0006,        -99.9999
         117,        0.966667,       -100.0003,       -100.0001,        -99.9999,       -100.0001,        -99.9999,       -100.0000,       -100.0002,        -99.9995
         118,        0.975000,       -100.0000,        -99.9995,        -99.9999,       -100.0000,        -99.9998,        -99.9997,       -100.0006,       -100.0008
         119,        0.983333,        -99.9996,        -99.9997,       -100.0001,       -100.0005,        -99.9993,       -100.0008,       -100.0006,       -100.0002
         120,        0.991667,       -100.0003,       -100.0001,        -99.9996,       -100.0000,        -99.9996,       -100.0012,       -100.0005,       -100.0003
         121,        1.000000,       -100.0000,       -100.0004,       -100.0006,       -100.0000,       -100.0002,       -100.0014,       -100.0000,       -100.0012
         122,        1.008333,       -100.0002,       -100.0000,        -99.9996,       -100.0000,        -99.9995,       -100.0038,       -100.0004,       -100.0001
         123,        1.016667,       -100.0004,       -100.0002,       -100.0001,       -100.0000,        -99.9998,       -100.0009,        -99.9999,       -100.0009
         124,        1.025000,       -100.0004,       -100.0000,       -100.0003,       -100.0004,        -99.9994,        -99.9991,       -100.0002,       -100.0005
         125,        1.033333,        -99.9999,        -99.9999,       -100.0000,        -99.9998,        -99.9999,       -100.0050,        -99.9998,        -99.9994
         126,        1.041667,        -99.9999,        -99.9998,       -100.0001,        -99.9999,       -100.0001,        -99.9988,        -99.9998,       -100.0011
         127,        1.050000,       -100.0003,       -100.0004,        -99.9999,       -100.0001,       -100.0003,       -100.0019,        -99.9991,       -100.0004
         128,        1.058333,        -99.9997,       -100.0001,        -99.9996,       -100.0000,       -100.0003,       -100.0014,       -100.0007,       -100.0010
         129,        1.066667,        -99.9997,       -100.0005,       -100.0005,       -100.0000,       -100.0001,        -99.9998,       -100.0002,       -100.0000
         130,        1.075000,       -100.0001,       -100.0002,       -100.0005,       -100.0000,       -100.0001,        -99.9986,       -100.0005,       -100.0001
         131,        1.083333,       -100.0000,       -100.0001,        -99.9998,       -100.0000,       -100.0001,       -100.0036,       -100.0002,        -99.9998
         132,        1.091667,        -99.9993,       -100.0002,        -99.9997,       -100.0001,        -99.9997,        -99.9987,        -99.9996,       -100.0000
         133,        1.100000,       -100.0004,       -100.0001,       -100.0003,       -100.0004,        -99.9999,       -100.0018,       -100.0004,        -99.9995
         134,        1.108333,        -99.9998,       -100.0004,        -99.9999,        -99.9999,        -99.9997,       -100.0024,       -100.0004,        -99.9992
         135,        1.116667,       -100.0004,        -99.9998,        -99.9999,        -99.9996,       -100.0000,       -100.0016,       -100.0004,        -99.9996
         136,        1.125000,        -99.9997,       -100.0002,       -100.0001,        -99.9999,       -100.0001,        -99.9995,        -99.9997,        -99.9999
         137,        1.133333,       -100.0005,       -100.0002,        -99.9999,       -100.0003,        -99.9995,        -99.9992,        -99.9999,       -100.0005
         138,        1.141667,       -100.0003,       -100.0000,       -100.0000,        -99.9997,       -100.0001,        -99.9997,        -99.9994,       -100.0004
         139,        1.150000,       -100.0001,       -100.0001,       -100.0002,       -100.0003,       -100.0000,        -99.9987,        -99.9995,       -100.0003
         140,        1.158333,        -99.9997,        -99.9998,        -99.9997,        -99.9998,       -100.0000,       -100.0024,       -100.0010,       -100.0001
         141,        1.166667,       -100.0003,       -100.0002,       -100.0001,       -100.0007,        -99.9995,       -100.0018,        -99.9996,        -99.9998
         142,        1.175000,       -100.0000,        -99.9998,       -100.0001,        -99.9995,       -100.0003,       -100.0006,        -99.9997,        -99.9994
         143,        1.183333,       -100.0002,        -99.9997,       -100.0000,       -100.0000,        -99.9998,        -99.9999,       -100.0004,        -99.9997
         144,        1.191667,       -100.0000,       -100.0003,       -100.0001,       -100.0000,        -99.9995,       -100.0006,       -100.0006,       -100.0010
         145,        1.200000,        -99.9999,       -100.0000,        -99.9995,       -100.0002,        -99.9998,       -100.0009,        -99.9999,       -100.0000
         146,        1.208333,        -99.9999,        -99.9999,        -99.9998,       -100.0000,        -99.9995,       -100.0006,        -99.9999,       -100.0001
         147,        1.216667,       -100.0003,       -100.0001,        -99.9998,       -100.0001,        -99.9999,       -100.0000,        -99.9996,       -100.0002
         148,        1.225000,       -100.0002,       -100.0001,       -100.0004,       -100.0004,        -99.9995,       -100.0005,        -99.9998,        -99.9994
         149,        1.233333,       -100.0004,       -100.0002,        -99.9997,        -99.9997,        -99.9999,        -99.9980,       -100.0006,        -99.9996
         150,        1.241667,       -100.0001,        -99.9998,       -100.0000,        -99.9997,       -100.0008,        -99.9998,       -100.0003,       -100.0009
         151,        1.250000,        -99.9995,       -100.0002,       -100.0002,        -99.9997,        -99.9996,       -100.0008,        -99.9995,       -100.0004
         152,        1.258333,       -100.0002,        -99.9999,       -100.0002,        -99.9997,        -99.9993,       -100.0024,        -99.9999,        -99.9998
         153,        1.266667,        -99.9997,        -99.9997,        -99.9999,       -100.0003,        -99.9990,       -100.0317,        -99.9994,       -100.0050
         154,        1.275000,       -100.0000,       -100.0001,        -99.9996,       -100.0001,        -99.9997,        -99.9549,       -100.0006,        -99.9685
         155,        1.283333,       -100.0004,        -99.9999,       -100.0003,       -100.0005,       -100.0017,        -99.9969,        -99.9995,        -99.9994
         156,        1.291667,        -99.9995,       -100.0001,        -99.9999,       -100.0000,       -100.0110,        -99.9895,       -100.0005,        -99.9781
         157,        1.300000,        -99.9999,        -99.9998,       -100.0001,       -100.0001,        -99.9994,       -100.0002,       -100.0001,        -99.9903
         158,        1.308333,       -100.0008,       -100.0002,       -100.0001,       -100.0002,        -99.9982,        -99.9933,       -100.0008,        -99.9916
         159,        1.316667,        -99.9999,        -99.9999,        -99.9996,       -100.0005,        -99.9981,        -99.9948,        -99.9999,        -99.9952
         160,        1.325000,        -99.9995,        -99.9998,       -100.0001,       -100.0007,        -99.9987,        -99.9973,       -100.0000,        -99.9979
         161,        1.333333,       -100.0004,       -100.0002,       -100.0000,        -99.9996,        -99.9987,       -100.0005,       -100.0000,        -99.9986
         162,        1.341667,        -99.9999,        -99.9998,       -100.0001,        -99.9999,        -99.9991,        -99.9978,        -99.9988,        -99.9976
         163,        1.350000,        -99.9998,       -100.0003,       -100.0001,       -100.0002,        -99.9995,        -99.9990,       -100.0003,        -99.9985
         164,        1.358333,       -100.0001,        -99.9996,       -100.0001,        -99.9997,        -99.9994,       -100.0004,       -100.0005,        -99.9991
         165,        1.366667,        -99.9998,       -100.0001,       -100.0000,        -99.9994,        -99.9993,       -100.0006,       -100.0002,        -99.9999
         166,        1.375000,        -99.9996,       -100.0002,       -100.0005,        -99.9998,        -99.9998,       -100.0007,       -100.0001,        -99.9997
         167,        1.383333,       -100.0002,       -100.0001,        -99.9999,        -99.9998,       -100.0000,        -99.9999,       -100.0002,       -100.0000
         168,        1.391667,       -100.0002,       -100.0000,       -100.0000,        -99.9992,        -99.9996,       -100.0013,        -99.9999,        -99.9995
         169,        1.400000,       -100.0001,       -100.0000,        -99.9997,       -100.0001,       -100.0001,        -99.9989,       -100.0001,        -99.9997
         170,        1.408333,       -100.0000,        -99.9999,        -99.9996,       -100.0001,       -100.0001,        -99.9996,       -100.0003,        -99.9994
         171,        1.416667,        -99.9995,        -99.9996,       -100.0001,       -100.0005,        -99.9999,       -100.0009,        -99.9997,       -100.0000
         172,        1.425000,       -100.0000,        -99.9998,        -99.9999,       -100.0001,        -99.9995,       -100.0012,        -99.9995,       -100.0006
         173,        1.433333,       -100.0001,       -100.0000,        -99.9997,       -100.0000,        -99.9999,       -100.0008,        -99.9999,       -100.0000
         174,        1.441667,        -99.9999,       -100.0000,        -99.9998,        -99.9998,        -99.9998,       -100.0020,        -99.9999,       -100.0004
         175,        1.450000,       -100.0005,       -100.0001,        -99.9999,       -100.0001,       -100.0000,       -100.0006,       -100.0011,        -99.9995
         176,        1.458333,        -99.9995,       -100.0004,       -100.0002,        -99.9999,        -99.9999,        -99.9993,        -99.9997,        -99.9999
         177,        1.466667,       -100.0001,       -100.0000,       -100.0000,       -100.0000,        -99.9996,        -99.9975,        -99.9994,       -100.0008
         178,        1.475000,       -100.0000,       -100.0000,       -100.0000,        -99.9997,       -100.0000,       -100.0020,        -99.9998,        -99.9998
         179,        1.483333,       -100.0003,        -99.9999,        -99.9997,       -100.0000,       -100.0001,        -99.9981,        -99.9999,       -100.0006
         180,        1.491667,        -99.9996,        -99.9998,       -100.0000,       -100.0001,       -100.0005,       -100.0004,       -100.0003,        -99.9994
         181,        1.500000,       -100.0005,       -100.0003,       -100.0002,       -100.0001,       -100.0005,        -99.9999,        -99.9988,       -100.0004
         182,        1.508333,        -99.9996,       -100.0001,       -100.0000,        -99.9997,       -100.0001,       -100.0029,        -99.9993,       -100.0000
         183,        1.516667,       -100.0001,        -99.9993,        -99.9999,       -100.0001,       -100.0001,        -99.9993,        -99.9998,       -100.0002
         184,        1.525000,       -100.0002,       -100.0004,        -99.9996,       -100.0000,       -100.0000,       -100.0017,        -99.9998,        -99.9997
         185,        1.533333,       -100.0002,       -100.0002,       -100.0000,        -99.9997,       -100.0002,       -100.0021,       -100.0006,        -99.9991
         186,        1.541667,        -99.9999,        -99.9999,       -100.0000,       -100.0003,        -99.9997,       -100.0012,       -100.0001,        -99.9995
         187,        1.550000,        -99.9996,       -100.0003,       -100.0001,       -100.0000,       -100.0003,       -100.0014,        -99.9996,       -100.0008
         188,        1.558333,       -100.0003,        -99.9996,       -100.0001,        -99.9996,       -100.0002,       -100.0008,       -100.0002,        -99.9999
         189,        1.566667,        -99.9999,       -100.0005,        -99.9997,        -99.9999,       -100.0001,       -100.0011,       -100.0006,       -100.0000
         190,        1.575000,        -99.9996,       -100.0001,        -99.9999,       -100.0000,       -100.0002,       -100.0013,       -100.0001,        -99.9998
         191,        1.583333,       -100.0000,       -100.0000,       -100.0003,        -99.9999,        -99.9997,        -99.9989,       -100.0007,       -100.0002
         192,        1.591667,        -99.9998,        -99.9999,        -99.9995,       -100.0001,        -99.9995,       -100.0008,        -99.9991,        -99.9996
         193,        1.600000,       -100.0001,       -100.0003,        -99.9998,        -99.9994,        -99.9998,       -100.0014,        -99.9996,       -100.0005
         194,        1.608333,        -99.9997,        -99.9998,       -100.0002,       -100.0002,       -100.0002,       -100.0000,       -100.0004,        -99.9999
         195,        1.616667,       -100.0001,       -100.0004,       -100.0002,        -99.9995,        -99.9997,        -99.9997,       -100.0006,       -100.0009
         196,        1.625000,       -100.0005,        -99.9998,        -99.9997,        -99.9997,        -99.9996,       -100.0007,        -99.9996,       -100.0010
         197,        1.633333,       -100.0002,        -99.9999,       -100.0004,        -99.9995,       -100.0005,       -100.0027,        -99.9987,        -99.9984
         198,        1.641667,        -99.9994,        -99.9999,       -100.0000,       -100.0001,        -99.9998,        -99.9996,       -100.0006,        -99.9997
         199,        1.650000,       -100.0002,        -99.9999,        -99.9997,       -100.0002,        -99.9999,       -100.0000,       -100.0000,        -99.9999
         200,        1.658333,        -99.9998,       -100.0000,        -99.9998,        -99.9997,       -100.0000,        -99.9999,       -100.0004,        -99.9999
         201,        1.666667,       -100.0001,        -99.9998,        -99.9997,       -100.0004,        -99.9998,       -100.0006,       -100.0001,        -99.9994
         202,        1.675000,       -100.0005,        -99.9997,        -99.9999,        -99.9997,       -100.0002,        -99.9991,       -100.0001,        -99.9995
         203,        1.683333,        -99.9998,       -100.0004,        -99.9998,        -99.9998,       -100.0001,       -100.0003,        -99.9991,        -99.9998
         204,        1.691667,       -100.0000,       -100.0001,        -99.9997,        -99.9999,       -100.0000,       -100.0000,       -100.0005,       -100.0008
         205,        1.700000,       -100.0001,       -100.0004,       -100.0000,        -99.9997,       -100.0003,        -99.9995,       -100.0004,        -99.9996
         206,        1.708333,       -100.0003,        -99.9999,       -100.0003,       -100.0002,       -100.0002,       -100.0001,       -100.0012,       -100.0002
         207,        1.716667,        -99.9997,       -100.0001,        -99.9999,       -100.0000,       -100.0001,        -99.9989,       -100.0007,       -100.0005
         208,        1.725000,        -99.9995,        -99.9999,        -99.9998,       -100.0003,        -99.9995,        -99.9999,        -99.9996,       -100.0002
         209,        1.733333,        -99.9998,       -100.0000,       -100.0002,        -99.9998,        -99.9996,       -100.0001,        -99.9998,        -99.9989
