"OutphaseC4_019 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_019.tcf]","Time (h)","Q 2 [OutphaseC4_019]","Q 3 [OutphaseC4_019]","Q 4 [OutphaseC4_019]","Q 5 [OutphaseC4_019]","Q 6 [OutphaseC4_019]","Q 7 [OutphaseC4_019]","Q 1 [OutphaseC4_019]","Q  8 [OutphaseC4_019]"
          17,        0.133333,        -79.9035,        -77.1086,        -74.4827,        -67.7128,        -55.2563,        -28.5965,        -79.9790,        -17.6915
          18,        0.141667,        -79.9289,        -77.7245,        -75.6529,        -70.1013,        -59.1664,        -35.7806,        -79.9865,        -26.2530
          19,        0.150000,        -79.9301,        -78.2105,        -76.5755,        -72.0448,        -62.2650,        -42.3529,        -79.9922,        -34.3008
          20,        0.158333,        -79.9445,        -78.5895,        -77.3093,        -73.5975,        -65.2689,        -48.3002,        -79.9962,        -41.4703
          21,        0.166667,        -79.9535,        -78.8901,        -77.8825,        -74.8218,        -67.7720,        -53.5620,        -79.9964,        -47.7296
          22,        0.175000,        -79.9615,        -79.1307,        -78.3353,        -75.8204,        -69.9225,        -58.0774,        -79.9974,        -53.0274
          23,        0.183333,        -79.9686,        -79.3151,        -78.6911,        -76.6209,        -71.7147,        -61.8312,        -79.9996,        -57.5069
          24,        0.191667,        -79.9754,        -79.4605,        -78.9683,        -77.2629,        -73.2021,        -64.9368,        -79.9998,        -61.2291
          25,        0.200000,        -79.9825,        -79.5778,        -79.1881,        -77.7957,        -74.4405,        -67.5171,        -80.0006,        -64.3439
          26,        0.208333,        -79.9864,        -79.6662,        -79.3617,        -78.2196,        -75.4686,        -69.6640,        -80.0003,        -66.9478
          27,        0.216667,        -79.9913,        -79.7380,        -79.4982,        -78.5664,        -76.3141,        -71.4593,        -79.9999,        -69.1369
          28,        0.225000,        -79.9939,        -79.7943,        -79.6058,        -78.8450,        -77.0034,        -72.9468,        -80.0016,        -70.9778
          29,        0.233333,        -79.9946,        -79.8379,        -79.6908,        -79.0665,        -77.5609,        -74.1907,        -80.0000,        -72.5295
          30,        0.241667,        -79.9940,        -79.8735,        -79.7554,        -79.2483,        -78.0231,        -75.2176,        -79.9994,        -73.8333
          31,        0.250000,        -79.9950,        -79.9005,        -79.8078,        -79.3928,        -78.4047,        -76.0777,        -79.9997,        -74.9222
          32,        0.258333,        -79.9958,        -79.9222,        -79.8494,        -79.5107,        -78.7033,        -76.7870,        -80.0004,        -75.8305
          33,        0.266667,        -79.9975,        -79.9386,        -79.8820,        -79.6014,        -78.9519,        -77.3674,        -79.9984,        -76.5828
          34,        0.275000,        -79.9974,        -79.9508,        -79.9061,        -79.6771,        -79.1594,        -77.8561,        -80.0024,        -77.2027
          35,        0.283333,        -79.9980,        -79.9619,        -79.9269,        -79.7365,        -79.3201,        -78.2495,        -80.0006,        -77.7196
          36,        0.291667,        -79.9985,        -79.9709,        -79.9429,        -79.7826,        -79.4496,        -78.5714,        -80.0007,        -78.1377
          37,        0.300000,        -79.9988,        -79.9772,        -79.9546,        -79.8222,        -79.5593,        -78.8382,        -80.0009,        -78.4812
          38,        0.308333,        -79.9990,        -79.9826,        -79.9641,        -79.8499,        -79.6444,        -79.0577,        -80.0000,        -78.7655
          39,        0.316667,        -79.9999,        -79.9861,        -79.9721,        -79.8751,        -79.7152,        -79.2337,        -80.0001,        -78.9960
          40,        0.325000,        -79.9992,        -79.9898,        -79.9781,        -79.8949,        -79.7709,        -79.3787,        -79.9994,        -79.1847
          41,        0.333333,        -80.0000,        -79.9927,        -79.9827,        -79.9092,        -79.8181,        -79.4961,        -79.9993,        -79.3385
          42,        0.341667,        -79.9995,        -79.9937,        -79.9875,        -79.9219,        -79.8533,        -79.5907,        -79.9989,        -79.4627
          43,        0.350000,        -79.9998,        -79.9953,        -79.9900,        -79.9317,        -79.8814,        -79.6687,        -79.9989,        -79.5639
          44,        0.358333,        -80.0004,        -79.9960,        -79.9923,        -79.9383,        -79.9051,        -79.7318,        -80.0004,        -79.6466
          45,        0.366667,        -79.9998,        -79.9965,        -79.9930,        -79.9445,        -79.9237,        -79.7829,        -79.9997,        -79.7134
          46,        0.375000,        -79.9996,        -79.9977,        -79.9961,        -79.9508,        -79.9393,        -79.8249,        -79.9989,        -79.7686
          47,        0.383333,        -79.9994,        -79.9979,        -79.9960,        -79.9538,        -79.9513,        -79.8589,        -79.9995,        -79.8117
          48,        0.391667,        -79.9997,        -80.0002,        -79.9965,        -79.9582,        -79.9610,        -79.8863,        -79.9986,        -79.8483
          49,        0.400000,        -80.0002,        -79.9985,        -79.9984,        -79.9594,        -79.9689,        -79.9072,        -79.9987,        -79.8777
          50,        0.408333,        -80.0005,        -79.9986,        -79.9986,        -79.9619,        -79.9750,        -79.9249,        -79.9991,        -79.9012
          51,        0.416667,        -79.9996,        -79.9992,        -79.9983,        -79.9624,        -79.9803,        -79.9400,        -79.9999,        -79.9204
          52,        0.425000,        -80.0000,        -80.0002,        -79.9974,        -79.9639,        -79.9842,        -79.9521,        -79.9988,        -79.9370
          53,        0.433333,        -79.9996,        -79.9995,        -79.9999,        -79.9652,        -79.9875,        -79.9614,        -80.0005,        -79.9485
          54,        0.441667,        -79.9998,        -80.0000,        -80.0006,        -79.9657,        -79.9900,        -79.9704,        -80.0001,        -79.9589
          55,        0.450000,        -79.9999,        -80.0004,        -79.9998,        -79.9676,        -79.9918,        -79.9758,        -80.0001,        -79.9668
          56,        0.458333,        -80.0002,        -80.0004,        -79.9990,        -79.9670,        -79.9931,        -79.9803,        -79.9990,        -79.9727
          57,        0.466667,        -79.9999,        -80.0012,        -79.9987,        -79.9664,        -79.9952,        -79.9842,        -79.9993,        -79.9783
          58,        0.475000,        -79.9998,        -80.0003,        -79.9994,        -79.9664,        -79.9968,        -79.9865,        -80.0003,        -79.9822
          59,        0.483333,        -80.0000,        -80.0003,        -80.0012,        -79.9679,        -79.9963,        -79.9887,        -80.0009,        -79.9858
          60,        0.491667,        -79.9998,        -80.0006,        -80.0012,        -79.9669,        -79.9967,        -79.9914,        -79.9999,        -79.9883
          61,        0.500000,        -80.0003,        -79.9986,        -79.9996,        -79.9680,        -79.9979,        -79.9937,        -79.9998,        -79.9913
          62,        0.508333,        -80.0004,        -80.0002,        -79.9991,        -79.9678,        -79.9987,        -79.9947,        -80.0002,        -79.9928
          63,        0.516667,        -80.0001,        -79.9997,        -79.9984,        -79.9677,        -79.9990,        -79.9956,        -79.9991,        -79.9940
          64,        0.525000,        -79.9997,        -80.0006,        -80.0003,        -79.9693,        -79.9987,        -79.9960,        -80.0003,        -79.9955
          65,        0.533333,        -79.9997,        -79.9997,        -80.0018,        -79.9683,        -79.9997,        -79.9974,        -80.0001,        -79.9957
          66,        0.541667,        -79.9999,        -80.0000,        -80.0005,        -79.9689,        -79.9991,        -79.9984,        -79.9999,        -79.9975
          67,        0.550000,        -79.9999,        -80.0007,        -79.9999,        -79.9686,        -79.9992,        -79.9984,        -79.9986,        -79.9976
          68,        0.558333,        -80.0001,        -80.0006,        -79.9990,        -79.9685,        -79.9992,        -79.9981,        -80.0004,        -79.9985
          69,        0.566667,        -79.9991,        -79.9998,        -79.9986,        -79.9691,        -79.9995,        -79.9983,        -79.9997,        -79.9988
          70,        0.575000,        -80.0000,        -79.9996,        -80.0004,        -79.9690,        -79.9995,        -79.9998,        -79.9999,        -79.9988
          71,        0.583333,        -79.9995,        -79.9995,        -80.0014,        -79.9681,        -79.9999,        -79.9999,        -79.9993,        -79.9984
          72,        0.591667,        -80.0003,        -79.9995,        -80.0005,        -79.9688,        -79.9997,        -80.0003,        -79.9988,        -79.9988
          73,        0.600000,        -79.9997,        -80.0006,        -80.0001,        -79.9684,        -80.0008,        -79.9998,        -79.9996,        -79.9993
          74,        0.608333,        -79.9999,        -79.9996,        -79.9990,        -79.9687,        -79.9999,        -80.0002,        -80.0000,        -79.9995
          75,        0.616667,        -79.9999,        -79.9999,        -79.9991,        -79.9697,        -79.9999,        -79.9995,        -79.9996,        -79.9993
          76,        0.625000,        -80.0001,        -79.9999,        -79.9999,        -79.9702,        -80.0000,        -79.9993,        -79.9990,        -79.9993
          77,        0.633333,        -79.9997,        -80.0006,        -80.0015,        -79.9682,        -79.9997,        -79.9995,        -79.9983,        -80.0004
          78,        0.641667,        -80.0000,        -80.0005,        -80.0009,        -79.9690,        -79.9992,        -79.9995,        -79.9997,        -79.9993
          79,        0.650000,        -79.9996,        -80.0001,        -80.0000,        -79.9692,        -80.0000,        -79.9998,        -79.9999,        -79.9990
          80,        0.658333,        -80.0002,        -80.0010,        -79.9984,        -79.9685,        -80.0000,        -79.9997,        -80.0005,        -79.9999
          81,        0.666667,        -80.0000,        -80.0005,        -79.9980,        -79.9692,        -80.0000,        -80.0004,        -79.9996,        -79.9997
          82,        0.675000,        -79.9997,        -79.9995,        -79.9999,        -79.9684,        -80.0004,        -80.0003,        -80.0004,        -79.9998
          83,        0.683333,        -79.9999,        -80.0001,        -80.0012,        -79.9688,        -80.0000,        -79.9994,        -79.9997,        -79.9999
          84,        0.691667,        -80.0003,        -80.0000,        -80.0002,        -79.9678,        -79.9994,        -80.0011,        -79.9987,        -80.0006
          85,        0.700000,        -80.0001,        -80.0006,        -79.9996,        -79.9682,        -79.9998,        -79.9989,        -79.9996,        -80.0006
          86,        0.708333,        -80.0003,        -80.0009,        -79.9987,        -79.9676,        -80.0004,        -79.9995,        -79.9996,        -80.0001
          87,        0.716667,        -80.0002,        -79.9998,        -79.9993,        -79.9682,        -80.0001,        -80.0000,        -80.0006,        -80.0005
          88,        0.725000,        -79.9998,        -80.0012,        -80.0003,        -79.9682,        -80.0001,        -79.9997,        -80.0005,        -79.9995
          89,        0.733333,        -80.0004,        -80.0003,        -80.0014,        -79.9688,        -79.9995,        -79.9999,        -80.0004,        -79.9996
          90,        0.741667,        -79.9995,        -79.9999,        -80.0009,        -79.9691,        -79.9998,        -80.0007,        -79.9993,        -80.0005
          91,        0.750000,        -79.9999,        -80.0000,        -79.9995,        -79.9673,        -80.0000,        -79.9999,        -79.9996,        -79.9999
          92,        0.758333,        -79.9998,        -79.9999,        -79.9987,        -79.9695,        -80.0005,        -79.9997,        -79.9975,        -79.9997
          93,        0.766667,        -80.0003,        -80.0002,        -79.9994,        -79.9704,        -79.9998,        -80.0005,        -80.0006,        -79.9995
          94,        0.775000,        -80.0002,        -79.9993,        -80.0000,        -79.9686,        -79.9997,        -79.9990,        -79.9987,        -79.9993
          95,        0.783333,        -79.9991,        -80.0002,        -80.0019,        -79.9694,        -80.0000,        -80.0000,        -79.9992,        -80.0007
          96,        0.791667,        -79.9997,        -79.9992,        -80.0004,        -79.9697,        -80.0000,        -79.9994,        -80.0004,        -79.9999
          97,        0.800000,        -80.0005,        -79.9996,        -80.0003,        -79.9692,        -80.0001,        -80.0003,        -80.0010,        -80.0004
          98,        0.808333,        -79.9994,        -80.0009,        -79.9993,        -79.9685,        -80.0000,        -80.0002,        -80.0015,        -79.9997
          99,        0.816667,        -80.0003,        -79.9998,        -79.9989,        -79.9690,        -79.9995,        -79.9998,        -79.9996,        -80.0000
         100,        0.825000,        -79.9997,        -80.0000,        -80.0002,        -79.9688,        -79.9998,        -79.9990,        -80.0007,        -79.9999
         101,        0.833333,        -80.0000,        -80.0000,        -80.0017,        -79.9689,        -79.9996,        -79.9995,        -79.9990,        -80.0004
         102,        0.841667,        -80.0003,        -79.9996,        -80.0001,        -79.9700,        -80.0003,        -80.0001,        -79.9994,        -80.0005
         103,        0.850000,        -79.9992,        -79.9999,        -79.9996,        -79.9682,        -80.0000,        -79.9995,        -80.0005,        -79.9998
         104,        0.858333,        -79.9998,        -79.9996,        -79.9981,        -79.9700,        -79.9997,        -80.0007,        -80.0017,        -79.9999
         105,        0.866667,        -80.0001,        -80.0002,        -79.9989,        -79.9691,        -79.9996,        -79.9998,        -80.0001,        -80.0003
         106,        0.875000,        -79.9997,        -79.9993,        -79.9999,        -79.9690,        -80.0001,        -80.0004,        -80.0005,        -80.0005
         107,        0.883333,        -79.9999,        -80.0009,        -80.0007,        -79.9689,        -80.0003,        -80.0001,        -79.9999,        -79.9998
         108,        0.891667,        -80.0002,        -79.9988,        -80.0007,        -79.9685,        -80.0005,        -79.9995,        -79.9995,        -80.0001
         109,        0.900000,        -79.9999,        -80.0010,        -80.0000,        -79.9694,        -79.9997,        -80.0001,        -79.9994,        -80.0006
         110,        0.908333,        -80.0003,        -80.0002,        -79.9988,        -79.9678,        -80.0000,        -79.9998,        -79.9989,        -80.0001
         111,        0.916667,        -80.0001,        -80.0004,        -79.9985,        -79.9683,        -80.0000,        -80.0010,        -80.0014,        -80.0004
         112,        0.925000,        -79.9999,        -80.0006,        -80.0003,        -79.9685,        -80.0005,        -80.0002,        -79.9993,        -80.0004
         113,        0.933333,        -79.9996,        -80.0002,        -80.0019,        -79.9686,        -79.9999,        -80.0013,        -80.0001,        -79.9997
         114,        0.941667,        -79.9996,        -80.0000,        -80.0000,        -79.9692,        -80.0003,        -80.0000,        -80.0008,        -79.9999
         115,        0.950000,        -79.9996,        -79.9998,        -80.0007,        -79.9683,        -79.9999,        -80.0001,        -79.9999,        -79.9998
         116,        0.958333,        -80.0000,        -80.0004,        -79.9995,        -79.9688,        -80.0004,        -80.0004,        -79.9998,        -80.0000
         117,        0.966667,        -79.9998,        -80.0000,        -79.9989,        -79.9692,        -79.9999,        -80.0002,        -79.9995,        -79.9995
         118,        0.975000,        -79.9993,        -79.9990,        -80.0000,        -79.9694,        -79.9998,        -79.9998,        -80.0011,        -80.0002
         119,        0.983333,        -79.9992,        -80.0003,        -80.0016,        -79.9687,        -80.0001,        -80.0005,        -80.0002,        -80.0003
         120,        0.991667,        -80.0000,        -79.9991,        -80.0014,        -79.9685,        -80.0000,        -80.0000,        -80.0006,        -79.9996
         121,        1.000000,        -79.9997,        -80.0001,        -80.0003,        -79.9681,        -80.0004,        -80.0001,        -80.0005,        -80.0002
         122,        1.008333,        -79.9992,        -80.0004,        -79.9990,        -79.9694,        -79.9997,        -79.9988,        -79.9998,        -80.0006
         123,        1.016667,        -80.0000,        -80.0005,        -79.9986,        -79.9693,        -79.9999,        -80.0004,        -80.0005,        -80.0007
         124,        1.025000,        -79.9997,        -80.0003,        -79.9993,        -79.9685,        -80.0000,        -79.9988,        -79.9983,        -80.0009
         125,        1.033333,        -79.9998,        -79.9988,        -80.0010,        -79.9696,        -80.0001,        -80.0004,        -80.0017,        -79.9991
         126,        1.041667,        -79.9997,        -79.9993,        -80.0016,        -79.9686,        -80.0002,        -80.0009,        -79.9991,        -80.0000
         127,        1.050000,        -79.9999,        -80.0016,        -80.0004,        -79.9692,        -79.9999,        -80.0009,        -79.9996,        -80.0002
         128,        1.058333,        -80.0000,        -80.0003,        -79.9999,        -79.9677,        -79.9998,        -80.0006,        -80.0015,        -80.0002
         129,        1.066667,        -79.9996,        -80.0006,        -79.9994,        -79.9686,        -80.0004,        -79.9994,        -80.0002,        -80.0008
         130,        1.075000,        -79.9998,        -80.0002,        -79.9993,        -79.9687,        -80.0001,        -79.9993,        -79.9996,        -79.9996
         131,        1.083333,        -80.0005,        -80.0010,        -80.0006,        -79.9678,        -79.9999,        -80.0010,        -80.0006,        -80.0011
         132,        1.091667,        -79.9997,        -80.0006,        -80.0012,        -79.9696,        -80.0000,        -80.0013,        -79.9996,        -80.0000
         133,        1.100000,        -80.0001,        -79.9994,        -80.0009,        -79.9694,        -80.0000,        -79.9999,        -79.9998,        -79.9992
         134,        1.108333,        -79.9995,        -80.0008,        -79.9992,        -79.9681,        -80.0000,        -80.0001,        -79.9997,        -79.9995
         135,        1.116667,        -79.9997,        -80.0004,        -79.9988,        -79.9690,        -79.9999,        -79.9998,        -80.0000,        -79.9998
         136,        1.125000,        -80.0000,        -79.9997,        -79.9989,        -79.9679,        -80.0003,        -80.0001,        -80.0008,        -80.0000
         137,        1.133333,        -80.0000,        -80.0010,        -80.0005,        -79.9691,        -80.0004,        -80.0001,        -80.0006,        -79.9992
         138,        1.141667,        -80.0000,        -80.0007,        -80.0011,        -79.9684,        -79.9999,        -80.0002,        -80.0004,        -80.0002
         139,        1.150000,        -79.9996,        -80.0001,        -80.0003,        -79.9689,        -79.9999,        -79.9996,        -79.9996,        -80.0003
         140,        1.158333,        -79.9996,        -80.0000,        -80.0000,        -79.9677,        -79.9996,        -79.9985,        -79.9996,        -79.9996
         141,        1.166667,        -80.0000,        -80.0010,        -79.9992,        -79.9693,        -79.9998,        -80.0001,        -80.0011,        -80.0001
         142,        1.175000,        -79.9996,        -79.9998,        -79.9989,        -79.9700,        -80.0002,        -79.9995,        -79.9991,        -79.9996
         143,        1.183333,        -80.0000,        -79.9998,        -79.9994,        -79.9690,        -79.9999,        -80.0002,        -79.9996,        -80.0003
         144,        1.191667,        -80.0003,        -80.0004,        -80.0015,        -79.9695,        -79.9993,        -79.9999,        -80.0007,        -79.9997
         145,        1.200000,        -79.9998,        -79.9997,        -80.0004,        -79.9681,        -79.9998,        -80.0008,        -80.0002,        -79.9993
         146,        1.208333,        -80.0003,        -79.9998,        -80.0005,        -79.9681,        -80.0000,        -80.0001,        -79.9996,        -79.9993
         147,        1.216667,        -79.9995,        -80.0002,        -79.9995,        -79.9692,        -80.0001,        -80.0004,        -79.9993,        -80.0006
         148,        1.225000,        -80.0001,        -80.0005,        -79.9985,        -79.9673,        -79.9999,        -80.0002,        -79.9992,        -79.9994
         149,        1.233333,        -79.9998,        -79.9993,        -79.9991,        -79.9691,        -79.9996,        -79.9996,        -79.9998,        -80.0000
         150,        1.241667,        -79.9999,        -79.9991,        -80.0012,        -79.9693,        -79.9996,        -79.9998,        -80.0006,        -80.0002
         151,        1.250000,        -80.0000,        -80.0003,        -80.0010,        -79.9682,        -79.9997,        -79.9993,        -79.9995,        -80.0002
         152,        1.258333,        -79.9999,        -79.9991,        -80.0000,        -79.9688,        -80.0003,        -79.9999,        -79.9997,        -80.0002
         153,        1.266667,        -79.9992,        -80.0001,        -79.9996,        -79.9691,        -79.9999,        -80.0005,        -80.0006,        -79.9996
         154,        1.275000,        -80.0007,        -79.9998,        -79.9989,        -79.9693,        -79.9997,        -80.0002,        -80.0004,        -80.0000
         155,        1.283333,        -79.9999,        -79.9989,        -79.9998,        -79.9697,        -79.9999,        -80.0008,        -80.0011,        -80.0006
         156,        1.291667,        -80.0000,        -79.9995,        -80.0015,        -79.9679,        -80.0004,        -80.0005,        -80.0004,        -80.0002
         157,        1.300000,        -79.9996,        -80.0005,        -80.0014,        -79.9678,        -79.9997,        -80.0004,        -80.0012,        -79.9998
         158,        1.308333,        -79.9997,        -80.0003,        -79.9999,        -79.9694,        -79.9995,        -79.9991,        -80.0005,        -79.9997
         159,        1.316667,        -80.0001,        -80.0003,        -79.9996,        -79.9681,        -79.9997,        -79.9996,        -79.9998,        -79.9997
         160,        1.325000,        -79.9997,        -80.0000,        -79.9986,        -79.9697,        -79.9998,        -79.9993,        -79.9998,        -80.0002
         161,        1.333333,        -79.9998,        -79.9995,        -79.9989,        -79.9691,        -80.0001,        -79.9995,        -80.0000,        -80.0002
         162,        1.341667,        -80.0001,        -80.0014,        -80.0008,        -79.9695,        -80.0001,        -79.9996,        -80.0008,        -80.0004
         163,        1.350000,        -80.0000,        -79.9993,        -80.0018,        -79.9689,        -79.9999,        -80.0000,        -80.0012,        -79.9993
         164,        1.358333,        -79.9995,        -80.0004,        -80.0005,        -79.9689,        -80.0005,        -80.0008,        -79.9993,        -80.0005
         165,        1.366667,        -80.0006,        -79.9994,        -79.9994,        -79.9691,        -80.0003,        -79.9999,        -80.0000,        -79.9995
         166,        1.375000,        -79.9996,        -79.9995,        -79.9989,        -79.9689,        -80.0005,        -79.9999,        -80.0004,        -79.9997
         167,        1.383333,        -80.0000,        -80.0009,        -79.9992,        -79.9673,        -80.0003,        -80.0009,        -80.0012,        -80.0005
         168,        1.391667,        -80.0002,        -80.0004,        -80.0007,        -79.9682,        -80.0004,        -80.0003,        -80.0009,        -79.9998
         169,        1.400000,        -80.0002,        -80.0002,        -80.0010,        -79.9689,        -79.9998,        -80.0007,        -79.9993,        -80.0001
         170,        1.408333,        -80.0003,        -80.0001,        -80.0007,        -79.9694,        -80.0000,        -80.0007,        -80.0006,        -79.9995
         171,        1.416667,        -80.0000,        -79.9989,        -79.9996,        -79.9682,        -80.0000,        -79.9998,        -79.9994,        -80.0003
         172,        1.425000,        -79.9999,        -80.0002,        -79.9983,        -79.9693,        -80.0002,        -80.0001,        -80.0004,        -79.9997
         173,        1.433333,        -80.0001,        -80.0015,        -79.9990,        -79.9684,        -79.9996,        -79.9993,        -80.0006,        -80.0001
         174,        1.441667,        -79.9996,        -79.9994,        -79.9999,        -79.9693,        -79.9998,        -80.0009,        -79.9996,        -80.0003
         175,        1.450000,        -79.9997,        -80.0008,        -80.0013,        -79.9683,        -80.0005,        -80.0001,        -79.9991,        -80.0007
         176,        1.458333,        -80.0007,        -79.9989,        -80.0009,        -79.9692,        -80.0003,        -80.0001,        -79.9996,        -80.0005
         177,        1.466667,        -80.0005,        -80.0005,        -80.0003,        -79.9701,        -80.0005,        -80.0004,        -79.9998,        -80.0004
         178,        1.475000,        -80.0001,        -80.0001,        -79.9999,        -79.9691,        -80.0004,        -80.0003,        -80.0014,        -79.9995
         179,        1.483333,        -80.0001,        -80.0007,        -79.9990,        -79.9692,        -79.9999,        -80.0003,        -79.9990,        -79.9995
         180,        1.491667,        -80.0001,        -80.0020,        -79.9996,        -79.9680,        -80.0000,        -79.9993,        -80.0000,        -79.9999
         181,        1.500000,        -80.0001,        -80.0012,        -80.0010,        -79.9688,        -79.9999,        -80.0005,        -79.9997,        -80.0004
         182,        1.508333,        -80.0000,        -80.0009,        -80.0014,        -79.9679,        -79.9995,        -79.9995,        -80.0010,        -80.0000
         183,        1.516667,        -80.0004,        -80.0017,        -80.0004,        -79.9683,        -80.0004,        -79.9987,        -79.9987,        -80.0007
         184,        1.525000,        -79.9998,        -80.0002,        -79.9990,        -79.9706,        -79.9995,        -80.0009,        -79.9994,        -79.9998
         185,        1.533333,        -80.0003,        -80.0007,        -79.9979,        -79.9689,        -80.0000,        -79.9992,        -80.0003,        -80.0003
         186,        1.541667,        -80.0002,        -79.9988,        -79.9989,        -79.9693,        -80.0005,        -80.0001,        -80.0009,        -80.0009
         187,        1.550000,        -80.0002,        -80.0005,        -80.0009,        -79.9692,        -79.9998,        -80.0005,        -79.9991,        -80.0003
         188,        1.558333,        -79.9998,        -79.9985,        -80.0009,        -79.9687,        -79.9997,        -79.9995,        -79.9997,        -80.0000
         189,        1.566667,        -80.0005,        -80.0001,        -80.0002,        -79.9669,        -80.0001,        -80.0000,        -79.9992,        -79.9999
         190,        1.575000,        -80.0000,        -80.0001,        -79.9992,        -79.9686,        -80.0003,        -80.0001,        -80.0011,        -80.0000
         191,        1.583333,        -80.0002,        -79.9992,        -79.9989,        -79.9678,        -80.0000,        -79.9996,        -80.0000,        -79.9994
         192,        1.591667,        -80.0003,        -80.0006,        -80.0000,        -79.9687,        -80.0000,        -80.0004,        -80.0008,        -80.0002
         193,        1.600000,        -80.0000,        -80.0000,        -80.0022,        -79.9691,        -79.9999,        -79.9992,        -80.0008,        -79.9994
         194,        1.608333,        -80.0005,        -80.0005,        -80.0013,        -79.9696,        -79.9996,        -80.0002,        -80.0004,        -80.0003
         195,        1.616667,        -79.9995,        -79.9995,        -80.0007,        -79.9680,        -80.0003,        -79.9989,        -79.9997,        -80.0007
         196,        1.625000,        -80.0001,        -80.0016,        -79.9993,        -79.9666,        -80.0006,        -80.0007,        -79.9988,        -79.9998
         197,        1.633333,        -80.0000,        -80.0003,        -79.9995,        -79.9688,        -79.9998,        -79.9997,        -79.9996,        -79.9995
         198,        1.641667,        -79.9998,        -80.0004,        -79.9986,        -79.9686,        -79.9999,        -80.0004,        -80.0001,        -80.0008
         199,        1.650000,        -79.9997,        -80.0004,        -80.0009,        -79.9691,        -79.9999,        -79.9997,        -80.0006,        -80.0002
         200,        1.658333,        -80.0000,        -80.0005,        -80.0016,        -79.9695,        -79.9994,        -79.9996,        -79.9988,        -79.9996
         201,        1.666667,        -79.9997,        -80.0007,        -80.0002,        -79.9693,        -79.9991,        -80.0001,        -80.0008,        -80.0009
         202,        1.675000,        -80.0001,        -79.9995,        -79.9995,        -79.9704,        -79.9997,        -79.9994,        -79.9981,        -80.0002
         203,        1.683333,        -79.9998,        -79.9999,        -79.9992,        -79.9688,        -79.9998,        -80.0009,        -79.9990,        -79.9998
         204,        1.691667,        -79.9998,        -80.0016,        -79.9991,        -79.9684,        -80.0001,        -80.0001,        -79.9999,        -79.9997
         205,        1.700000,        -80.0000,        -80.0013,        -80.0002,        -79.9691,        -79.9997,        -79.9995,        -80.0021,        -80.0006
         206,        1.708333,        -80.0002,        -79.9984,        -80.0016,        -79.9685,        -79.9998,        -79.9999,        -80.0002,        -80.0003
         207,        1.716667,        -79.9997,        -80.0000,        -80.0005,        -79.9696,        -80.0002,        -79.9999,        -79.9992,        -79.9999
         208,        1.725000,        -80.0004,        -79.9992,        -79.9997,        -79.9687,        -80.0000,        -79.9998,        -80.0014,        -79.9997
         209,        1.733333,        -80.0000,        -79.9991,        -79.9986,        -79.9675,        -80.0005,        -79.9992,        -79.9991,        -79.9996
