"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\006\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
         213,        3.533333,          1.2587,          1.3358,          1.3357,          1.3357
         214,        3.550000,          1.2588,          1.3357,          1.3358,          1.3357
         215,        3.566667,          1.2588,          1.3354,          1.3358,          1.3357
         216,        3.583333,          1.2588,          1.3355,          1.3356,          1.3358
         217,        3.600000,          1.2589,          1.3361,          1.3358,          1.3358
         218,        3.616667,          1.2587,          1.3357,          1.3357,          1.3357
         219,        3.633333,          1.2587,          1.3354,          1.3357,          1.3357
         220,        3.650000,          1.2589,          1.3358,          1.3357,          1.3357
         221,        3.666667,          1.2586,          1.3359,          1.3357,          1.3357
         222,        3.683333,          1.2589,          1.3355,          1.3357,          1.3357
         223,        3.700000,          1.2587,          1.3358,          1.3358,          1.3357
         224,        3.716667,          1.2587,          1.3359,          1.3357,          1.3357
         225,        3.733333,          1.2586,          1.3360,          1.3358,          1.3357
         226,        3.750000,          1.2587,          1.3355,          1.3357,          1.3357
         227,        3.766667,          1.2588,          1.3357,          1.3357,          1.3357
         228,        3.783333,          1.2588,          1.3355,          1.3358,          1.3357
         229,        3.800000,          1.2587,          1.3357,          1.3357,          1.3358
         230,        3.816667,          1.2587,          1.3355,          1.3358,          1.3356
         231,        3.833333,          1.2587,          1.3357,          1.3357,          1.3357
         232,        3.850000,          1.2586,          1.3358,          1.3357,          1.3357
         233,        3.866667,          1.2586,          1.3359,          1.3357,          1.3358
         234,        3.883333,          1.2587,          1.3360,          1.3357,          1.3357
         235,        3.900000,          1.2587,          1.3358,          1.3357,          1.3358
         236,        3.916667,          1.2588,          1.3358,          1.3358,          1.3357
         237,        3.933333,          1.2588,          1.3361,          1.3357,          1.3357
         238,        3.950000,          1.2587,          1.3353,          1.3358,          1.3358
         239,        3.966667,          1.2587,          1.3355,          1.3357,          1.3357
         240,        3.983333,          1.2587,          1.3355,          1.3357,          1.3357
         241,        4.000000,          1.2588,          1.3359,          1.3357,          1.3357

