"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\008\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          68,        1.116667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2113,          1.5684
          69,        1.133333,          0.6299,          0.9334,          0.0143,          1.8068,          1.2112,          1.5684
          70,        1.150000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          71,        1.166667,          0.6298,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
          72,        1.183333,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          73,        1.200000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          74,        1.216667,          0.6298,          0.9333,          0.0144,          1.8067,          1.2112,          1.5684
          75,        1.233333,          0.6299,          0.9333,          0.0144,          1.8067,          1.2113,          1.5684
          76,        1.250000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          77,        1.266667,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          78,        1.283333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2113,          1.5684
          79,        1.300000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          80,        1.316667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5683
          81,        1.333333,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          82,        1.350000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2113,          1.5683
          83,        1.366667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5683
          84,        1.383333,          0.6298,          0.9333,          0.0145,          1.8068,          1.2112,          1.5683
          85,        1.400000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          86,        1.416667,          0.6298,          0.9332,          0.0144,          1.8068,          1.2113,          1.5684
          87,        1.433333,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          88,        1.450000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          89,        1.466667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          90,        1.483333,          0.6298,          0.9332,          0.0143,          1.8068,          1.2112,          1.5684
          91,        1.500000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
          92,        1.516667,          0.6298,          0.9333,          0.0142,          1.8068,          1.2112,          1.5684
          93,        1.533333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          94,        1.550000,          0.6299,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
          95,        1.566667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          96,        1.583333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
          97,        1.600000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
          98,        1.616667,          0.6298,          0.9334,          0.0143,          1.8068,          1.2113,          1.5684
          99,        1.633333,          0.6298,          0.9333,          0.0142,          1.8068,          1.2112,          1.5684
         100,        1.650000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         101,        1.666667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         102,        1.683333,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         103,        1.700000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         104,        1.716667,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         105,        1.733333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         106,        1.750000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5683
         107,        1.766667,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         108,        1.783333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         109,        1.800000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         110,        1.816667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         111,        1.833333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         112,        1.850000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         113,        1.866667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         114,        1.883333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         115,        1.900000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         116,        1.916667,          0.6299,          0.9333,          0.0145,          1.8068,          1.2113,          1.5684
         117,        1.933333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         118,        1.950000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         119,        1.966667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         120,        1.983333,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         121,        2.000000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         122,        2.016667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         123,        2.033333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         124,        2.050000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         125,        2.066667,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         126,        2.083333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         127,        2.100000,          0.6299,          0.9332,          0.0143,          1.8068,          1.2112,          1.5684
         128,        2.116667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2113,          1.5684
         129,        2.133333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         130,        2.150000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         131,        2.166667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         132,        2.183333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         133,        2.200000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         134,        2.216667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         135,        2.233333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5683
         136,        2.250000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         137,        2.266667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5683
         138,        2.283333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         139,        2.300000,          0.6299,          0.9333,          0.0142,          1.8068,          1.2112,          1.5684
         140,        2.316667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2113,          1.5684
         141,        2.333333,          0.6298,          0.9332,          0.0144,          1.8068,          1.2113,          1.5684
         142,        2.350000,          0.6299,          0.9334,          0.0144,          1.8068,          1.2113,          1.5684
         143,        2.366667,          0.6299,          0.9332,          0.0143,          1.8068,          1.2112,          1.5684
         144,        2.383333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         145,        2.400000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         146,        2.416667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         147,        2.433333,          0.6298,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
         148,        2.450000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         149,        2.466667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         150,        2.483333,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         151,        2.500000,          0.6299,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
         152,        2.516667,          0.6298,          0.9332,          0.0145,          1.8068,          1.2112,          1.5684
         153,        2.533333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         154,        2.550000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         155,        2.566667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         156,        2.583333,          0.6298,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
         157,        2.600000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         158,        2.616667,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         159,        2.633333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         160,        2.650000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         161,        2.666667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         162,        2.683333,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         163,        2.700000,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         164,        2.716667,          0.6299,          0.9332,          0.0144,          1.8068,          1.2112,          1.5683
         165,        2.733333,          0.6299,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
         166,        2.750000,          0.6299,          0.9332,          0.0144,          1.8068,          1.2112,          1.5684
         167,        2.766667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         168,        2.783333,          0.6300,          0.9332,          0.0144,          1.8068,          1.2112,          1.5683
         169,        2.800000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         170,        2.816667,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         171,        2.833333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         172,        2.850000,          0.6298,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         173,        2.866667,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         174,        2.883333,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         175,        2.900000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         176,        2.916667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         177,        2.933333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         178,        2.950000,          0.6299,          0.9333,          0.0144,          1.8068,          1.2112,          1.5684
         179,        2.966667,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         180,        2.983333,          0.6299,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684
         181,        3.000000,          0.6298,          0.9333,          0.0143,          1.8068,          1.2112,          1.5684

