"InphaseC4_012 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_012.tcf]","Time (h)","Q 2 [InphaseC4_012]","Q 3 [InphaseC4_012]","Q 4 [InphaseC4_012]","Q 5 [InphaseC4_012]","Q 6 [InphaseC4_012]","Q 7 [InphaseC4_012]","Q 1 [InphaseC4_012]","Q  8 [InphaseC4_012]"
          43,        0.350000,        -14.9996,        -14.9999,        -15.0001,        -14.9995,        -14.9945,        -14.9896,        -14.9998,        -14.9876
          44,        0.358333,        -14.9994,        -14.9997,        -15.0000,        -14.9994,        -14.9958,        -14.9926,        -15.0000,        -14.9910
          45,        0.366667,        -15.0005,        -15.0000,        -15.0003,        -14.9999,        -14.9973,        -14.9948,        -15.0011,        -14.9930
          46,        0.375000,        -14.9998,        -15.0000,        -15.0004,        -14.9997,        -14.9975,        -14.9962,        -15.0008,        -14.9954
          47,        0.383333,        -15.0004,        -15.0001,        -14.9997,        -15.0002,        -14.9996,        -14.9974,        -15.0007,        -14.9969
          48,        0.391667,        -14.9998,        -15.0002,        -14.9996,        -15.0002,        -14.9990,        -14.9980,        -15.0001,        -14.9971
          49,        0.400000,        -14.9997,        -15.0001,        -14.9999,        -15.0000,        -14.9995,        -14.9984,        -14.9994,        -14.9973
          50,        0.408333,        -14.9991,        -14.9998,        -15.0004,        -14.9996,        -14.9995,        -14.9990,        -14.9995,        -14.9990
          51,        0.416667,        -15.0003,        -15.0000,        -15.0001,        -14.9999,        -15.0003,        -14.9993,        -14.9999,        -14.9991
          52,        0.425000,        -14.9998,        -14.9997,        -15.0004,        -14.9999,        -14.9992,        -14.9998,        -15.0003,        -14.9998
          53,        0.433333,        -15.0008,        -15.0001,        -14.9997,        -15.0001,        -15.0000,        -14.9996,        -15.0006,        -14.9996
          54,        0.441667,        -15.0005,        -15.0002,        -15.0006,        -15.0000,        -14.9990,        -14.9996,        -14.9999,        -14.9995
          55,        0.450000,        -15.0004,        -15.0002,        -14.9999,        -15.0000,        -15.0003,        -14.9999,        -14.9998,        -15.0001
          56,        0.458333,        -14.9993,        -15.0002,        -14.9998,        -14.9998,        -14.9987,        -14.9998,        -14.9990,        -14.9998
          57,        0.466667,        -15.0003,        -15.0001,        -15.0003,        -14.9997,        -14.9992,        -15.0000,        -14.9995,        -15.0002
          58,        0.475000,        -14.9998,        -15.0002,        -15.0002,        -15.0002,        -14.9996,        -14.9998,        -14.9997,        -15.0003
          59,        0.483333,        -15.0004,        -14.9998,        -15.0000,        -14.9999,        -14.9998,        -14.9999,        -15.0001,        -14.9988
          60,        0.491667,        -15.0003,        -14.9999,        -14.9998,        -14.9998,        -14.9997,        -14.9999,        -15.0005,        -15.0000
          61,        0.500000,        -15.0002,        -14.9997,        -14.9996,        -14.9998,        -15.0002,        -15.0001,        -15.0012,        -15.0003
          62,        0.508333,        -14.9996,        -14.9998,        -14.9997,        -14.9998,        -15.0004,        -15.0000,        -14.9999,        -14.9993
          63,        0.516667,        -14.9990,        -15.0003,        -15.0003,        -15.0002,        -15.0006,        -14.9999,        -14.9996,        -14.9997
          64,        0.525000,        -14.9993,        -15.0002,        -14.9999,        -15.0003,        -15.0001,        -14.9998,        -14.9994,        -14.9997
          65,        0.533333,        -14.9999,        -14.9999,        -14.9997,        -14.9998,        -15.0000,        -15.0001,        -14.9994,        -15.0001
          66,        0.541667,        -14.9999,        -14.9996,        -15.0002,        -15.0001,        -14.9996,        -15.0001,        -14.9997,        -15.0000
          67,        0.550000,        -15.0009,        -14.9997,        -15.0003,        -15.0001,        -15.0002,        -14.9998,        -15.0002,        -15.0005
          68,        0.558333,        -15.0016,        -15.0001,        -14.9992,        -15.0000,        -15.0001,        -15.0002,        -15.0006,        -15.0011
          69,        0.566667,        -15.0002,        -15.0002,        -14.9999,        -15.0000,        -14.9998,        -15.0002,        -15.0002,        -14.9994
          70,        0.575000,        -14.9996,        -15.0004,        -14.9997,        -15.0003,        -15.0001,        -15.0000,        -14.9998,        -14.9998
          71,        0.583333,        -14.9993,        -15.0002,        -15.0003,        -14.9997,        -15.0004,        -14.9997,        -14.9997,        -14.9996
          72,        0.591667,        -14.9992,        -15.0002,        -15.0005,        -15.0000,        -14.9998,        -15.0001,        -14.9995,        -14.9997
          73,        0.600000,        -14.9996,        -15.0001,        -14.9997,        -15.0001,        -15.0000,        -14.9998,        -14.9998,        -15.0004
          74,        0.608333,        -15.0010,        -14.9998,        -15.0000,        -15.0001,        -15.0005,        -14.9997,        -15.0002,        -14.9995
          75,        0.616667,        -15.0005,        -14.9999,        -14.9999,        -14.9998,        -15.0001,        -15.0000,        -15.0012,        -15.0000
          76,        0.625000,        -15.0004,        -15.0000,        -14.9997,        -15.0000,        -14.9993,        -15.0000,        -15.0005,        -14.9995
          77,        0.633333,        -15.0000,        -15.0001,        -15.0000,        -15.0002,        -14.9999,        -15.0002,        -15.0000,        -14.9993
          78,        0.641667,        -14.9998,        -15.0001,        -15.0001,        -15.0000,        -15.0000,        -14.9999,        -14.9997,        -14.9998
          79,        0.650000,        -15.0005,        -14.9999,        -15.0000,        -15.0000,        -15.0005,        -14.9999,        -14.9991,        -14.9995
          80,        0.658333,        -15.0004,        -14.9999,        -15.0002,        -14.9999,        -15.0001,        -14.9998,        -14.9997,        -15.0006
          81,        0.666667,        -15.0005,        -14.9997,        -15.0001,        -15.0003,        -14.9991,        -15.0000,        -14.9998,        -14.9998
          82,        0.675000,        -15.0006,        -15.0001,        -14.9998,        -15.0000,        -15.0007,        -15.0001,        -15.0000,        -15.0002
          83,        0.683333,        -15.0006,        -14.9999,        -15.0003,        -14.9999,        -14.9997,        -14.9997,        -15.0004,        -15.0003
          84,        0.691667,        -14.9993,        -15.0002,        -15.0002,        -14.9999,        -15.0004,        -15.0001,        -15.0001,        -15.0000
          85,        0.700000,        -14.9996,        -15.0003,        -15.0001,        -14.9995,        -15.0003,        -15.0000,        -14.9994,        -15.0005
          86,        0.708333,        -14.9989,        -15.0002,        -14.9999,        -15.0000,        -14.9999,        -15.0002,        -14.9994,        -15.0000
          87,        0.716667,        -14.9992,        -14.9997,        -15.0005,        -15.0001,        -15.0004,        -15.0000,        -14.9998,        -14.9997
          88,        0.725000,        -15.0004,        -14.9996,        -15.0001,        -14.9998,        -14.9993,        -14.9999,        -15.0005,        -14.9999
          89,        0.733333,        -15.0002,        -14.9999,        -14.9992,        -14.9999,        -15.0001,        -15.0001,        -15.0010,        -15.0002
          90,        0.741667,        -15.0005,        -14.9999,        -14.9997,        -15.0003,        -14.9998,        -15.0001,        -15.0008,        -15.0003
          91,        0.750000,        -14.9996,        -15.0000,        -14.9996,        -15.0003,        -15.0008,        -15.0000,        -15.0004,        -14.9995
          92,        0.758333,        -14.9999,        -14.9999,        -14.9997,        -15.0000,        -14.9998,        -15.0000,        -14.9997,        -15.0001
          93,        0.766667,        -14.9990,        -15.0000,        -15.0002,        -15.0003,        -14.9997,        -15.0000,        -14.9992,        -14.9994
          94,        0.775000,        -15.0000,        -14.9996,        -14.9996,        -15.0002,        -14.9989,        -15.0000,        -14.9996,        -14.9996
          95,        0.783333,        -14.9997,        -14.9999,        -15.0000,        -15.0003,        -15.0003,        -15.0001,        -14.9996,        -14.9999
          96,        0.791667,        -15.0004,        -14.9999,        -14.9994,        -15.0000,        -14.9998,        -14.9997,        -15.0004,        -15.0003
          97,        0.800000,        -15.0004,        -15.0000,        -15.0002,        -15.0002,        -15.0009,        -15.0001,        -15.0004,        -15.0002
          98,        0.808333,        -15.0000,        -15.0005,        -14.9997,        -14.9999,        -15.0007,        -15.0000,        -14.9998,        -15.0001
          99,        0.816667,        -14.9997,        -15.0001,        -14.9999,        -15.0001,        -15.0000,        -14.9997,        -14.9998,        -14.9995
         100,        0.825000,        -14.9987,        -15.0000,        -15.0001,        -15.0001,        -15.0002,        -14.9997,        -14.9993,        -14.9998
         101,        0.833333,        -14.9994,        -14.9999,        -15.0001,        -15.0002,        -14.9992,        -15.0003,        -14.9999,        -15.0002
         102,        0.841667,        -14.9999,        -14.9997,        -15.0001,        -15.0002,        -14.9996,        -15.0001,        -14.9994,        -14.9997
         103,        0.850000,        -15.0000,        -14.9998,        -15.0006,        -14.9999,        -14.9998,        -15.0002,        -15.0004,        -15.0002
         104,        0.858333,        -15.0007,        -14.9998,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -15.0007,        -14.9994
         105,        0.866667,        -14.9996,        -15.0001,        -14.9999,        -15.0000,        -14.9998,        -14.9999,        -15.0006,        -15.0004
         106,        0.875000,        -14.9993,        -15.0000,        -14.9999,        -15.0001,        -15.0001,        -14.9998,        -15.0001,        -14.9997
         107,        0.883333,        -14.9995,        -15.0001,        -14.9997,        -15.0003,        -15.0001,        -14.9999,        -14.9994,        -14.9997
         108,        0.891667,        -14.9993,        -15.0002,        -15.0002,        -15.0000,        -14.9997,        -15.0000,        -14.9994,        -15.0002
         109,        0.900000,        -15.0004,        -14.9999,        -14.9995,        -15.0001,        -15.0000,        -15.0000,        -14.9997,        -15.0002
         110,        0.908333,        -15.0004,        -15.0000,        -15.0009,        -14.9999,        -14.9995,        -15.0002,        -14.9997,        -15.0001
         111,        0.916667,        -15.0011,        -15.0000,        -14.9997,        -14.9997,        -15.0001,        -15.0000,        -15.0002,        -14.9999
         112,        0.925000,        -15.0001,        -15.0001,        -14.9999,        -14.9995,        -15.0000,        -15.0001,        -15.0004,        -14.9992
         113,        0.933333,        -15.0007,        -15.0003,        -14.9997,        -15.0002,        -14.9999,        -14.9999,        -14.9998,        -14.9995
         114,        0.941667,        -14.9998,        -15.0005,        -14.9998,        -14.9998,        -14.9999,        -14.9999,        -14.9998,        -15.0003
         115,        0.950000,        -14.9998,        -15.0004,        -14.9999,        -15.0002,        -15.0003,        -14.9997,        -14.9993,        -14.9999
         116,        0.958333,        -14.9995,        -15.0000,        -15.0003,        -15.0000,        -14.9999,        -14.9999,        -14.9998,        -15.0006
         117,        0.966667,        -15.0001,        -14.9998,        -14.9997,        -14.9997,        -15.0001,        -14.9999,        -15.0001,        -14.9999
         118,        0.975000,        -15.0000,        -14.9998,        -15.0005,        -14.9998,        -15.0000,        -15.0003,        -15.0010,        -15.0003
         119,        0.983333,        -15.0000,        -14.9998,        -15.0003,        -14.9999,        -15.0000,        -15.0000,        -15.0013,        -14.9993
         120,        0.991667,        -14.9995,        -14.9999,        -15.0004,        -15.0006,        -15.0004,        -15.0000,        -15.0002,        -15.0001
         121,        1.000000,        -14.9995,        -15.0002,        -14.9997,        -15.0003,        -14.9998,        -14.9999,        -14.9995,        -15.0006
         122,        1.008333,        -14.9994,        -15.0000,        -15.0001,        -14.9999,        -15.0004,        -14.9998,        -14.9993,        -15.0004
         123,        1.016667,        -15.0000,        -15.0000,        -15.0005,        -15.0004,        -15.0006,        -15.0000,        -14.9995,        -15.0000
         124,        1.025000,        -14.9997,        -14.9996,        -15.0005,        -14.9998,        -15.0005,        -15.0002,        -14.9994,        -15.0001
         125,        1.033333,        -15.0003,        -14.9998,        -14.9999,        -14.9999,        -14.9994,        -15.0001,        -15.0000,        -14.9996
         126,        1.041667,        -15.0009,        -15.0001,        -15.0002,        -14.9995,        -15.0001,        -14.9998,        -15.0004,        -15.0007
         127,        1.050000,        -15.0004,        -15.0000,        -14.9998,        -14.9999,        -15.0002,        -15.0001,        -15.0006,        -15.0003
         128,        1.058333,        -14.9999,        -15.0002,        -15.0003,        -14.9998,        -15.0000,        -15.0002,        -14.9999,        -15.0003
         129,        1.066667,        -14.9996,        -15.0004,        -14.9997,        -14.9998,        -15.0004,        -15.0002,        -14.9993,        -15.0003
         130,        1.075000,        -14.9994,        -15.0003,        -15.0000,        -15.0001,        -15.0005,        -15.0001,        -14.9996,        -14.9999
         131,        1.083333,        -14.9997,        -15.0001,        -15.0002,        -15.0000,        -15.0001,        -14.9996,        -14.9994,        -15.0002
         132,        1.091667,        -15.0000,        -15.0000,        -14.9999,        -15.0003,        -15.0000,        -15.0001,        -15.0003,        -14.9999
         133,        1.100000,        -15.0007,        -15.0001,        -15.0002,        -14.9997,        -15.0003,        -15.0000,        -15.0011,        -15.0000
         134,        1.108333,        -15.0006,        -14.9998,        -15.0001,        -15.0001,        -14.9999,        -14.9997,        -15.0008,        -14.9990
         135,        1.116667,        -15.0005,        -15.0001,        -15.0001,        -14.9999,        -15.0000,        -15.0003,        -15.0005,        -14.9995
         136,        1.125000,        -14.9992,        -15.0000,        -14.9998,        -15.0000,        -14.9997,        -15.0003,        -15.0001,        -15.0000
         137,        1.133333,        -15.0003,        -15.0000,        -15.0004,        -15.0001,        -15.0003,        -14.9995,        -14.9995,        -15.0002
         138,        1.141667,        -14.9988,        -15.0000,        -14.9992,        -15.0001,        -14.9991,        -15.0001,        -14.9994,        -14.9999
         139,        1.150000,        -14.9997,        -14.9999,        -15.0004,        -15.0001,        -15.0002,        -14.9999,        -14.9997,        -15.0000
         140,        1.158333,        -15.0004,        -14.9999,        -14.9999,        -14.9998,        -14.9998,        -14.9998,        -14.9998,        -15.0000
         141,        1.166667,        -15.0006,        -14.9999,        -14.9999,        -14.9998,        -14.9995,        -14.9999,        -15.0006,        -15.0004
         142,        1.175000,        -15.0007,        -15.0000,        -15.0000,        -15.0000,        -15.0001,        -15.0000,        -15.0004,        -14.9999
         143,        1.183333,        -14.9999,        -15.0003,        -15.0001,        -14.9999,        -14.9995,        -14.9998,        -14.9998,        -14.9998
         144,        1.191667,        -14.9994,        -15.0005,        -14.9999,        -15.0000,        -15.0002,        -14.9999,        -14.9994,        -15.0001
         145,        1.200000,        -14.9995,        -15.0002,        -15.0001,        -15.0003,        -15.0000,        -15.0003,        -14.9996,        -14.9999
         146,        1.208333,        -14.9996,        -15.0001,        -15.0002,        -14.9999,        -14.9999,        -14.9999,        -14.9998,        -14.9998
         147,        1.216667,        -14.9993,        -15.0000,        -15.0003,        -15.0000,        -15.0001,        -15.0001,        -15.0001,        -15.0004
         148,        1.225000,        -15.0007,        -14.9997,        -15.0000,        -15.0002,        -15.0002,        -14.9999,        -15.0011,        -15.0009
         149,        1.233333,        -15.0002,        -15.0000,        -14.9998,        -15.0001,        -15.0004,        -14.9999,        -15.0007,        -14.9995
         150,        1.241667,        -14.9999,        -15.0001,        -14.9993,        -15.0001,        -15.0002,        -15.0002,        -15.0000,        -15.0002
         151,        1.250000,        -14.9990,        -15.0000,        -14.9998,        -15.0002,        -15.0001,        -15.0000,        -14.9993,        -15.0007
         152,        1.258333,        -15.0003,        -15.0000,        -14.9999,        -14.9999,        -15.0002,        -14.9999,        -14.9993,        -15.0002
         153,        1.266667,        -14.9999,        -14.9999,        -15.0000,        -14.9999,        -15.0002,        -15.0001,        -14.9996,        -14.9995
         154,        1.275000,        -15.0006,        -14.9998,        -15.0004,        -14.9997,        -15.0000,        -14.9997,        -15.0001,        -14.9997
         155,        1.283333,        -15.0011,        -14.9999,        -14.9997,        -14.9997,        -15.0003,        -14.9998,        -15.0004,        -14.9996
         156,        1.291667,        -15.0006,        -15.0003,        -15.0005,        -15.0000,        -14.9991,        -15.0001,        -15.0003,        -14.9996
         157,        1.300000,        -15.0000,        -15.0001,        -15.0002,        -15.0001,        -15.0003,        -15.0001,        -14.9994,        -15.0001
         158,        1.308333,        -14.9992,        -15.0003,        -15.0004,        -14.9999,        -14.9998,        -14.9999,        -14.9997,        -15.0000
         159,        1.316667,        -14.9998,        -14.9999,        -15.0001,        -14.9999,        -15.0001,        -14.9998,        -15.0000,        -15.0002
         160,        1.325000,        -14.9997,        -14.9998,        -14.9995,        -15.0000,        -15.0001,        -15.0002,        -14.9997,        -15.0000
         161,        1.333333,        -15.0002,        -14.9999,        -15.0000,        -14.9996,        -15.0001,        -15.0001,        -15.0002,        -15.0005
         162,        1.341667,        -15.0003,        -14.9998,        -15.0002,        -15.0006,        -15.0003,        -15.0000,        -15.0012,        -15.0005
         163,        1.350000,        -14.9999,        -14.9998,        -14.9991,        -14.9999,        -15.0001,        -15.0002,        -15.0006,        -15.0006
         164,        1.358333,        -15.0003,        -15.0001,        -14.9997,        -15.0001,        -15.0000,        -15.0001,        -14.9998,        -14.9997
         165,        1.366667,        -14.9997,        -14.9999,        -14.9999,        -14.9999,        -15.0002,        -15.0001,        -14.9997,        -14.9994
         166,        1.375000,        -14.9995,        -14.9999,        -14.9998,        -15.0001,        -15.0006,        -15.0000,        -14.9990,        -15.0002
         167,        1.383333,        -15.0002,        -14.9999,        -15.0001,        -15.0000,        -14.9996,        -15.0001,        -14.9994,        -15.0004
         168,        1.391667,        -15.0005,        -14.9999,        -15.0001,        -15.0000,        -14.9995,        -15.0000,        -14.9998,        -14.9998
         169,        1.400000,        -15.0012,        -15.0000,        -14.9995,        -14.9998,        -14.9996,        -15.0001,        -15.0003,        -15.0006
         170,        1.408333,        -15.0008,        -15.0001,        -14.9999,        -15.0000,        -14.9997,        -15.0002,        -15.0006,        -14.9999
         171,        1.416667,        -14.9999,        -15.0001,        -15.0006,        -14.9997,        -15.0003,        -15.0000,        -14.9999,        -14.9994
         172,        1.425000,        -14.9997,        -15.0003,        -15.0002,        -15.0000,        -14.9998,        -15.0000,        -14.9997,        -14.9998
         173,        1.433333,        -15.0002,        -15.0001,        -14.9999,        -15.0002,        -15.0001,        -14.9999,        -14.9995,        -15.0000
         174,        1.441667,        -14.9999,        -14.9999,        -15.0001,        -15.0003,        -14.9992,        -15.0000,        -14.9998,        -15.0001
         175,        1.450000,        -14.9998,        -14.9999,        -14.9999,        -14.9999,        -14.9997,        -14.9999,        -14.9997,        -14.9998
         176,        1.458333,        -15.0011,        -14.9997,        -15.0002,        -15.0002,        -15.0007,        -15.0002,        -15.0003,        -14.9999
         177,        1.466667,        -15.0000,        -14.9997,        -15.0006,        -15.0000,        -14.9995,        -14.9999,        -15.0011,        -15.0000
         178,        1.475000,        -15.0001,        -14.9999,        -15.0004,        -14.9997,        -15.0003,        -14.9999,        -15.0005,        -15.0010
         179,        1.483333,        -14.9995,        -15.0001,        -15.0005,        -15.0004,        -14.9997,        -15.0001,        -14.9997,        -15.0001
         180,        1.491667,        -14.9997,        -15.0000,        -15.0004,        -15.0002,        -14.9999,        -14.9999,        -14.9993,        -15.0001
         181,        1.500000,        -14.9997,        -14.9999,        -14.9992,        -14.9999,        -14.9998,        -14.9998,        -14.9993,        -15.0000
         182,        1.508333,        -15.0004,        -15.0000,        -15.0005,        -15.0001,        -15.0001,        -15.0003,        -14.9998,        -14.9998
         183,        1.516667,        -15.0004,        -14.9997,        -14.9994,        -14.9998,        -14.9999,        -14.9999,        -14.9999,        -15.0004
         184,        1.525000,        -15.0010,        -15.0000,        -15.0006,        -14.9999,        -14.9999,        -15.0002,        -15.0004,        -14.9999
         185,        1.533333,        -15.0000,        -15.0001,        -15.0002,        -14.9997,        -15.0000,        -14.9999,        -15.0003,        -15.0002
         186,        1.541667,        -15.0001,        -15.0003,        -14.9995,        -14.9998,        -14.9994,        -14.9997,        -15.0002,        -15.0004
         187,        1.550000,        -14.9996,        -15.0002,        -14.9998,        -14.9998,        -14.9990,        -15.0000,        -14.9996,        -15.0000
         188,        1.558333,        -14.9997,        -14.9999,        -14.9995,        -15.0001,        -15.0004,        -15.0001,        -14.9996,        -14.9994
         189,        1.566667,        -14.9999,        -14.9999,        -15.0001,        -15.0000,        -15.0000,        -15.0000,        -14.9997,        -14.9998
         190,        1.575000,        -14.9998,        -14.9997,        -15.0004,        -14.9998,        -15.0001,        -15.0000,        -15.0004,        -14.9998
         191,        1.583333,        -15.0006,        -15.0001,        -15.0003,        -14.9999,        -15.0002,        -14.9999,        -15.0009,        -15.0001
         192,        1.591667,        -14.9997,        -15.0000,        -14.9999,        -15.0003,        -14.9999,        -14.9999,        -15.0004,        -14.9999
         193,        1.600000,        -14.9996,        -14.9999,        -14.9998,        -15.0001,        -15.0001,        -15.0003,        -14.9999,        -15.0003
         194,        1.608333,        -14.9994,        -14.9999,        -14.9997,        -15.0002,        -14.9993,        -15.0000,        -14.9996,        -15.0008
         195,        1.616667,        -14.9989,        -14.9998,        -15.0004,        -14.9996,        -15.0002,        -14.9998,        -14.9991,        -15.0009
         196,        1.625000,        -14.9995,        -14.9997,        -14.9995,        -15.0000,        -15.0002,        -14.9996,        -14.9994,        -15.0002
         197,        1.633333,        -15.0000,        -14.9998,        -15.0002,        -15.0001,        -14.9998,        -14.9998,        -15.0001,        -15.0005
         198,        1.641667,        -15.0010,        -15.0000,        -15.0004,        -15.0000,        -15.0007,        -15.0000,        -15.0003,        -14.9998
         199,        1.650000,        -15.0002,        -15.0002,        -15.0000,        -14.9996,        -15.0005,        -15.0000,        -15.0002,        -15.0000
         200,        1.658333,        -14.9997,        -15.0002,        -15.0002,        -14.9998,        -15.0002,        -14.9999,        -14.9995,        -15.0003
         201,        1.666667,        -15.0000,        -15.0003,        -14.9991,        -14.9997,        -14.9999,        -14.9997,        -14.9996,        -14.9997
         202,        1.675000,        -14.9994,        -15.0002,        -15.0004,        -15.0001,        -14.9992,        -15.0000,        -14.9996,        -15.0003
         203,        1.683333,        -15.0006,        -14.9998,        -14.9996,        -15.0002,        -15.0001,        -14.9998,        -14.9996,        -14.9997
         204,        1.691667,        -15.0008,        -14.9998,        -15.0009,        -15.0000,        -15.0011,        -14.9998,        -15.0005,        -14.9999
         205,        1.700000,        -15.0006,        -14.9998,        -14.9997,        -15.0002,        -15.0004,        -15.0001,        -15.0010,        -15.0004
         206,        1.708333,        -14.9992,        -14.9999,        -15.0000,        -15.0002,        -14.9996,        -15.0002,        -15.0003,        -14.9999
         207,        1.716667,        -15.0001,        -15.0000,        -15.0001,        -15.0003,        -15.0002,        -15.0001,        -14.9998,        -15.0000
         208,        1.725000,        -14.9997,        -15.0000,        -14.9997,        -15.0001,        -14.9997,        -15.0002,        -14.9998,        -15.0002
         209,        1.733333,        -14.9995,        -15.0000,        -15.0001,        -15.0002,        -15.0008,        -15.0000,        -14.9993,        -15.0001
